NSID	W8HHMID	W8DCHSEX	W8HHMDOBM	W8HHMDOBY	W8DHHMAGE	W8RAGE	W8RELTOKEY
NS22197D	2	1	4	1949	66	-1	1
NS22207E	1	2	-9	-9	-1	71	1
NS22207E	2	1	-9	-9	-1	72	1
NS22207E	3	2	12	1979	36	-1	13
NS22207E	4	1	9	1973	42	-1	8
NS22207E	5	1	12	2012	3	-1	15
NS22207E	6	2	12	2015	0	-1	15
NS22211S	1	1	11	1947	68	-1	1
NS22213V	1	2	-9	-9	-1	-9	1
NS22213V	2	1	-9	-9	-1	-9	1
NS22221M	1	2	-9	-9	-1	-9	1
NS22221M	2	1	-9	-9	-1	-9	1
NS22221M	3	1	-9	-9	-1	-9	8
NS22222N	1	2	1	1988	28	-1	23
NS22222N	2	2	12	1989	26	-1	23
NS22222N	3	1	12	2009	6	-1	23
NS22222N	4	1	12	2009	6	-1	23
NS22222N	5	1	4	2015	0	-1	23
NS22225R	1	2	6	1959	56	-1	1
NS22225R	2	1	9	2008	7	-1	6
NS22225R	3	1	11	1979	36	-1	8
NS22225R	4	1	9	2012	3	-1	15
NS22225R	5	1	9	2012	3	-1	15
NS22233J	1	1	3	1990	25	-1	17
NS22235L	1	1	-9	-9	-1	68	1
NS22235L	2	2	-9	-9	-1	66	1
NS22237N	1	1	7	1963	52	-1	1
NS22237N	2	2	8	1967	48	-1	1
NS22237N	3	1	8	1996	19	-1	8
NS22237N	4	1	8	1996	19	-1	8
NS22237N	5	1	7	2002	13	-1	8
NS22244E	1	2	11	1987	28	-1	17
NS22245F	1	1	2	1984	32	-1	8
NS22245F	2	2	-9	-9	-1	-8	13
NS22248J	1	1	12	1991	24	-1	8
NS22248J	2	1	-9	-9	-1	53	1
NS22248J	3	2	-9	-9	-1	51	1
NS22252X	1	1	-9	-9	-1	-9	1
NS22252X	2	2	-9	-9	-1	-9	1
NS22252X	3	1	-9	-9	-1	30	8
NS22252X	4	1	-9	-9	-1	14	8
NS22252X	5	2	-9	-9	-1	24	13
NS22252X	6	2	-9	-9	-1	1	15
NS22253Y	1	1	8	1953	62	-1	1
NS22253Y	2	2	5	1959	56	-1	1
NS22253Y	3	2	8	1995	20	-1	8
NS22254Z	1	1	5	1966	49	-1	1
NS22254Z	2	2	9	1949	66	-1	1
NS22255A	1	1	7	1990	25	-1	8
NS22258D	1	2	-9	-9	-1	56	1
NS22258D	2	1	-9	-9	-1	63	1
NS22258D	3	2	-9	-9	-1	28	8
NS22259E	1	1	4	1954	61	-1	1
NS22259E	2	2	3	1957	58	-1	1
NS22259E	3	2	9	1994	21	-1	8
NS22274N	1	1	11	1952	62	-1	1
NS22274N	2	2	5	1954	61	-1	1
NS22274N	3	2	6	1994	21	-1	8
NS22276Q	1	2	1	1967	49	-1	1
NS22276Q	2	1	11	1968	47	-1	1
NS22282F	1	1	7	1965	50	-1	1
NS22282F	2	2	5	1965	50	-1	1
NS22282F	3	2	3	1992	23	-1	8
NS22282F	4	2	3	1994	21	-1	8
NS22282F	5	1	4	1998	17	-1	8
NS22287L	1	1	9	1991	24	-1	8
NS22287L	2	1	5	1993	22	-1	8
NS22287L	3	2	10	1957	58	-1	1
NS22293B	1	1	7	1969	46	-1	1
NS22293B	2	2	1	1967	49	-1	1
NS22293B	3	1	5	1993	22	-1	8
NS22293B	4	2	7	2002	13	-1	8
NS22296E	1	2	3	1962	54	-1	1
NS22297F	1	2	12	1960	54	-1	1
NS22297F	2	1	-9	-9	-1	67	1
NS22297F	3	2	3	1995	20	-1	8
NS22297F	4	1	9	1993	21	-1	8
NS22304D	1	2	-9	-9	-1	24	8
NS22304D	2	1	-9	-9	-1	-8	1
NS22304D	3	2	-9	-9	-1	24	8
NS22309J	1	1	5	1963	52	-1	1
NS22310T	1	1	7	1996	19	-1	9
NS22310T	2	1	9	1969	46	-1	1
NS22310T	3	2	4	1988	28	-1	4
NS22310T	4	2	11	2014	1	-1	9
NS22310T	5	2	7	2013	2	-1	9
NS22310T	6	1	6	1997	18	-1	9
NS22321P	1	2	-9	-9	-1	-8	5
NS22321P	2	1	-9	-9	-1	-8	5
NS22321P	3	2	8	1988	27	-1	8
NS22321P	4	1	-9	-9	-1	30	13
NS22321P	5	1	-9	-9	-1	26	13
NS22321P	6	2	-9	-9	-1	23	13
NS22323R	1	2	10	1955	60	-1	1
NS22323R	2	1	5	1951	65	-1	1
NS22325T	1	1	4	1954	61	-1	1
NS22325T	2	2	-9	-9	-1	53	1
NS22337Q	1	1	5	1990	25	-1	17
NS22337Q	2	1	7	1991	24	-1	17
NS22337Q	3	1	9	1991	24	-1	17
NS22340C	1	2	7	1960	55	-1	1
NS22340C	2	1	-9	-9	-1	31	8
NS22340C	3	1	-9	-9	-1	28	8
NS22340C	4	2	-9	-9	-1	19	8
NS22341D	1	2	3	1990	25	-1	17
NS22342E	1	2	-9	-9	-1	24	17
NS22342E	2	1	-9	-9	-1	31	17
NS22344G	1	2	7	1959	56	-1	1
NS22344G	2	1	5	1957	58	-1	4
NS22347K	1	1	6	1960	55	-1	1
NS22347K	2	2	4	1968	48	-1	1
NS22347K	3	2	5	1996	19	-1	8
NS22358F	1	1	11	1955	60	-1	1
NS22358F	2	2	12	1954	61	-1	1
NS22358F	3	1	1	1987	29	-1	8
NS22358F	4	1	7	1989	26	-1	8
NS22360R	1	1	-9	-9	-1	57	1
NS22360R	2	2	-9	-9	-1	56	1
NS22365X	1	2	7	1972	43	-1	1
NS22365X	2	2	5	1971	45	-1	15
NS22365X	3	2	7	2013	2	-1	8
NS22365X	4	1	1	2005	11	-1	8
NS22365X	5	2	6	2007	8	-1	8
NS22365X	6	1	5	1993	22	-1	15
NS22369B	1	2	4	1961	54	-1	1
NS22369B	2	1	1	1952	63	-1	4
NS22377T	1	1	-9	-9	-1	54	1
NS22377T	2	2	-9	-9	-1	50	1
NS22377T	3	1	-9	-9	-1	22	8
NS22378V	1	1	-9	-9	-1	44	1
NS22378V	2	2	-9	-9	-1	41	1
NS22378V	3	1	2	1998	17	-1	8
NS22385L	1	2	4	1960	55	-1	1
NS22385L	2	1	6	1995	20	-1	8
NS22390A	1	1	-9	-9	-1	58	1
NS22390A	2	2	-9	-9	-1	47	1
NS22390A	3	1	3	1994	21	-1	8
NS22390A	4	1	5	2002	13	-1	8
NS22396G	1	2	3	1965	50	-1	1
NS22396G	2	1	4	1961	54	-1	1
NS22396G	3	2	1	1987	28	-1	8
NS22396G	4	2	1	1999	16	-1	8
NS22396G	5	2	-9	-9	-1	-8	23
NS22405G	1	2	10	1964	51	-1	1
NS22405G	2	1	3	1968	47	-1	17
NS22406H	1	1	-9	-9	-1	-8	8
NS22406H	2	1	1	1996	20	-1	8
NS22406H	3	2	-9	-9	-1	50	1
NS22407J	1	2	-9	-9	-1	-9	1
NS22407J	2	1	-9	-9	-1	-9	1
NS22407J	3	1	-9	-9	-1	-9	8
NS22407J	4	1	-9	-9	-1	-9	8
NS22408K	1	2	-9	-9	-1	51	1
NS22408K	2	2	-9	-9	-1	22	8
NS22409L	1	2	2	1992	23	-1	17
NS22409L	2	1	-9	-9	-1	25	17
NS22409L	3	2	-9	-9	-1	24	17
NS22409L	4	1	-9	-9	-1	25	17
NS22409L	5	2	-9	-9	-1	25	17
NS22411X	1	1	-9	-9	-1	60	1
NS22411X	2	2	-9	-9	-1	60	1
NS22411X	3	2	-9	-9	-1	32	8
NS22411X	4	1	-9	-9	-1	3	15
NS22416C	1	2	11	1954	61	-1	1
NS22419F	1	1	-9	-9	-1	26	17
NS22419F	2	1	-9	-9	-1	26	17
NS22421R	1	2	-9	-9	-1	-8	23
NS22421R	2	1	-9	-9	-1	-8	23
NS22423T	1	2	12	1993	22	-1	8
NS22435Q	1	2	-9	-9	-1	-8	1
NS22435Q	2	1	-9	-9	-1	-8	8
NS22441F	1	1	-9	-9	-1	-8	4
NS22441F	2	2	1	1963	53	-1	1
NS22441F	3	1	-9	-9	-1	-8	11
NS22442G	1	1	-9	-9	-1	60	1
NS22442G	2	2	-9	-9	-1	49	1
NS22442G	3	2	-9	-9	-1	29	8
NS22442G	4	1	-9	-9	-1	23	8
NS22448N	1	1	-9	-9	-1	25	17
NS22448N	2	1	-9	-9	-1	25	17
NS22448N	3	1	-9	-9	-1	25	17
NS22450Z	1	2	8	2006	9	-1	22
NS22455E	1	2	-9	-9	-1	26	17
NS22461V	1	1	-9	-9	-1	-9	1
NS22461V	2	2	-9	-9	-1	-9	1
NS22461V	3	2	-9	-9	-1	-9	8
NS22464Y	1	2	11	1959	56	-1	1
NS22464Y	2	1	6	1955	60	-1	1
NS22476V	1	2	5	1964	51	-1	1
NS22476V	2	1	8	1967	48	-1	1
NS22479Y	1	1	7	1965	50	-1	1
NS22479Y	2	2	8	1964	51	-1	1
NS22479Y	3	1	3	1993	22	-1	8
NS22480H	1	2	11	1961	54	-1	1
NS22480H	2	2	1	1993	23	-1	8
NS22482K	1	1	4	1958	58	-1	1
NS22482K	2	2	5	1967	48	-1	1
NS22482K	3	1	10	1987	28	-1	8
NS22482K	4	2	-9	-9	-1	70	14
NS22482K	5	2	-9	-9	-1	20	13
NS22482K	6	1	9	1998	17	-1	8
NS22482K	7	2	4	2003	13	-1	4
NS22482K	8	1	10	2013	2	-1	15
NS22482K	9	2	9	2013	2	-1	15
NS22487Q	1	2	-9	-9	-1	-8	5
NS22487Q	2	1	-9	-9	-1	-8	5
NS22487Q	3	2	-9	-9	-1	-8	23
NS22490C	1	2	2	1942	73	-1	1
NS22490C	2	1	-9	-9	-1	31	8
NS22490C	3	2	-9	-9	-1	-8	13
NS22490C	4	2	-9	-9	-1	12	15
NS22490C	5	1	-9	-9	-1	9	15
NS22490C	6	2	-9	-9	-1	4	15
NS22490C	7	2	-9	-9	-1	2	15
NS22491D	1	1	1	1953	62	-1	1
NS22491D	2	2	8	1963	52	-1	1
NS22491D	3	2	1	1985	30	-1	8
NS22491D	4	1	10	1987	27	-1	8
NS22491D	5	2	8	1995	20	-1	8
NS22491D	6	1	-9	-9	-1	31	13
NS22491D	7	1	5	2015	0	-1	15
NS22502F	1	1	8	1991	24	-1	17
NS22502F	2	2	-9	-9	-1	24	17
NS22504H	1	1	2	1958	57	-1	1
NS22504H	2	2	9	1966	49	-1	1
NS22504H	3	2	1	1929	86	-1	14
NS22504H	4	2	4	1992	23	-1	8
NS22506K	1	2	2	1990	25	-1	17
NS22509N	1	2	2	1966	50	-1	1
NS22509N	2	1	12	1987	28	-1	8
NS22509N	3	2	2	1998	18	-1	8
NS22511Z	1	1	-9	-9	-1	-8	19
NS22512A	1	2	9	1963	52	-1	1
NS22518G	1	1	8	2007	8	-1	6
NS22518G	2	2	12	2009	6	-1	6
NS22518G	3	1	2	2013	3	-1	6
NS22519H	1	1	6	1946	69	-1	1
NS22519H	2	2	10	1955	60	-1	1
NS22533Q	1	2	6	1968	47	-1	1
NS22533Q	2	1	-9	-9	-1	-8	23
NS22540G	1	1	8	1961	54	-1	1
NS22540G	2	2	10	1964	51	-1	1
NS22545M	1	2	12	1953	62	-1	1
NS22547P	1	1	6	1990	26	-1	17
NS22547P	2	1	6	1988	28	-1	17
NS22547P	3	1	6	1992	24	-1	17
NS22548Q	1	1	9	1957	58	-1	1
NS22548Q	2	2	5	1955	60	-1	1
NS22550B	1	2	7	1991	24	-1	17
NS22550B	2	2	6	1990	25	-1	17
NS22550B	3	1	2	1983	32	-1	17
NS22550B	4	1	11	1990	25	-1	17
NS22550B	5	1	8	1989	26	-1	17
NS22554F	1	1	8	1961	54	-1	1
NS22554F	2	2	12	1964	51	-1	1
NS22554F	3	1	12	1999	16	-1	8
NS22559L	1	1	7	1958	57	-1	1
NS22559L	2	2	9	1954	61	-1	1
NS22559L	3	2	1	1987	29	-1	8
NS22559L	4	1	1	1994	22	-1	8
NS22559L	5	1	1	1994	22	-1	8
NS22560W	1	1	-9	-9	-1	-9	8
NS22560W	2	1	-9	-9	-1	-9	8
NS22560W	3	2	-9	-9	-1	-9	1
NS22560W	4	1	-9	-9	-1	-9	1
NS22561X	1	2	1	1956	60	-1	1
NS22561X	2	1	8	1954	61	-1	1
NS22561X	3	1	8	1990	25	-1	8
NS22564A	1	2	7	1972	43	-1	1
NS22564A	2	1	7	1952	63	-1	1
NS22564A	3	1	5	1991	24	-1	8
NS22564A	4	1	2	1984	31	-1	8
NS22566C	1	1	-9	-9	-1	63	1
NS22566C	2	2	-9	-9	-1	50	1
NS22566C	3	2	9	1991	24	-1	8
NS22566C	4	2	4	1987	28	-1	8
NS22566C	5	2	-9	-9	-1	73	14
NS22568E	1	2	11	1969	46	-1	1
NS22568E	2	2	9	1997	18	-1	8
NS22574V	1	1	-9	-9	-1	-9	23
NS22574V	2	1	-9	-9	-1	-8	23
NS22574V	3	1	-9	-9	-1	-8	23
NS22575W	1	1	-9	-9	-1	55	18
NS22575W	2	2	-9	-9	-1	50	18
NS22575W	3	1	-9	-9	-1	28	18
NS22581L	1	2	6	1959	56	-1	1
NS22581L	2	1	12	1947	68	-1	1
NS22585Q	1	2	10	1950	65	-1	1
NS22587S	1	2	12	1957	57	-1	5
NS22587S	2	1	3	1955	60	-1	5
NS22587S	3	2	12	1995	19	-1	13
NS22594J	1	2	1	1956	59	-1	1
NS22594J	2	1	4	1991	24	-1	8
NS22594J	3	1	1	1993	22	-1	8
NS22594J	4	1	5	1992	23	-1	23
NS22597M	1	2	4	2007	9	-1	6
NS22597M	2	2	7	2008	7	-1	6
NS22599P	1	2	1	1960	55	-1	1
NS22599P	2	1	-9	-9	-1	32	9
NS22599P	3	1	4	1996	19	-1	9
NS22610A	1	1	11	1955	60	-1	1
NS22610A	2	2	12	1956	59	-1	1
NS22611B	1	2	5	1993	23	-1	8
NS22611B	2	2	10	1959	56	-1	1
NS22611B	3	1	1	1972	44	-1	8
NS22614E	1	1	3	1987	29	-1	8
NS22615F	1	2	6	1957	58	-1	1
NS22617H	1	2	7	1962	53	-1	1
NS22617H	2	1	3	1962	53	-1	1
NS22619K	1	1	-9	-9	-1	61	1
NS22619K	2	2	-9	-9	-1	58	1
NS22625A	1	1	-9	-9	-1	56	1
NS22625A	2	2	-9	-9	-1	53	1
NS22625A	3	2	-9	-9	-1	28	8
NS22630P	1	2	6	1954	61	-1	1
NS22630P	2	1	12	1950	65	-1	1
NS22630P	3	2	-9	-9	-1	30	19
NS22635V	1	2	-9	-9	-1	-9	1
NS22635V	2	1	-9	-9	-1	-9	8
NS22635V	3	1	-9	-9	-1	-9	8
NS22637X	1	1	7	1943	72	-1	1
NS22637X	2	2	-9	-9	-1	54	1
NS22637X	3	2	10	1993	22	-1	8
NS22637X	4	1	9	1995	20	-1	8
NS22637X	5	2	5	1998	17	-1	8
NS22638Y	1	2	-9	-9	-1	9	15
NS22638Y	2	2	-9	-9	-1	-8	1
NS22638Y	3	1	-9	-9	-1	-8	1
NS22641K	1	1	-9	-9	-1	55	1
NS22641K	2	1	-9	-9	-1	5	8
NS22641K	3	2	-9	-9	-1	23	8
NS22641K	4	2	-9	-9	-1	-9	8
NS22641K	5	2	-9	-9	-1	45	1
NS22643M	1	1	1	1953	62	-1	1
NS22643M	2	2	11	1950	64	-1	1
NS22649T	1	2	4	1970	45	-1	1
NS22649T	2	1	-9	-9	-1	23	8
NS22649T	3	1	7	1999	16	-1	8
NS22654H	1	2	-9	-9	-1	-8	23
NS22654H	2	1	-9	-9	-1	-8	23
NS22654H	3	1	-9	-9	-1	-8	23
NS22664C	1	2	4	1958	57	-1	1
NS22664C	2	1	-9	-9	-1	58	4
NS22672V	1	2	8	1990	25	-1	16
NS22672V	2	1	12	1982	33	-1	13
NS22672V	3	2	9	1985	30	-1	8
NS22672V	4	1	8	1998	17	-1	9
NS22672V	5	1	12	2010	5	-1	15
NS22683Q	1	1	7	1987	28	-1	8
NS22683Q	2	2	12	1963	52	-1	1
NS22683Q	3	2	12	1995	20	-1	9
NS22686T	1	2	8	1956	59	-1	1
NS22686T	2	1	5	1958	57	-1	1
NS22689X	1	1	5	1991	24	-1	8
NS22689X	2	2	-9	-9	-1	47	1
NS22689X	3	1	-9	-9	-1	54	1
NS22691H	1	2	-9	-9	-1	60	1
NS22691H	2	1	-9	-9	-1	60	1
NS22699R	1	2	8	1968	47	-1	1
NS22699R	2	2	7	1996	19	-1	9
NS22699R	3	2	7	2000	15	-1	9
NS22701J	1	1	2	1991	24	-1	17
NS22704M	1	2	-9	-9	-1	-8	17
NS22706P	1	2	8	1960	55	-1	1
NS22706P	2	1	7	1957	58	-1	1
NS22719M	1	2	-9	-9	-1	48	1
NS22719M	2	1	-9	-9	-1	49	4
NS22723A	1	2	1	1964	51	-1	1
NS22723A	2	2	5	1992	23	-1	8
NS22724B	1	1	8	1963	52	-1	1
NS22724B	2	2	9	1958	57	-1	1
NS22724B	3	1	9	1996	19	-1	8
NS22724B	4	2	2	1994	21	-1	8
NS22725C	1	1	11	1955	60	-1	1
NS22728F	1	2	-9	-9	-1	-9	1
NS22728F	2	1	-9	-9	-1	-9	8
NS22731S	1	2	7	1966	49	-1	1
NS22731S	2	1	4	1962	53	-1	1
NS22735X	1	2	-9	-9	-1	-9	1
NS22735X	2	1	-9	-9	-1	-9	1
NS22735X	3	1	-9	-9	-1	-9	8
NS22735X	4	1	-9	-9	-1	-9	8
NS22735X	5	2	-9	-9	-1	-9	13
NS22735X	6	1	-9	-9	-1	-9	8
NS22737Z	1	1	11	1954	61	-1	1
NS22737Z	2	2	9	1954	61	-1	1
NS22737Z	3	1	1	1995	21	-1	8
NS22744Q	1	2	10	1969	46	-1	1
NS22744Q	2	1	10	1996	19	-1	8
NS22744Q	3	1	12	1993	22	-1	8
NS22744Q	4	1	7	1966	50	-1	1
NS22748V	1	2	11	1985	30	-1	8
NS22748V	2	2	7	1984	31	-1	8
NS22748V	3	2	8	1946	69	-1	1
NS22748V	4	1	10	1979	36	-1	8
NS22748V	5	2	-9	-9	-1	28	13
NS22748V	6	2	-9	-9	-1	4	15
NS22752H	1	2	2	1969	47	-1	1
NS22752H	2	2	-9	-9	-1	63	17
NS22760A	1	1	-9	-9	-1	57	1
NS22760A	2	2	3	1961	54	-1	1
NS22760A	3	1	9	1987	27	-1	8
NS22764E	1	2	11	2014	1	-1	4
NS22768J	1	2	1	1957	58	-1	1
NS22780P	1	2	3	1957	59	-1	1
NS22780P	2	1	7	1987	28	-1	8
NS22784T	1	2	3	1964	51	-1	1
NS22788Y	1	1	7	1959	56	-1	1
NS22788Y	2	2	6	1972	43	-1	1
NS22788Y	3	2	11	1989	26	-1	8
NS22788Y	4	1	2	1993	22	-1	8
NS22788Y	5	1	2	2000	15	-1	8
NS22790J	1	2	-9	-9	-1	-9	1
NS22790J	2	1	-9	-9	-1	-9	4
NS22790J	3	2	-9	-9	-1	-9	8
NS22792L	1	2	7	1997	18	-1	8
NS22793M	1	2	10	1957	58	-1	1
NS22794N	1	2	6	1961	54	-1	1
NS22794N	2	1	1	1952	63	-1	1
NS22794N	3	1	3	1989	26	-1	8
NS22803N	1	1	1	1990	25	-1	17
NS22807S	1	1	10	1999	16	-1	23
NS22807S	2	2	8	1949	66	-1	1
NS22808T	1	2	-9	-9	-1	28	17
NS22808T	2	1	-9	-9	-1	31	17
NS22809V	1	2	10	1989	25	-1	17
NS22809V	2	2	5	1990	25	-1	6
NS22809V	3	2	3	1991	24	-1	6
NS22813H	1	1	10	1961	54	-1	4
NS22813H	2	2	9	1964	51	-1	1
NS22813H	3	1	10	1997	18	-1	9
NS22813H	4	1	2	2006	10	-1	9
NS22818N	1	2	3	1957	58	-1	1
NS22839D	1	2	-9	-9	-1	52	1
NS22839D	2	1	-9	-9	-1	57	1
NS22839D	3	1	-9	-9	-1	34	8
NS22841P	1	2	4	1969	47	-1	1
NS22841P	2	1	11	1999	16	-1	8
NS22841P	3	2	5	1994	21	-1	8
NS22856P	1	2	4	1960	56	-1	1
NS22856P	2	2	11	1985	30	-1	8
NS22856P	3	1	12	1960	55	-1	1
NS22858R	1	1	-9	-9	-1	31	17
NS22858R	2	2	-9	-9	-1	31	17
NS22860C	1	1	9	1988	26	-1	8
NS22861D	1	1	7	1963	52	-1	1
NS22861D	2	2	12	1963	52	-1	1
NS22861D	3	1	12	1985	30	-1	8
NS22864G	1	1	11	1998	17	-1	8
NS22867K	1	1	6	1963	52	-1	1
NS22867K	2	2	12	1967	47	-1	1
NS22867K	3	1	5	1992	23	-1	8
NS22867K	4	1	11	1993	22	-1	8
NS22867K	5	1	11	1995	20	-1	8
NS22867K	6	1	-9	-9	-1	16	8
NS22867K	7	2	-9	-9	-1	13	8
NS22867K	8	1	-9	-9	-1	12	8
NS22880R	1	2	4	1944	71	-1	5
NS22880R	2	2	10	1990	25	-1	13
NS22880R	3	1	8	1995	20	-1	13
NS22888A	1	1	1	1992	24	-1	8
NS22895R	1	2	-9	-9	-1	-9	1
NS22895R	2	2	-9	-9	-1	-9	8
NS22899W	1	2	9	1995	20	-1	12
NS22902P	1	2	3	1968	47	-1	1
NS22902P	2	1	2	1965	50	-1	1
NS22902P	3	1	-9	-9	-1	28	8
NS22902P	4	1	-9	-9	-1	20	8
NS22902P	5	1	-9	-9	-1	14	8
NS22903Q	1	2	-9	-9	-1	63	1
NS22903Q	2	2	-9	-9	-1	21	8
NS22903Q	3	1	-9	-9	-1	58	1
NS22905S	1	2	12	1955	59	-1	1
NS22905S	2	1	10	1955	60	-1	1
NS22905S	3	2	10	1989	26	-1	8
NS22905S	4	1	-9	-9	-1	-8	23
NS22906T	1	2	5	1985	31	-1	8
NS22906T	2	1	-9	-9	-1	36	17
NS22907V	1	2	-9	-9	-1	-8	5
NS22907V	2	1	-9	-9	-1	-8	5
NS22912J	1	2	4	1964	51	-1	1
NS22912J	2	1	11	1962	53	-1	1
NS22920B	1	2	10	1965	50	-1	1
NS22920B	2	2	5	1989	26	-1	17
NS22925G	1	2	-9	-9	-1	50	1
NS22925G	2	1	-9	-9	-1	59	1
NS22925G	3	1	-9	-9	-1	31	8
NS22925G	4	1	-9	-9	-1	27	8
NS22925G	5	2	-9	-9	-1	22	8
NS22929L	1	1	7	1986	29	-1	17
NS22936C	1	2	-9	-9	-1	53	1
NS22936C	2	1	-9	-9	-1	55	1
NS22936C	3	2	-9	-9	-1	18	8
NS22939F	1	2	-9	-9	-1	22	17
NS22939F	2	2	-9	-9	-1	22	17
NS22945W	1	1	6	1981	34	-1	8
NS22955Q	1	2	-9	-9	-1	-9	1
NS22955Q	2	1	-9	-9	-1	-9	8
NS22955Q	3	2	-9	-9	-1	-9	8
NS22955Q	4	2	-9	-9	-1	-9	8
NS22959V	1	1	-9	-9	-1	-8	1
NS22959V	2	2	-9	-9	-1	-8	1
NS22959V	3	1	-9	-9	-1	24	8
NS22959V	4	1	-9	-9	-1	22	8
NS22959V	5	1	-9	-9	-1	16	8
NS22959V	6	1	-9	-9	-1	15	8
NS22959V	7	-9	-9	-9	-1	2	-8
NS22959V	8	-9	-9	-9	-1	2	-8
NS22959V	9	-8	-9	-9	-1	1	-8
NS22960E	1	2	9	1962	53	-1	1
NS22961F	1	2	2	1951	65	-1	1
NS22961F	2	2	3	1923	93	-1	14
NS22964J	1	2	-9	-9	-1	21	8
NS22964J	2	1	-9	-9	-1	-9	23
NS22970Z	1	2	1	1993	23	-1	8
NS22970Z	2	1	1	1965	51	-1	1
NS22970Z	3	2	2	1968	48	-1	1
NS22973C	1	1	-9	-9	-1	50	1
NS22973C	2	2	-9	-9	-1	47	1
NS22973C	3	2	10	1997	18	-1	8
NS22973C	4	1	5	1985	30	-1	8
NS22973C	5	2	-9	-9	-1	24	13
NS22973C	6	1	-9	-9	-1	2	23
NS22977G	1	1	-9	-9	-1	-8	1
NS22977G	2	2	-9	-9	-1	-8	1
NS22977G	3	2	-9	-9	-1	24	8
NS22977G	4	1	-9	-9	-1	23	8
NS22977G	5	2	-9	-9	-1	22	8
NS22977G	6	1	-9	-9	-1	15	8
NS22977G	7	1	-9	-9	-1	8	8
NS22984Y	1	1	2	1991	24	-1	8
NS22984Y	2	2	-9	-9	-1	60	1
NS22984Y	3	1	12	1952	63	-1	1
NS22988C	1	1	5	1955	60	-1	1
NS22988C	2	2	4	1964	51	-1	1
NS22988C	3	1	11	1992	23	-1	8
NS22988C	4	2	8	1994	21	-1	8
NS22990N	1	2	8	1967	48	-1	1
NS22990N	2	1	1	1965	50	-1	1
NS22991P	1	1	9	1989	26	-1	18
NS22991P	2	2	7	1993	22	-1	17
NS23003R	1	2	9	1991	24	-1	17
NS23016P	1	-9	-9	-9	-1	-9	-9
NS23016P	2	-9	-9	-9	-1	-9	-9
NS23016P	3	-9	-9	-9	-1	-9	-9
NS23016P	4	-9	-9	-9	-1	-9	-9
NS23016P	5	-9	-9	-9	-1	-9	-9
NS23016P	6	-9	-9	-9	-1	-9	-9
NS23019S	1	1	-9	-9	-1	-9	8
NS23034B	1	2	1	1959	56	-1	1
NS23034B	2	1	10	1957	58	-1	1
NS23037E	1	1	10	1962	53	-1	1
NS23037E	2	2	12	1960	55	-1	1
NS23037E	3	1	9	1986	29	-1	8
NS23037E	4	1	11	1987	28	-1	8
NS23039G	1	2	-9	-9	-1	33	17
NS23040R	1	2	-9	-9	-1	60	1
NS23040R	2	1	-9	-9	-1	62	1
NS23040R	3	1	-9	-9	-1	34	8
NS23049B	1	1	-9	-9	-1	-9	-9
NS23049B	2	2	-9	-9	-1	-9	-9
NS23067N	1	2	8	1961	54	-1	1
NS23067N	2	1	4	1959	57	-1	1
NS23067N	3	1	5	1993	23	-1	8
NS23074E	1	2	-9	-9	-1	63	1
NS23074E	2	1	-9	-9	-1	26	8
NS23075F	1	2	-9	-9	-1	53	1
NS23075F	2	1	-9	-9	-1	52	1
NS23075F	3	2	1	2005	10	-1	12
NS23079K	1	2	-9	-9	-1	-9	1
NS23079K	2	1	-9	-9	-1	-9	1
NS23083Y	1	1	7	1985	30	-1	17
NS23088D	1	1	-9	-9	-1	-8	1
NS23088D	2	2	-9	-9	-1	-8	1
NS23088D	3	2	-9	-9	-1	19	8
NS23088D	4	2	-9	-9	-1	12	8
NS23088D	5	1	-9	-9	-1	10	8
NS23088D	6	2	-9	-9	-1	8	8
NS23090P	1	2	-9	-9	-1	-8	17
NS23091Q	1	2	9	1955	60	-1	1
NS23096W	1	2	10	1989	26	-1	17
NS23096W	2	1	9	1989	26	-1	17
NS23099Z	1	1	-9	-9	-1	60	1
NS23099Z	2	2	-9	-9	-1	60	1
NS23101R	1	2	4	1961	54	-1	1
NS23101R	2	2	-9	-9	-1	24	8
NS23103T	1	1	-9	-9	-1	50	1
NS23103T	2	2	-9	-9	-1	51	1
NS23105W	1	2	-9	-9	-1	31	19
NS23116R	1	2	1	1964	51	-1	1
NS23116R	2	1	9	1961	54	-1	1
NS23116R	3	2	11	1994	21	-1	8
NS23125K	1	1	6	1963	52	-1	1
NS23125K	2	2	8	1966	49	-1	1
NS23125K	3	1	7	1993	22	-1	13
NS23126L	1	1	8	1988	27	-1	8
NS23129P	1	2	4	1969	47	-1	1
NS23129P	2	1	1	1968	48	-1	1
NS23129P	3	1	2	2003	13	-1	8
NS23129P	4	1	1	2004	12	-1	8
NS23129P	5	1	2	2006	10	-1	8
NS23129P	6	1	7	2009	6	-1	8
NS23130Z	1	2	-9	-9	-1	25	17
NS23130Z	2	2	-9	-9	-1	24	17
NS23130Z	3	2	-9	-9	-1	24	17
NS23134D	1	2	10	1971	44	-1	1
NS23134D	2	1	5	1967	49	-1	4
NS23134D	3	1	4	1992	24	-1	8
NS23150N	1	2	5	1965	51	-1	1
NS23150N	2	1	11	2011	4	-1	15
NS23156V	1	2	11	1964	51	-1	1
NS23156V	2	1	12	1964	51	-1	1
NS23156V	3	1	7	1992	23	-1	8
NS23157W	1	2	2	1990	25	-1	17
