NSID	W8HHMID	W8DCHSEX	W8HHMDOBM	W8HHMDOBY	W8DHHMAGE	W8RAGE	W8RELTOKEY
NS15507N	2	2	-9	-9	-1	29	19
NS15515F	1	2	-9	-9	-1	26	17
NS15515F	2	2	-9	-9	-1	30	17
NS15518J	1	1	4	1964	52	-1	1
NS15518J	2	2	-9	-9	-1	48	1
NS15518J	3	1	-9	-9	-1	20	8
NS15518J	4	1	-9	-9	-1	17	8
NS15522X	1	1	-9	-9	-1	-9	1
NS15522X	2	2	-9	-9	-1	-9	1
NS15522X	3	2	-9	-9	-1	-9	14
NS15524Z	1	2	-9	-9	-1	26	17
NS15549T	1	1	-9	-9	-1	41	8
NS15549T	2	2	-9	-9	-1	41	13
NS15549T	3	1	-9	-9	-1	17	15
NS15549T	4	1	-9	-9	-1	13	15
NS15549T	5	2	-9	-9	-1	9	15
NS15551E	1	1	8	1963	52	-1	1
NS15551E	2	2	3	1960	56	-1	1
NS15551E	3	1	9	1993	22	-1	8
NS15553G	1	2	12	1993	22	-1	8
NS15553G	2	2	11	1967	48	-1	1
NS15553G	3	1	6	1960	55	-1	4
NS15555J	1	2	-9	-9	-1	35	17
NS15555J	2	2	-9	-9	-1	22	17
NS15559N	1	1	1	1998	17	-1	8
NS15559N	2	2	1	2002	13	-1	8
NS15559N	3	2	4	1997	18	-1	8
NS15560Y	1	2	-9	-9	-1	24	17
NS15571T	1	2	9	1992	23	-1	8
NS15571T	2	1	8	1979	36	-1	13
NS15571T	3	1	4	2011	4	-1	15
NS15571T	4	2	3	2015	0	-1	15
NS15572V	1	2	-9	-9	-1	-9	1
NS15572V	2	1	-9	-9	-1	-9	1
NS15573W	1	2	-9	-9	-1	50	1
NS15576Z	1	1	-9	-9	-1	25	17
NS15576Z	2	2	-9	-9	-1	26	17
NS15576Z	3	1	-9	-9	-1	24	17
NS15578B	1	1	8	1986	29	-1	23
NS15583Q	1	2	1	1987	28	-1	23
NS15583Q	2	2	-9	-9	-1	49	1
NS15583Q	3	1	-9	-9	-1	50	1
NS15588W	1	1	10	1990	25	-1	8
NS15588W	2	2	1	1967	49	-1	1
NS15597P	1	1	10	2004	11	-1	8
NS15597P	2	1	12	2015	0	-1	15
NS15605N	1	1	11	1970	45	-1	1
NS15605N	2	2	2	1969	47	-1	1
NS15605N	3	1	12	1994	21	-1	8
NS15622Z	1	2	6	1961	54	-1	1
NS15622Z	2	2	1	1996	19	-1	8
NS15622Z	3	1	6	1956	59	-1	1
NS15625C	1	2	7	1959	56	-1	1
NS15625C	2	1	9	1961	54	-1	1
NS15627E	1	2	-9	-9	-1	-8	1
NS15627E	2	1	-9	-9	-1	-8	1
NS15627E	3	1	7	1990	25	-1	8
NS15627E	4	2	2	1992	23	-1	8
NS15628F	1	2	-9	-9	-1	-9	5
NS15628F	2	1	-9	-9	-1	-9	5
NS15628F	3	1	-9	-9	-1	-9	13
NS15628F	4	1	-9	-9	-1	-9	13
NS15629G	1	2	9	1967	48	-1	1
NS15629G	2	1	2	1999	17	-1	8
NS15629G	3	1	9	2000	15	-1	8
NS15650F	1	1	5	1958	57	-1	1
NS15650F	2	2	7	1994	21	-1	8
NS15650F	3	2	7	1961	54	-1	1
NS15667H	1	2	11	1968	47	-1	1
NS15667H	2	1	9	1964	51	-1	1
NS15667H	3	2	9	1996	19	-1	8
NS15671W	1	2	5	1964	51	-1	1
NS15671W	2	2	-9	-9	-1	24	8
NS15671W	3	1	-9	-9	-1	13	10
NS15695P	1	1	2	1952	63	-1	1
NS15695P	2	2	1	1956	60	-1	1
NS15695P	3	2	4	1999	16	-1	8
NS15695P	4	1	11	2000	15	-1	8
NS15707S	1	2	12	1989	26	-1	8
NS15707S	2	2	7	1998	17	-1	9
NS15707S	3	2	11	2015	0	-1	15
NS15707S	4	2	3	1966	49	-1	1
NS15710E	1	2	9	1964	51	-1	1
NS15722B	1	1	1	1986	30	-1	8
NS15722B	2	2	-9	-9	-1	31	8
NS15722B	3	2	10	1959	56	-1	1
NS15722B	4	1	1	1959	57	-1	1
NS15732W	1	2	6	1955	60	-1	1
NS15732W	2	1	9	1961	54	-1	4
NS15733X	1	1	11	1987	28	-1	8
NS15733X	2	2	7	1958	57	-1	1
NS15733X	3	1	3	1963	52	-1	23
NS15737B	1	1	-9	-9	-1	27	17
NS15742Q	1	1	12	1950	64	-1	1
NS15742Q	2	2	9	1957	57	-1	1
NS15745T	1	1	12	1962	52	-1	1
NS15745T	2	2	4	1966	49	-1	1
NS15746V	1	1	-9	-9	-1	-9	1
NS15746V	2	2	-9	-9	-1	-9	4
NS15746V	3	1	-9	-9	-1	-9	8
NS15746V	4	1	-9	-9	-1	-9	8
NS15750H	1	1	-9	-9	-1	58	5
NS15750H	2	2	-9	-9	-1	50	5
NS15750H	3	1	-9	-9	-1	27	13
NS15750H	4	2	-9	-9	-1	26	13
NS15750H	5	2	-9	-9	-1	24	13
NS15750H	6	1	-9	-9	-1	23	13
NS15754M	1	2	1	1963	52	-1	1
NS15754M	2	1	8	1960	55	-1	4
NS15754M	3	1	7	1995	20	-1	9
NS15757Q	1	2	5	1959	57	-1	1
NS15757Q	2	2	7	1998	17	-1	8
NS15757Q	3	1	3	1993	23	-1	8
NS15759S	1	2	-9	-9	-1	50	1
NS15759S	2	1	-9	-9	-1	74	1
NS15760C	1	1	3	1988	27	-1	17
NS15760C	2	2	-9	-9	-1	28	17
NS15760C	3	1	12	1990	25	-1	17
NS15762E	1	1	5	1958	57	-1	1
NS15762E	2	2	11	1959	56	-1	1
NS15762E	3	2	10	1987	28	-1	8
NS15762E	4	1	12	1996	19	-1	8
NS15768L	1	1	-9	-9	-1	-9	1
NS15768L	2	2	-9	-9	-1	-9	1
NS15768L	3	2	-9	-9	-1	-9	8
NS15774B	1	2	4	1964	52	-1	1
NS15774B	2	2	3	1992	24	-1	8
NS15779G	1	2	8	1960	55	-1	1
NS15786Y	1	2	7	1952	63	-1	1
NS15794Q	1	2	4	1959	56	-1	2
NS15794Q	2	1	5	1956	59	-1	2
NS15795R	1	2	8	1969	47	-1	1
NS15795R	2	1	5	1965	51	-1	1
NS15799W	1	2	8	1956	59	-1	1
NS15799W	2	1	7	1985	30	-1	8
NS15803Q	1	2	12	1994	20	-1	8
NS15803Q	2	1	4	1993	22	-1	8
NS15803Q	3	1	4	1992	23	-1	8
NS15803Q	4	1	12	1986	28	-1	8
NS15803Q	5	2	1	1956	59	-1	1
NS15805S	1	1	9	1992	23	-1	8
NS15813K	1	2	6	1955	60	-1	1
NS15813K	2	1	12	1950	65	-1	1
NS15813K	3	1	6	1988	27	-1	15
NS15813K	4	1	12	1990	25	-1	15
NS15815M	1	1	-9	-9	-1	-8	8
NS15815M	2	2	-9	-9	-1	-8	8
NS15815M	3	1	-9	-9	-1	53	1
NS15815M	4	2	-9	-9	-1	29	4
NS15817P	1	1	3	1948	67	-1	1
NS15817P	2	2	5	1988	27	-1	8
NS15817P	3	1	-9	-9	-1	29	23
NS15817P	4	2	-9	-9	-1	9	23
NS15817P	5	2	-9	-9	-1	1	23
NS15821C	1	1	3	1991	24	-1	15
NS15825G	1	2	5	1957	58	-1	1
NS15825G	2	1	12	1960	55	-1	1
NS15827J	1	1	-9	-9	-1	29	13
NS15827J	2	2	-9	-9	-1	50	1
NS15827J	3	1	-9	-9	-1	65	1
NS15837D	1	2	12	1969	46	-1	1
NS15837D	2	1	5	1972	43	-1	4
NS15842S	1	2	5	1990	25	-1	15
NS15845W	1	2	1	1991	25	-1	17
NS15845W	2	2	7	1990	25	-1	17
NS15849A	1	2	3	1968	47	-1	1
NS15849A	2	1	3	1968	47	-1	4
NS15849A	3	2	1	1992	23	-1	8
NS15851L	1	2	6	1962	53	-1	1
NS15851L	2	1	3	1954	62	-1	1
NS15856R	1	2	-9	-9	-1	19	8
NS15856R	2	1	-9	-9	-1	16	8
NS15856R	3	1	9	1991	24	-1	8
NS15856R	4	2	-9	-9	-1	56	1
NS15857S	1	2	7	1992	23	-1	17
NS15857S	2	2	10	1991	24	-1	17
NS15858T	1	2	9	1959	55	-1	1
NS15858T	2	1	7	1958	57	-1	1
NS15858T	3	1	9	1986	28	-1	8
NS15861F	1	2	8	1959	56	-1	1
NS15861F	2	1	10	1959	56	-1	1
NS15861F	3	1	4	1993	22	-1	8
NS15862G	1	2	-9	-9	-1	-9	1
NS15862G	2	1	-9	-9	-1	-9	1
NS15862G	3	1	-9	-9	-1	-9	8
NS15862G	4	1	-9	-9	-1	-9	15
NS15862G	5	2	-9	-9	-1	-9	17
NS15864J	1	1	-9	-9	-1	-8	17
NS15866L	1	1	-9	-9	-1	-9	-9
NS15866L	2	-9	-9	-9	-1	-9	-9
NS15866L	3	-9	-9	-9	-1	-9	-9
NS15866L	4	-9	-9	-9	-1	-9	-9
NS15868N	1	2	5	1959	57	-1	1
NS15868N	2	2	6	1992	23	-1	8
NS15870Z	1	1	-9	-9	-1	-9	1
NS15870Z	2	2	-9	-9	-1	-9	1
NS15870Z	3	2	-9	-9	-1	-9	8
NS15878H	1	2	7	1956	59	-1	1
NS15878H	2	2	-9	-9	-1	33	8
NS15878H	3	2	-9	-9	-1	31	8
NS15878H	4	2	-9	-9	-1	30	8
NS15878H	5	1	7	1985	30	-1	8
NS15878H	6	2	2	1993	22	-1	8
NS15878H	7	2	-9	-9	-1	3	15
NS15878H	8	2	-9	-9	-1	1	15
NS15882W	1	1	5	1957	58	-1	1
NS15882W	2	2	1	1964	51	-1	1
NS15882W	3	2	6	1996	19	-1	8
NS15882W	4	1	8	1998	17	-1	8
NS15887B	1	1	-9	-9	-1	-9	1
NS15887B	2	2	-9	-9	-1	-9	1
NS15887B	3	1	-9	-9	-1	-9	8
NS15888C	1	2	9	1958	57	-1	1
NS15888C	2	1	1	1955	61	-1	1
NS15888C	3	1	10	1991	24	-1	8
NS15897W	1	1	6	1965	50	-1	1
NS15897W	2	2	4	1966	50	-1	1
NS15897W	3	1	3	2004	12	-1	10
NS15902R	1	2	-9	-9	-1	45	1
NS15917R	1	2	-9	-9	-1	47	1
NS15917R	2	1	-9	-9	-1	51	1
NS15917R	3	1	-9	-9	-1	13	8
NS15922F	1	1	5	1982	33	-1	23
NS15923G	1	2	3	1969	47	-1	1
NS15923G	2	1	7	1960	55	-1	1
NS15925J	1	1	5	1958	57	-1	1
NS15925J	2	2	3	1959	57	-1	1
NS15925J	3	1	7	1990	25	-1	8
NS15926K	1	1	3	1933	83	-1	1
NS15926K	2	2	8	1966	49	-1	2
NS15926K	3	1	9	1998	17	-1	8
NS15944X	1	2	-9	-9	-1	63	1
NS15944X	2	1	-9	-9	-1	88	1
NS15945Y	1	1	-9	-9	-1	30	19
NS15950M	1	2	5	1959	56	-1	1
NS15950M	2	2	7	1991	24	-1	8
NS15961H	1	1	-9	-9	-1	-9	1
NS15961H	2	2	-9	-9	-1	-9	1
NS15961H	3	2	-9	-9	-1	-9	8
NS15961H	4	2	-9	-9	-1	-9	8
NS15961H	5	2	-9	-9	-1	-9	8
NS15965M	1	1	3	1965	50	-1	4
NS15965M	2	2	3	1962	53	-1	1
NS15966N	1	2	5	2009	6	-1	4
NS15968Q	1	1	-9	-9	-1	27	17
NS15969R	1	2	7	1962	53	-1	1
NS15969R	2	1	5	1962	53	-1	1
NS15969R	3	1	8	1925	90	-1	14
NS15969R	4	2	5	1929	86	-1	14
NS15973E	1	2	1	1967	49	-1	1
NS15973E	2	2	11	1987	28	-1	8
NS15973E	3	2	3	1989	27	-1	8
NS15973E	4	2	8	1992	23	-1	8
NS15973E	5	2	4	1996	20	-1	8
NS15973E	6	2	8	1997	18	-1	8
NS15977J	1	2	7	1965	50	-1	1
NS15977J	2	1	2	1964	51	-1	1
NS15978K	1	1	9	1948	67	-1	2
NS15978K	2	2	2	1951	64	-1	1
NS15981X	1	1	11	1955	60	-1	1
NS15981X	2	2	11	1965	50	-1	1
NS15981X	3	1	11	1996	19	-1	8
NS15984A	1	2	1	1960	56	-1	1
NS15984A	2	1	-9	-9	-1	61	1
NS15986C	1	1	-9	-9	-1	62	1
NS15986C	2	2	-9	-9	-1	59	1
NS15986C	3	1	-9	-9	-1	26	8
NS15988E	1	2	2	1969	46	-1	1
NS15988E	2	1	-9	-9	-1	60	4
NS15988E	3	-1	-1	-1	-1	-1	-1
NS15988E	4	-1	-1	-1	-1	-1	-1
NS15990Q	1	2	11	1962	53	-1	1
NS15996X	1	2	2	1961	55	-1	1
NS15996X	2	1	-9	-9	-1	38	4
NS15996X	3	1	8	2007	8	-1	9
NS15997Y	1	1	1	1962	54	-1	1
NS15997Y	2	2	11	1964	51	-1	1
NS15997Y	3	2	1	1986	30	-1	8
NS16000Q	1	2	7	1951	64	-1	2
NS16000Q	2	1	5	1951	64	-1	2
NS16001R	1	2	9	1986	29	-1	8
NS16001R	2	2	4	1962	53	-1	1
NS16001R	3	1	4	1993	22	-1	8
NS16002S	1	2	6	1959	56	-1	1
NS16002S	2	1	1	1958	57	-1	1
NS16010K	1	2	-9	-9	-1	-9	17
NS16010K	2	2	-9	-9	-1	-9	17
NS16010K	3	2	-9	-9	-1	-9	17
NS16018T	1	2	12	1953	62	-1	1
NS16018T	2	1	-9	-9	-1	60	4
NS16018T	3	1	6	1986	29	-1	8
NS16021F	1	1	4	1961	55	-1	1
NS16021F	2	2	12	1956	59	-1	1
NS16021F	3	2	5	1997	18	-1	8
NS16032B	1	1	-9	-9	-1	-9	1
NS16032B	2	2	-9	-9	-1	-9	1
NS16032B	3	1	-9	-9	-1	-9	19
NS16045Z	1	1	-9	-9	-1	-9	1
NS16045Z	2	2	-9	-9	-1	-9	1
NS16045Z	3	2	-9	-9	-1	-9	8
NS16045Z	4	-9	-9	-9	-1	-9	-9
NS16045Z	5	-9	-9	-9	-1	-9	-9
NS16045Z	6	-9	-9	-9	-1	-9	-9
NS16045Z	7	2	-9	-9	-1	-9	-9
NS16045Z	8	-9	-9	-9	-1	-9	-9
NS16045Z	9	-9	-9	-9	-1	-9	-9
NS16045Z	10	-9	-9	-9	-1	-9	-9
NS16046A	1	2	7	1990	25	-1	17
NS16050N	1	1	-9	-9	-1	56	18
NS16050N	2	2	-9	-9	-1	56	18
NS16051P	1	1	-9	-9	-1	62	1
NS16051P	2	2	-9	-9	-1	58	1
NS16051P	3	2	-9	-9	-1	18	8
NS16056V	1	2	-9	-9	-1	47	1
NS16059Y	1	1	-9	-9	-1	-8	23
NS16059Y	2	2	-9	-9	-1	-8	23
NS16072E	1	2	1	1964	51	-1	1
NS16072E	2	1	10	1962	53	-1	1
NS16072E	3	2	11	1994	21	-1	8
NS16072E	4	2	10	2001	14	-1	8
NS16073F	1	2	8	1971	44	-1	1
NS16083A	1	2	-9	-9	-1	-9	1
NS16083A	2	1	-9	-9	-1	-9	1
NS16089G	1	1	3	1956	59	-1	1
NS16089G	2	2	8	1962	53	-1	1
NS16089G	3	1	12	1988	27	-1	8
NS16089G	4	1	5	1991	24	-1	8
NS16091S	1	2	3	1997	18	-1	23
NS16095X	1	2	-9	-9	-1	50	1
NS16097Z	1	2	-9	-9	-1	58	1
NS16097Z	2	1	-9	-9	-1	59	1
NS16097Z	3	2	-9	-9	-1	24	8
NS16097Z	4	2	-9	-9	-1	28	8
NS16097Z	5	1	-9	-9	-1	-8	23
NS16100S	1	1	-9	-9	-1	24	17
NS16112P	1	1	8	1954	61	-1	1
NS16112P	2	2	7	1959	56	-1	1
NS16112P	3	1	2	1991	25	-1	8
NS16118W	1	1	5	1956	60	-1	1
NS16118W	2	2	11	1962	53	-1	1
NS16118W	3	1	12	1992	23	-1	8
NS16120G	1	2	3	1963	52	-1	1
NS16120G	2	1	10	1959	55	-1	1
NS16120G	3	2	12	1993	21	-1	8
NS16121H	1	1	-9	-9	-1	-9	2
NS16121H	2	2	-9	-9	-1	-9	2
NS16124L	1	1	10	1960	55	-1	1
NS16124L	2	2	12	1960	55	-1	1
NS16124L	3	1	2	1983	33	-1	8
NS16124L	4	1	11	1987	28	-1	8
NS16124L	5	1	2	2015	1	-1	15
NS16124L	6	2	3	2016	0	-1	15
NS16124L	7	2	12	1993	22	-1	16
NS16128Q	1	2	3	1968	47	-1	1
NS16128Q	2	1	5	1948	67	-1	4
NS16131C	1	2	6	1957	58	-1	1
NS16134F	1	2	-9	-9	-1	-8	23
NS16134F	2	1	-9	-9	-1	-8	23
NS16134F	3	2	12	1987	28	-1	23
NS16134F	4	1	-9	-9	-1	-8	23
NS16134F	5	2	4	2007	8	-1	22
NS16134F	6	2	6	1990	25	-1	23
NS16142Y	1	1	-9	-9	-1	-9	1
NS16142Y	2	2	-9	-9	-1	-9	1
NS16142Y	3	1	-9	-9	-1	-9	8
NS16142Y	4	2	-9	-9	-1	-9	13
NS16142Y	5	2	-9	-9	-1	-9	8
NS16142Y	6	2	-9	-9	-1	-9	8
NS16142Y	7	2	-9	-9	-1	-9	15
NS16147D	1	1	9	1957	58	-1	1
NS16147D	2	1	6	1961	55	-1	1
NS16147D	3	1	4	1996	20	-1	8
NS16150Q	1	2	1	1965	50	-1	1
NS16150Q	2	1	2	1965	50	-1	1
NS16159A	1	2	3	1957	58	-1	1
NS16159A	2	1	12	1954	61	-1	1
NS16164P	1	1	-9	-9	-1	-8	4
NS16164P	2	2	-9	-9	-1	55	1
NS16166R	1	1	1	1961	55	-1	1
NS16166R	2	2	1	1962	54	-1	1
NS16166R	3	1	10	1999	16	-1	8
NS16168T	1	1	-9	-9	-1	-9	17
NS16168T	2	1	-9	-9	-1	-9	17
NS16172G	1	1	-9	-9	-1	-8	1
NS16174J	1	2	-9	-9	-1	-9	1
NS16174J	2	1	-9	-9	-1	-9	4
NS16183C	1	2	-9	-9	-1	-9	1
NS16183C	2	1	-9	-9	-1	-9	8
NS16183C	3	2	-9	-9	-1	-9	8
NS16183C	4	1	-9	-9	-1	-9	8
NS16183C	5	2	-9	-9	-1	-9	8
NS16186F	1	2	9	1964	51	-1	1
NS16186F	2	2	1	1995	21	-1	9
NS16192W	1	2	2	1959	56	-1	1
NS16192W	2	1	8	1958	57	-1	1
NS16192W	3	2	11	1993	22	-1	8
NS16193X	1	2	6	1965	50	-1	1
NS16193X	2	1	1	1961	55	-1	1
NS16193X	3	1	8	1992	23	-1	8
NS16193X	4	2	9	2002	13	-1	8
NS16195Z	1	1	3	1958	57	-1	1
NS16195Z	2	2	2	1961	54	-1	1
NS16196A	1	2	-9	-9	-1	52	1
NS16196A	2	1	-9	-9	-1	56	1
NS16196A	3	1	-9	-9	-1	24	8
NS16196A	4	1	-9	-9	-1	21	8
NS16196A	5	2	-9	-9	-1	19	17
NS16203Y	1	2	-9	-9	-1	-9	8
NS16203Y	2	2	-9	-9	-1	-9	1
NS16206B	1	2	7	1986	29	-1	8
NS16206B	2	1	1	1945	70	-1	1
NS16206B	3	2	5	1950	65	-1	1
NS16207C	1	1	12	1991	23	-1	17
NS16207C	2	1	8	1990	25	-1	17
NS16207C	3	2	10	1992	23	-1	17
NS16210P	1	2	6	1990	25	-1	17
NS16217X	1	2	5	1948	67	-1	5
NS16217X	2	1	1	1992	23	-1	13
NS16232F	1	1	6	1984	31	-1	8
NS16234H	1	2	-9	-9	-1	24	17
NS16234H	2	1	-9	-9	-1	24	17
NS16235J	1	1	5	1953	62	-1	1
NS16235J	2	2	8	1954	61	-1	1
NS16235J	3	2	3	1933	82	-1	14
NS16236K	1	2	6	1956	59	-1	1
NS16236K	2	2	8	1977	38	-1	8
NS16242A	1	1	1	1990	26	-1	17
NS16242A	2	1	9	1991	24	-1	17
NS16253W	1	2	8	1959	56	-1	1
NS16253W	2	1	10	1995	20	-1	8
NS16260M	1	2	10	1957	58	-1	1
NS16260M	2	2	9	1987	28	-1	8
NS16261N	1	2	1	1961	55	-1	1
NS16267V	1	1	-9	-9	-1	-9	-9
NS16267V	2	-9	-9	-9	-1	-9	-9
NS16267V	3	-9	-9	-9	-1	-9	-9
NS16267V	4	-9	-9	-9	-1	-9	-9
NS16267V	5	-9	-9	-9	-1	-9	-9
NS16267V	6	-9	-9	-9	-1	-9	-9
NS16270G	1	1	11	1947	68	-1	1
NS16270G	2	2	12	1965	50	-1	1
NS16276N	1	2	6	1963	52	-1	1
NS16276N	2	1	3	1964	51	-1	1
NS16276N	3	1	9	1982	33	-1	8
NS16276N	4	1	5	1988	27	-1	8
NS16276N	5	2	1	2004	12	-1	15
NS16276N	6	1	10	2010	5	-1	15
NS16276N	7	2	-9	-9	-1	32	13
NS16276N	8	2	9	2015	0	-1	15
NS16276N	9	1	10	2012	3	-1	15
NS16276N	10	2	-9	-9	-1	28	13
NS16277P	1	2	3	1953	62	-1	1
NS16277P	2	1	6	1952	63	-1	1
NS16277P	3	1	9	1973	41	-1	8
NS16277P	4	1	1	1985	30	-1	8
NS16281C	1	2	12	1958	57	-1	1
NS16281C	2	1	11	1962	53	-1	1
NS16287J	1	1	7	1959	56	-1	1
NS16287J	2	2	9	1951	64	-1	1
NS16287J	3	2	3	1988	28	-1	8
NS16288K	1	1	5	1964	51	-1	1
NS16288K	2	2	12	1965	50	-1	1
NS16288K	3	1	9	1988	27	-1	8
NS16288K	4	1	1	1993	23	-1	8
NS16288K	5	2	8	1996	19	-1	8
NS16291X	1	2	9	2006	9	-1	6
NS16291X	2	1	3	2009	7	-1	6
NS16301Y	1	2	-9	-9	-1	45	1
NS16301Y	2	1	-9	-9	-1	50	1
NS16301Y	3	1	4	1992	23	-1	8
NS16301Y	4	2	8	1988	27	-1	8
NS16301Y	5	1	-9	-9	-1	31	8
NS16308F	1	2	4	1956	60	-1	1
NS16312T	1	1	-9	-9	-1	-8	19
NS16312T	2	1	-9	-9	-1	-8	19
NS16315X	1	1	-9	-9	-1	29	17
NS16315X	2	1	-9	-9	-1	25	17
NS16321M	1	2	-9	-9	-1	50	1
NS16321M	2	2	-9	-9	-1	29	8
NS16322N	1	2	-9	-9	-1	45	1
NS16326S	1	2	11	1959	55	-1	1
NS16326S	2	1	10	1994	20	-1	8
NS16327T	1	2	4	1962	53	-1	1
NS16327T	2	1	7	1963	52	-1	1
NS16328V	1	2	1	1964	52	-1	1
NS16328V	2	1	9	1961	54	-1	1
NS16328V	3	2	7	1991	24	-1	8
NS16328V	4	2	5	1994	21	-1	8
NS16335L	1	1	-9	-9	-1	-8	8
NS16335L	2	1	-9	-9	-1	-8	14
NS16335L	3	1	-9	-9	-1	-8	1
NS16335L	4	1	-9	-9	-1	-8	1
NS16337N	1	2	2	1996	19	-1	8
NS16337N	2	2	5	1955	60	-1	1
NS16337N	3	1	2	1957	58	-1	1
NS16344E	1	2	1	1964	52	-1	1
NS16344E	2	2	1	1995	21	-1	8
NS16347H	1	2	8	1965	50	-1	1
NS16347H	2	1	5	1999	17	-1	8
NS16347H	3	1	-9	-9	-1	55	23
NS16354Z	1	2	-9	-9	-1	-9	1
NS16355A	1	1	2	1956	59	-1	1
NS16355A	2	2	1	1962	53	-1	1
NS16355A	3	1	7	1993	22	-1	8
NS16356B	1	2	10	1966	48	-1	1
NS16356B	2	2	5	1991	24	-1	8
NS16357C	1	2	-9	-9	-1	25	17
NS16369Z	1	1	5	1990	25	-1	17
NS16369Z	2	1	7	1990	25	-1	17
NS16369Z	3	1	4	1990	25	-1	17
NS16374N	1	1	-9	-9	-1	52	1
NS16377R	1	2	-9	-9	-1	-9	1
NS16377R	2	1	-9	-9	-1	-9	1
NS16382F	1	1	-9	-9	-1	-8	17
NS16382F	2	2	-9	-9	-1	-8	17
NS16382F	3	2	-9	-9	-1	-8	17
NS16382F	4	1	-9	-9	-1	-8	17
NS16382F	5	2	-9	-9	-1	-8	17
NS16387L	1	1	-9	-9	-1	28	17
NS16387L	2	2	-9	-9	-1	26	17
NS16389N	1	1	7	1989	26	-1	17
NS16395D	1	1	-9	-9	-1	60	1
NS16399H	1	2	-9	-9	-1	50	1
NS16399H	2	1	-9	-9	-1	27	8
NS16402B	1	2	8	1964	51	-1	1
NS16402B	2	1	3	1964	52	-1	4
NS16409J	1	1	11	1959	56	-1	1
NS16409J	2	2	11	1960	55	-1	1
NS16411V	1	1	10	1986	29	-1	8
NS16411V	2	2	-9	-9	-1	-8	1
NS16432K	1	1	-9	-9	-1	13	6
NS16432K	2	2	10	1990	25	-1	6
NS16434M	1	1	8	1991	24	-1	17
NS16435N	1	2	10	1960	55	-1	1
NS16435N	2	1	5	1959	56	-1	1
NS16441D	1	1	10	1965	50	-1	1
NS16441D	2	2	3	1966	49	-1	1
NS16441D	3	2	12	1987	28	-1	8
NS16441D	4	2	5	1992	23	-1	8
NS16441D	5	1	4	1994	21	-1	8
NS16441D	6	1	6	1995	20	-1	8
NS16444G	1	1	11	1963	52	-1	1
NS16444G	2	1	6	1997	18	-1	8
NS16450X	1	1	10	1965	50	-1	1
NS16450X	2	2	8	1966	49	-1	4
NS16450X	3	2	11	2006	9	-1	9
NS16450X	4	1	7	2011	4	-1	9
NS16455C	1	1	-9	-9	-1	-9	1
NS16455C	2	2	-9	-9	-1	-9	1
NS16456D	1	2	8	1964	51	-1	1
NS16456D	2	1	7	1958	57	-1	1
NS16456D	3	2	12	1987	28	-1	8
NS16456D	4	2	3	1998	17	-1	8
NS16458F	1	1	-9	-9	-1	24	17
NS16458F	2	2	-9	-9	-1	24	17
NS16458F	3	1	-9	-9	-1	24	17
NS16460R	1	2	9	1962	53	-1	1
NS16460R	2	1	12	1980	35	-1	23
NS16466Y	1	2	8	1990	25	-1	23
NS16466Y	2	2	5	1965	50	-1	23
NS16466Y	3	2	3	1993	22	-1	23
NS16469B	1	2	7	1964	51	-1	1
NS16469B	2	1	3	1988	27	-1	8
NS16469B	3	2	6	1990	25	-1	17
NS16473P	1	1	1	1961	54	-1	1
NS16473P	2	2	5	1970	45	-1	1
NS16473P	3	2	1	1996	19	-1	8
NS16473P	4	1	7	2003	12	-1	8
NS16474Q	1	2	6	1960	55	-1	1
NS16474Q	2	1	5	1958	57	-1	1
NS16474Q	3	2	3	1996	19	-1	8
NS16474Q	4	2	9	1992	23	-1	8
NS16476S	1	1	-9	-9	-1	50	1
NS16476S	2	2	-9	-9	-1	50	1
NS16476S	3	1	-9	-9	-1	21	8
NS16476S	4	2	-9	-9	-1	15	8
NS16478V	1	1	3	1999	16	-1	8
NS16478V	2	1	2	1994	21	-1	8
NS16478V	3	2	9	1969	45	-1	1
NS16478V	4	1	8	1965	49	-1	1
NS16479W	1	1	-9	-9	-1	57	15
NS16479W	2	2	-9	-9	-1	84	14
NS16481G	1	2	10	1956	59	-1	1
NS16481G	2	1	9	1945	70	-1	1
NS16485L	1	2	10	1963	52	-1	1
NS16486M	1	2	-9	-9	-1	-8	1
NS16486M	2	1	-9	-9	-1	-8	8
NS16493D	1	1	12	1958	57	-1	4
NS16493D	2	2	11	1959	56	-1	1
NS16497H	1	1	-9	-9	-1	53	1
NS16497H	2	2	-9	-9	-1	49	1
NS16497H	3	1	-9	-9	-1	23	8
NS16498J	1	1	-9	-9	-1	30	17
NS16498J	2	2	6	1990	25	-1	17
NS16498J	3	1	8	1981	34	-1	23
NS16498J	4	1	8	1987	28	-1	23
NS16500B	1	2	4	1952	63	-1	1
NS16500B	2	1	4	1959	56	-1	1
NS16501C	1	2	5	1959	56	-1	1
NS16501C	2	2	6	1940	75	-1	14
NS16501C	3	2	3	1993	22	-1	8
NS16507J	1	2	-9	-9	-1	62	1
NS16508K	1	2	3	1960	56	-1	18
NS16508K	2	1	-9	-9	-1	57	18
NS16508K	3	2	-9	-9	-1	22	22
NS16512Y	1	1	-9	-9	-1	59	5
NS16512Y	2	2	-9	-9	-1	59	5
NS16512Y	3	1	-9	-9	-1	20	13
NS16512Y	4	1	-9	-9	-1	26	13
NS16514A	1	2	-9	-9	-1	-9	1
NS16516C	1	2	5	1964	51	-1	1
