NSID	W8HISTID	W8HIST	W8WORKHRSP	W8STUDYHRSP	W8USUALP	W8SICKHRSP	W8HISTSTPM	W8HISTSTPY	W8DACTIVITYP
NS24195S	2	1	1	-1	-1	-1	9	2010	1
NS24195S	3	5	-1	1	2	-1	9	2008	6
NS24195S	4	5	-1	1	2	-1	9	2006	6
NS24197V	1	5	-1	1	3	-1	9	2008	6
NS24199X	1	1	1	-1	-1	-1	9	2008	1
NS24200N	1	1	1	-1	-1	-1	-9	-9	1
NS24201P	1	1	1	-1	-1	-1	8	2012	1
NS24201P	2	4	-1	-1	-1	-1	7	2012	5
NS24201P	3	5	-1	1	3	-1	10	2009	6
NS24202Q	1	1	1	-1	-1	-1	6	2007	1
NS24208X	1	4	-1	-1	-1	-1	-8	2011	5
NS24208X	2	7	-1	-1	-1	-1	10	2010	8
NS24208X	3	6	1	-1	-1	-1	2	2008	12
NS24211J	1	1	1	-1	-1	-1	10	2015	1
NS24211J	2	3	1	-1	-1	-1	3	2015	11
NS24211J	3	1	1	-1	-1	-1	8	2014	1
NS24211J	4	3	1	-1	-1	-1	6	2014	11
NS24211J	5	5	-1	1	3	-1	10	2010	6
NS24211J	6	1	1	-1	-1	-1	7	2008	1
NS24211J	7	5	-1	1	2	-1	9	2006	6
NS24213L	1	3	1	-1	-1	-1	2	2015	11
NS24213L	2	4	-1	-1	-1	-1	11	2014	5
NS24213L	3	1	1	-1	-1	-1	2	2014	1
NS24213L	4	4	-1	-1	-1	-1	9	2013	5
NS24213L	5	5	-1	1	3	-1	9	2012	6
NS24213L	6	4	-1	-1	-1	-1	7	2012	5
NS24213L	7	5	-1	1	3	-1	9	2009	6
NS24214M	1	5	-1	1	3	-1	9	2008	6
NS24215N	1	1	1	-1	-1	-1	5	2012	1
NS24215N	2	1	1	-1	-1	-1	4	2011	1
NS24215N	3	1	1	-1	-1	-1	11	2008	1
NS24221D	1	5	-1	1	3	-1	9	2008	6
NS24226J	1	1	1	-1	-1	-1	5	2013	1
NS24226J	2	1	1	-1	-1	-1	1	2009	1
NS24227K	1	9	-1	-1	-1	-1	4	2010	13
NS24231Y	1	5	-1	1	3	-1	10	2008	6
NS24234B	1	1	1	-1	-1	-1	7	2011	1
NS24234B	2	5	-1	1	3	-1	9	2008	6
NS24235C	1	4	-1	-1	-1	-1	7	2015	5
NS24235C	2	1	1	-1	-1	-1	3	2014	1
NS24235C	3	1	2	-1	-1	-1	7	2013	2
NS24235C	4	1	1	-1	-1	-1	3	2008	1
NS24238F	1	1	1	-1	-1	-1	6	2012	1
NS24238F	2	5	-1	1	3	-1	10	2009	6
NS24239G	1	5	-1	1	3	-1	9	2009	6
NS24241S	1	4	-1	-1	-1	-1	9	2009	5
NS24241S	2	5	-1	1	2	-1	9	2007	6
NS24241S	3	5	-1	1	1	-1	9	2003	6
NS24245X	1	1	1	-1	-1	-1	3	2010	1
NS24246Y	1	9	-1	-1	-1	-1	9	2009	13
NS24246Y	2	1	2	-1	-1	-1	8	2008	2
NS24246Y	3	1	2	-1	-1	-1	9	2006	2
NS24247Z	1	8	-1	-1	-1	2	1	2004	10
NS24252N	1	1	1	-1	-1	-1	6	2014	1
NS24252N	2	1	1	-1	-1	-1	5	2013	1
NS24252N	3	1	1	-1	-1	-1	8	2010	1
NS24252N	4	2	1	-1	-1	-1	-8	2007	3
NS24253P	1	5	-1	1	3	-1	9	2009	6
NS24254Q	1	1	1	-1	-1	-1	5	2014	1
NS24254Q	2	1	1	-1	-1	-1	9	2013	1
NS24254Q	3	1	1	-1	-1	-1	6	2012	1
NS24254Q	4	4	-1	-1	-1	-1	9	2011	5
NS24254Q	5	5	-1	1	3	-1	9	2008	6
NS24256S	1	1	2	-1	-1	-1	6	2008	2
NS24260F	1	4	-1	-1	-1	-1	7	2011	5
NS24260F	2	5	-1	1	3	-1	9	2008	6
NS24262H	1	1	1	-1	-1	-1	11	2008	1
NS24263J	1	1	1	-1	-1	-1	5	2007	1
NS24264K	1	1	1	-1	-1	-1	4	2012	1
NS24264K	2	1	1	-1	-1	-1	-9	-9	1
NS24270A	1	1	1	-1	-1	-1	9	2013	1
NS24270A	2	1	1	-1	-1	-1	5	2008	1
NS24272C	1	1	1	-1	-1	-1	9	2013	1
NS24272C	2	1	1	-1	-1	-1	4	2013	1
NS24272C	3	1	1	-1	-1	-1	8	2010	1
NS24272C	4	5	-1	1	3	-1	9	2008	6
NS24273D	1	1	2	-1	-1	-1	5	2015	2
NS24273D	2	3	2	-1	-1	-1	1	2015	11
NS24273D	3	1	1	-1	-1	-1	6	2013	1
NS24273D	4	4	-1	-1	-1	-1	1	2013	5
NS24273D	5	1	1	-1	-1	-1	7	2012	1
NS24273D	6	5	-1	1	3	-1	9	2009	6
NS24278J	1	1	2	-1	-1	-1	7	2015	2
NS24278J	2	4	-1	-1	-1	-1	2	2015	5
NS24278J	3	1	2	-1	-1	-1	4	2014	2
NS24278J	4	4	-1	-1	-1	-1	6	2013	5
NS24278J	5	1	2	-1	-1	-1	11	2012	2
NS24278J	6	1	2	-1	-1	-1	5	2012	2
NS24278J	7	4	-1	-1	-1	-1	11	2011	5
NS24278J	8	1	2	-1	-1	-1	9	2011	2
NS24278J	9	5	-1	1	2	-1	9	2010	6
NS24278J	10	1	2	-1	-1	-1	8	2009	2
NS24278J	11	1	2	-1	-1	-1	8	2008	2
NS24278J	12	5	-1	1	2	-1	9	2006	6
NS24280V	1	1	1	-1	-1	-1	6	2009	1
NS24280V	2	-8	-1	-1	-1	-1	2	2009	-8
NS24280V	3	5	-1	1	1	-1	9	1995	6
NS24285A	1	5	-1	1	3	-1	9	2009	6
NS24286B	1	1	2	-1	-1	-1	9	2010	2
NS24286B	2	5	-1	1	3	-1	9	2009	6
NS24289E	1	2	1	-1	-1	-1	7	2013	3
NS24289E	2	5	-1	1	3	-1	9	2009	6
NS24291Q	1	2	1	-1	-1	-1	8	2010	3
NS24291Q	2	1	1	-1	-1	-1	9	2006	1
NS24293S	1	5	-1	1	3	-1	9	2012	6
NS24293S	2	3	1	-1	-1	-1	1	2012	11
NS24293S	3	3	2	-1	-1	-1	8	2011	11
NS24293S	4	5	-1	1	3	-1	9	2008	6
NS24294T	1	1	1	-1	-1	-1	8	2012	1
NS24294T	2	5	-1	1	3	-1	9	2009	6
NS24295V	1	1	1	-1	-1	-1	5	2013	1
NS24295V	2	1	1	-1	-1	-1	12	2010	1
NS24295V	3	1	2	-1	-1	-1	9	2010	2
NS24295V	4	1	1	-1	-1	-1	9	2009	1
NS24297X	1	5	-1	1	3	-1	9	2008	6
NS24300Q	1	1	2	-1	-1	-1	10	2008	2
NS24301R	1	5	-1	1	3	-1	10	2008	6
NS24301R	2	5	-1	1	2	-1	9	2006	6
NS24303T	1	2	2	-1	-1	-1	7	2010	4
NS24303T	2	5	-1	1	2	-1	9	2007	6
NS24312M	1	1	1	-1	-1	-1	3	2012	1
NS24312M	2	1	2	-1	-1	-1	10	2010	2
NS24312M	3	10	-1	-1	-1	-1	1	2010	14
NS24312M	4	5	-1	1	2	-1	9	2008	6
NS24312M	5	4	-1	-1	-1	-1	6	2006	5
NS24313N	1	1	1	-1	-1	-1	4	2015	1
NS24313N	2	1	1	-1	-1	-1	8	2012	1
NS24313N	3	5	-1	1	3	-1	9	2008	6
NS24314P	1	5	-1	1	3	-1	5	2012	6
NS24314P	2	5	-1	1	3	-1	9	2008	6
NS24318T	1	5	-1	1	3	-1	9	2009	6
NS24318T	2	5	-1	1	2	-1	9	2006	6
NS24319V	1	1	2	-1	-1	-1	3	2014	2
NS24319V	2	4	-1	-1	-1	-1	1	2014	5
NS24319V	3	1	2	-1	-1	-1	10	2012	2
NS24319V	4	4	-1	-1	-1	-1	9	2008	5
NS24319V	5	5	-1	1	2	-1	9	2006	6
NS24320E	1	1	2	-1	-1	-1	1	2008	2
NS24321F	1	1	2	-1	-1	-1	11	2011	2
NS24321F	2	5	-1	1	3	-1	9	2008	6
NS24322G	1	5	-1	1	3	-1	9	2008	6
NS24326L	1	4	-1	-1	-1	-1	10	2015	5
NS24326L	2	1	1	-1	-1	-1	7	2008	1
NS24328N	1	1	1	-1	-1	-1	12	2013	1
NS24328N	2	1	1	-1	-1	-1	6	2013	1
NS24328N	3	5	-1	1	3	-1	9	2012	6
NS24328N	4	5	-1	1	3	-1	8	2008	6
NS24333C	1	5	-1	1	3	-1	9	2013	6
NS24333C	2	1	2	-1	-1	-1	9	2012	2
NS24333C	3	1	2	-1	-1	-1	9	2011	2
NS24333C	4	5	-1	1	3	-1	9	2008	6
NS24335E	1	1	1	-1	-1	-1	10	2013	1
NS24335E	2	1	1	-1	-1	-1	9	2013	1
NS24335E	3	1	1	-1	-1	-1	4	2013	1
NS24335E	4	1	2	-1	-1	-1	9	2011	2
NS24335E	5	1	1	-1	-1	-1	5	2010	1
NS24335E	6	5	-1	1	3	-1	9	2008	6
NS24335E	7	5	-1	1	2	-1	9	2006	6
NS24340T	1	1	2	-1	-1	-1	2	2011	2
NS24340T	2	1	1	-1	-1	-1	9	2010	1
NS24343X	1	1	1	-1	-1	-1	5	2014	1
NS24343X	2	1	1	-1	-1	-1	11	2012	1
NS24343X	3	4	-1	-1	-1	-1	7	2012	5
NS24343X	4	5	-1	1	3	-1	9	2009	6
NS24346A	1	1	1	-1	-1	-1	8	2011	1
NS24346A	2	4	-1	-1	-1	-1	1	2011	5
NS24346A	3	5	-1	1	3	-1	9	2008	6
NS24347B	1	1	2	-1	-1	-1	1	2015	2
NS24347B	2	1	2	-1	-1	-1	1	2015	2
NS24347B	3	1	1	-1	-1	-1	1	2014	1
NS24347B	4	1	1	-1	-1	-1	-1	-1	1
NS24349D	1	5	-1	1	3	-1	9	2008	6
NS24352Q	1	1	2	-1	-1	-1	6	2012	2
NS24352Q	2	5	-1	1	3	-1	9	2008	6
NS24355T	1	5	-1	1	3	-1	4	2008	6
NS24355T	2	5	-1	1	1	-1	10	2006	6
NS24355T	3	5	-1	1	1	-1	-8	-8	6
NS24359Y	1	4	-1	-1	-1	-1	9	2010	5
NS24359Y	2	5	-1	1	1	-1	9	2010	6
NS24359Y	3	5	-1	1	2	-1	9	-8	6
NS24361J	1	4	-1	-1	-1	-1	9	2014	5
NS24361J	2	1	1	-1	-1	-1	7	2014	1
NS24361J	3	1	1	-1	-1	-1	2	2014	1
NS24361J	4	1	1	-1	-1	-1	7	2012	1
NS24361J	5	4	-1	-1	-1	-1	8	2011	5
NS24361J	6	1	1	-1	-1	-1	9	2010	1
NS24361J	7	4	-1	-1	-1	-1	10	2009	5
NS24363L	1	5	-1	1	3	-1	9	2008	6
NS24363L	2	5	-1	1	1	-1	9	2006	6
NS24372E	1	2	1	-1	-1	-1	6	2012	3
NS24372E	2	5	-1	1	3	-1	10	2008	6
NS24373F	1	1	2	-1	-1	-1	10	2013	2
NS24373F	2	4	-1	-1	-1	-1	7	2012	5
NS24373F	3	5	-1	1	3	-1	10	2009	6
NS24374G	1	1	1	-1	-1	-1	9	2014	1
NS24374G	2	1	1	-1	-1	-1	3	2010	1
NS24374G	3	1	1	-1	-1	-1	4	2009	1
NS24375H	1	1	2	-1	-1	-1	9	2010	2
NS24375H	2	5	-1	1	3	-1	9	2008	6
NS24378L	1	1	1	-1	-1	-1	2	2015	1
NS24378L	2	1	2	-1	-1	-1	4	2014	2
NS24378L	3	1	1	-1	-1	-1	2	2014	1
NS24378L	4	3	2	-1	-1	-1	10	2013	11
NS24378L	5	5	-1	1	3	-1	9	2012	6
NS24378L	6	5	-1	1	3	-1	9	2008	6
NS24379M	1	1	1	-1	-1	-1	5	2015	1
NS24379M	2	1	1	-1	-1	-1	9	2014	1
NS24379M	3	1	1	-1	-1	-1	10	2013	1
NS24379M	4	5	-1	1	3	-1	9	2010	6
NS24379M	5	5	-1	1	3	-1	9	2008	6
NS24388F	1	9	-1	-1	-1	-1	8	2007	13
NS24389G	1	1	1	-1	-1	-1	2	2008	1
NS24392T	1	1	2	-1	-1	-1	11	2012	2
NS24392T	2	5	-1	1	3	-1	9	2009	6
NS24394W	1	1	1	-1	-1	-1	6	2008	1
NS24395X	1	3	2	-1	-1	-1	11	2013	11
NS24395X	2	1	1	-1	-1	-1	7	2013	1
NS24395X	3	5	-1	1	3	-1	10	2009	6
NS24396Y	1	1	1	-1	-1	-1	8	2013	1
NS24396Y	2	5	-1	1	3	-1	9	2009	6
NS24396Y	3	5	-1	1	2	-1	9	2006	6
NS24398A	1	1	2	-1	-1	-1	11	2013	2
NS24398A	2	4	-1	-1	-1	-1	10	2013	5
NS24398A	3	1	1	-1	-1	-1	3	2012	1
NS24398A	4	4	-1	-1	-1	-1	6	2011	5
NS24398A	5	5	-1	1	2	-1	9	2009	6
NS24399B	1	1	1	-1	-1	-1	9	2010	1
NS24399B	2	1	1	-1	-1	-1	9	2008	1
NS24401T	1	4	-1	-1	-1	-1	6	2011	5
NS24401T	2	5	-1	1	3	-1	9	2008	6
NS24403W	1	5	-1	1	2	-1	10	2006	6
NS24403W	2	5	-1	1	1	-1	9	1995	6
NS24410M	1	10	-1	-1	-1	-1	4	2015	14
NS24410M	2	1	1	-1	-1	-1	9	2012	1
NS24410M	3	5	-1	1	3	-1	9	2009	6
NS24410M	4	1	1	-1	-1	-1	7	2008	1
NS24414R	1	1	1	-1	-1	-1	5	2014	1
NS24414R	2	3	1	-1	-1	-1	10	2013	11
NS24414R	3	4	-1	-1	-1	-1	7	2012	5
NS24414R	4	5	-1	1	3	-1	10	2008	6
NS24417V	1	1	2	-1	-1	-1	2	2006	2
NS24419X	1	1	1	-1	-1	-1	7	2009	1
NS24419X	2	5	-1	1	2	-1	9	2006	6
NS24420G	1	5	-1	1	3	-1	9	2009	6
NS24420G	2	1	1	-1	-1	-1	6	2006	1
NS24422J	1	1	1	-1	-1	-1	11	2007	1
NS24428Q	1	5	-1	1	3	-1	9	2011	6
NS24428Q	2	1	2	-1	-1	-1	5	2008	2
NS24431C	1	1	2	-1	-1	-1	9	2014	2
NS24431C	2	1	1	-1	-1	-1	1	2014	1
NS24431C	3	5	-1	1	3	-1	9	2010	6
NS24431C	4	5	-1	1	2	-1	9	2006	6
NS24433E	1	10	-1	-1	-1	-1	10	2013	14
NS24433E	2	1	1	-1	-1	-1	9	2012	1
NS24433E	3	5	-1	1	3	-1	9	2009	6
NS24434F	1	1	1	-1	-1	-1	10	2010	1
NS24434F	2	1	2	-1	-1	-1	8	2009	2
NS24437J	1	1	1	-1	-1	-1	9	2012	1
NS24437J	2	5	-1	1	3	-1	9	2011	6
NS24437J	3	5	-1	1	3	-1	9	2008	6
NS24439L	1	5	-1	1	3	-1	9	2013	6
NS24439L	2	1	1	-1	-1	-1	8	2012	1
NS24439L	3	5	-1	1	3	-1	9	2008	6
NS24441X	1	1	1	-1	-1	-1	6	2008	1
NS24443Z	1	4	-1	-1	-1	-1	7	2011	5
NS24443Z	2	2	1	-1	-1	-1	4	2006	3
NS24445B	1	1	1	-1	-1	-1	9	2012	1
NS24445B	2	3	2	-1	-1	-1	7	2011	11
NS24445B	3	5	-1	1	3	-1	10	2008	6
NS24445B	4	5	-1	1	2	-1	9	2006	6
NS24446C	1	1	1	-1	-1	-1	10	2009	1
NS24446C	2	1	1	-1	-1	-1	1	2008	1
NS24449F	1	1	2	-1	-1	-1	7	2006	2
NS24450Q	1	1	2	-1	-1	-1	5	2015	2
NS24450Q	2	1	1	-1	-1	-1	7	2013	1
NS24450Q	3	5	-1	1	3	-1	9	2010	6
NS24450Q	4	1	1	-1	-1	-1	11	2008	1
NS24451R	1	1	1	-1	-1	-1	3	2011	1
NS24451R	2	1	1	-1	-1	-1	2	2010	1
NS24453T	1	1	1	-1	-1	-1	8	2010	1
NS24460K	1	1	1	-1	-1	-1	1	2011	1
NS24460K	2	5	-1	1	3	-1	10	2008	6
NS24461L	1	1	1	-1	-1	-1	2	2014	1
NS24461L	2	1	1	-1	-1	-1	8	2013	1
NS24461L	3	5	-1	1	3	-1	9	2008	6
NS24463N	1	5	-1	1	3	-1	9	2009	6
NS24465Q	1	5	-1	1	3	-1	9	2008	6
NS24466R	1	1	2	-1	-1	-1	7	2013	2
NS24466R	2	4	-1	-1	-1	-1	3	2013	5
NS24466R	3	1	1	-1	-1	-1	12	2012	1
NS24466R	4	1	1	-1	-1	-1	7	2012	1
NS24466R	5	4	-1	-1	-1	-1	5	2012	5
NS24466R	6	5	-1	1	3	-1	9	2008	6
NS24467S	1	5	-1	1	3	-1	9	2008	6
NS24468T	1	5	-1	2	3	-1	9	2012	7
NS24468T	2	5	-1	1	3	-1	9	2009	6
NS24475K	1	5	-1	1	3	-1	9	2012	6
NS24475K	2	1	2	-1	-1	-1	9	2012	2
NS24475K	3	5	-1	1	3	-1	9	2008	6
NS24478N	1	1	1	-1	-1	-1	5	2015	1
NS24478N	2	1	1	-1	-1	-1	11	2012	1
NS24478N	3	5	-1	1	3	-1	9	2009	6
NS24480Z	1	1	1	-1	-1	-1	9	2013	1
NS24480Z	2	1	2	-1	-1	-1	5	2013	2
NS24480Z	3	1	2	-1	-1	-1	5	2009	2
NS24482B	1	1	1	-1	-1	-1	2	2009	1
NS24482B	2	1	1	-1	-1	-1	5	2008	1
NS24482B	3	6	1	-1	-1	-1	9	2006	12
NS24483C	1	1	1	-1	-1	-1	9	2011	1
NS24483C	2	4	-1	-1	-1	-1	7	2011	5
NS24483C	3	5	-1	1	3	-1	9	2008	6
NS24491V	1	3	2	-1	-1	-1	9	2011	11
NS24491V	2	4	-1	-1	-1	-1	9	2009	5
NS24495Z	1	1	1	-1	-1	-1	2	2012	1
NS24495Z	2	1	2	-1	-1	-1	9	2011	2
NS24495Z	3	5	-1	1	3	-1	9	2008	6
NS24496A	1	5	-1	1	3	-1	10	2010	6
NS24496A	2	1	1	-1	-1	-1	10	2008	1
NS24497B	1	1	1	-1	-1	-1	5	2011	1
NS24497B	2	4	-1	-1	-1	-1	12	2010	5
NS24497B	3	1	2	-1	-1	-1	9	2010	2
NS24497B	4	1	1	-1	-1	-1	6	2010	1
NS24498C	1	1	1	-1	-1	-1	5	2006	1
NS24500V	1	5	-1	1	3	-1	9	2008	6
NS24500V	2	5	-1	1	2	-1	9	2006	6
NS24501W	1	5	-1	1	3	-1	9	2009	6
NS24501W	2	5	-1	1	2	-1	9	2006	6
NS24502X	1	1	1	-1	-1	-1	8	2007	1
NS24503Y	1	5	-1	1	3	-1	10	2010	6
NS24503Y	2	5	-1	1	2	-1	9	2008	6
NS24505A	1	9	-1	-1	-1	-1	9	2013	13
NS24505A	2	9	-1	-1	-1	-1	10	2010	13
NS24505A	3	1	1	-1	-1	-1	10	2007	1
NS24506B	1	4	-1	-1	-1	-1	1	2013	5
NS24506B	2	1	1	-1	-1	-1	3	2011	1
NS24506B	3	1	1	-1	-1	-1	7	2010	1
NS24506B	4	4	-1	-1	-1	-1	-8	2010	5
NS24506B	5	5	-1	1	2	-1	9	2006	6
NS24510P	1	1	1	-1	-1	-1	3	2013	1
NS24510P	2	1	1	-1	-1	-1	6	2011	1
NS24510P	3	5	-1	1	3	-1	9	2009	6
NS24513S	1	5	-1	1	2	-1	9	2006	6
NS24515V	1	9	-1	-1	-1	-1	9	2010	13
NS24515V	2	1	2	-1	-1	-1	2	2010	2
NS24517X	1	5	-1	1	3	-1	9	2008	6
NS24518Y	1	1	2	-1	-1	-1	12	2010	2
NS24518Y	2	1	1	-1	-1	-1	8	2008	1
NS24520J	1	1	1	-1	-1	-1	5	2013	1
NS24520J	2	1	2	-1	-1	-1	12	2012	2
NS24520J	3	5	-1	1	3	-1	9	2008	6
NS24521K	1	5	-1	1	3	-1	9	2007	6
NS24521K	2	5	-1	1	2	-1	9	2006	6
NS24522L	1	5	-1	1	3	-1	7	2008	6
NS24528S	1	1	1	-1	-1	-1	2	2013	1
NS24528S	2	5	-1	1	3	-1	9	2009	6
NS24533G	1	1	2	-1	-1	-1	5	2015	2
NS24533G	2	5	-1	1	3	-1	9	2011	6
NS24533G	3	5	-1	1	2	-1	9	2009	6
NS24533G	4	5	-1	1	2	-1	9	2008	6
NS24533G	5	5	-1	1	1	-1	9	1995	6
NS24541Z	1	1	1	-1	-1	-1	7	2007	1
NS24543B	1	1	1	-1	-1	-1	5	2006	1
NS24547F	1	3	2	-1	-1	-1	12	2013	11
NS24547F	2	5	-1	1	3	-1	9	2009	6
NS24549H	1	5	-1	1	3	-1	9	2009	6
NS24553W	1	1	1	-1	-1	-1	8	2011	1
NS24553W	2	5	-1	1	3	-1	10	2008	6
NS24559C	1	1	1	-1	-1	-1	12	2014	1
NS24559C	2	2	2	-1	-1	-1	9	2014	4
NS24559C	3	1	1	-1	-1	-1	1	2014	1
NS24559C	4	1	1	-1	-1	-1	11	2013	1
NS24559C	5	1	1	-1	-1	-1	6	2013	1
NS24559C	6	1	1	-1	-1	-1	-8	-8	1
NS24560M	1	4	-1	-1	-1	-1	1	2009	5
NS24562P	1	4	-1	-1	-1	-1	1	2012	5
NS24562P	2	5	-1	1	3	-1	9	2011	6
NS24562P	3	5	-1	1	3	-1	9	2008	6
NS24564R	1	5	-1	1	3	-1	9	2008	6
NS24565S	1	1	2	-1	-1	-1	12	2014	2
NS24565S	2	1	2	-1	-1	-1	3	2009	2
NS24566T	1	1	2	-1	-1	-1	6	2013	2
NS24566T	2	5	-1	2	3	-1	9	2012	7
NS24566T	3	5	-1	1	3	-1	10	2009	6
NS24568W	1	5	-1	1	4	-1	9	2012	6
NS24568W	2	1	1	-1	-1	-1	3	2012	1
NS24568W	3	3	1	-1	-1	-1	10	2011	11
NS24568W	4	10	-1	-1	-1	-1	7	2011	14
NS24568W	5	5	-1	1	3	-1	10	2008	6
NS24569X	1	5	-1	1	3	-1	9	2008	6
NS24570G	1	1	1	-1	-1	-1	8	2010	1
NS24570G	2	1	1	-1	-1	-1	2	2010	1
NS24571H	1	1	2	-1	-1	-1	12	2014	2
NS24571H	2	10	-1	-1	-1	-1	6	2012	14
NS24571H	3	5	-1	1	3	-1	9	2008	6
NS24579R	1	5	-1	1	3	-1	9	2011	6
NS24579R	2	1	1	-1	-1	-1	5	2008	1
NS24581C	1	4	-1	-1	-1	-1	3	2015	5
NS24581C	2	1	1	-1	-1	-1	11	2014	1
NS24581C	3	4	-1	-1	-1	-1	1	2014	5
NS24581C	4	1	2	-1	-1	-1	6	2013	2
NS24581C	5	4	-1	-1	-1	-1	1	2013	5
NS24581C	6	6	1	-1	-1	-1	1	2010	12
NS24582D	1	1	1	-1	-1	-1	7	2013	1
NS24582D	2	1	1	-1	-1	-1	5	2013	1
NS24582D	3	1	1	-1	-1	-1	9	2012	1
NS24582D	4	5	-1	1	3	-1	9	2008	6
NS24583E	1	1	1	-1	-1	-1	3	2015	1
NS24583E	2	4	-1	-1	-1	-1	1	2015	5
NS24583E	3	5	-1	1	3	-1	9	2009	6
NS24585G	1	1	1	-1	-1	-1	1	2013	1
NS24585G	2	1	2	-1	-1	-1	4	2006	2
NS24587J	1	5	-1	1	3	-1	9	2009	6
NS24588K	1	1	1	-1	-1	-1	9	2012	1
NS24588K	2	1	2	-1	-1	-1	11	2007	2
NS24589L	1	1	1	-1	-1	-1	4	2014	1
NS24589L	2	5	-1	1	3	-1	10	2008	6
NS24590W	1	6	2	-1	-1	-1	2	2014	12
NS24590W	2	4	-1	-1	-1	-1	1	2010	5
NS24592Y	1	1	1	-1	-1	-1	7	2013	1
NS24592Y	2	5	-1	1	3	-1	7	2012	6
NS24592Y	3	5	-1	1	3	-1	9	2008	6
NS24593Z	1	5	-1	1	3	-1	9	2010	6
NS24593Z	2	1	1	-1	-1	-1	5	2009	1
NS24594A	1	1	1	-1	-1	-1	11	2014	1
NS24594A	2	1	1	-1	-1	-1	7	2012	1
NS24594A	3	4	-1	-1	-1	-1	11	2011	5
NS24594A	4	5	-1	1	3	-1	10	2008	6
NS24597D	1	1	1	-1	-1	-1	8	2013	1
NS24597D	2	1	2	-1	-1	-1	11	2012	2
NS24597D	3	1	1	-1	-1	-1	4	2012	1
NS24597D	4	10	-1	-1	-1	-1	9	2011	14
NS24597D	5	1	1	-1	-1	-1	7	2009	1
NS24601Y	1	1	1	-1	-1	-1	4	2012	1
NS24601Y	2	1	1	-1	-1	-1	11	2007	1
NS24604B	1	5	-1	1	3	-1	9	2014	6
NS24604B	2	2	2	-1	-1	-1	7	2012	4
NS24604B	3	5	-1	1	3	-1	9	2008	6
NS24607E	1	1	1	-1	-1	-1	10	2013	1
NS24607E	2	5	-1	1	3	-1	9	2009	6
NS24608F	1	5	-1	1	3	-1	9	2011	6
NS24608F	2	5	-1	1	2	-1	9	2010	6
NS24608F	3	5	-1	1	3	-1	9	2009	6
NS24608F	4	5	-1	1	2	-1	9	2007	6
NS24608F	5	5	-1	1	1	-1	9	2006	6
NS24609G	1	1	1	-1	-1	-1	9	2011	1
NS24609G	2	1	1	-1	-1	-1	9	2009	1
NS24612T	1	1	1	-1	-1	-1	7	2013	1
NS24612T	2	1	1	-1	-1	-1	1	2011	1
NS24612T	3	1	1	-1	-1	-1	11	2010	1
NS24612T	4	1	2	-1	-1	-1	11	2007	2
NS24613V	1	1	1	-1	-1	-1	1	2009	1
NS24620L	1	5	-1	1	3	-1	10	2013	6
NS24620L	2	1	2	-1	-1	-1	8	2013	2
NS24620L	3	2	1	-1	-1	-1	6	2013	3
NS24620L	4	4	-1	-1	-1	-1	1	2013	5
NS24620L	5	1	1	-1	-1	-1	4	2012	1
NS24620L	6	5	-1	1	3	-1	9	2009	6
NS24623P	1	1	1	-1	-1	-1	1	2016	1
NS24623P	2	10	-1	-1	-1	-1	7	2014	14
NS24623P	3	5	-1	1	3	-1	9	2009	6
NS24623P	4	5	-1	1	2	-1	9	2006	6
NS24624Q	1	1	1	-1	-1	-1	3	2009	1
NS24626S	1	3	1	-1	-1	-1	1	2015	11
NS24626S	2	1	2	-1	-1	-1	6	2013	2
NS24626S	3	3	1	-1	-1	-1	12	2012	11
NS24626S	4	1	2	-1	-1	-1	1	2010	2
NS24627T	1	5	-1	1	3	-1	9	2008	6
NS24628V	1	1	1	-1	-1	-1	12	2015	1
NS24628V	2	4	-1	-1	-1	-1	4	2015	5
NS24628V	3	1	1	-1	-1	-1	4	2015	1
NS24628V	4	1	1	-1	-1	-1	5	2014	1
NS24628V	5	1	1	-1	-1	-1	5	2014	1
NS24628V	6	-8	-1	-1	-1	-1	-8	-8	-8
NS24629W	1	1	1	-1	-1	-1	8	2014	1
NS24629W	2	1	1	-1	-1	-1	1	2013	1
NS24629W	3	5	-1	1	3	-1	9	2010	6
NS24629W	4	5	-1	1	3	-1	9	2008	6
NS24632H	1	4	-1	-1	-1	-1	8	2015	5
NS24632H	2	1	1	-1	-1	-1	9	2014	1
NS24632H	3	4	-1	-1	-1	-1	7	2014	5
NS24632H	4	5	-1	1	3	-1	9	2010	6
NS24632H	5	5	-1	1	2	-1	9	2008	6
NS24634K	1	1	1	-1	-1	-1	3	2008	1
NS24636M	1	5	-1	2	2	-1	2	2012	7
NS24636M	2	1	2	-1	-1	-1	8	2011	2
NS24636M	3	1	1	-1	-1	-1	6	2008	1
NS24637N	1	1	1	-1	-1	-1	10	2014	1
NS24637N	2	1	1	-1	-1	-1	9	2012	1
NS24637N	3	5	-1	1	3	-1	9	2008	6
NS24647H	1	4	-1	-1	-1	-1	9	2013	5
NS24647H	2	5	-1	1	3	-1	9	2009	6
NS24652X	1	1	1	-1	-1	-1	1	2012	1
NS24652X	2	4	-1	-1	-1	-1	7	2011	5
NS24652X	3	5	-1	1	3	-1	10	2008	6
NS24655A	1	5	-1	1	3	-1	9	2008	6
NS24656B	1	1	1	-1	-1	-1	12	2011	1
NS24656B	2	1	2	-1	-1	-1	7	2011	2
NS24656B	3	5	-1	1	3	-1	9	2008	6
