NSID	W8HISTID	W8HIST	W8WORKHRSP	W8STUDYHRSP	W8USUALP	W8SICKHRSP	W8HISTSTPM	W8HISTSTPY	W8DACTIVITYP
NS11793G	3	1	2	-1	-1	-1	9	2011	2
NS11793G	4	5	-1	1	3	-1	9	2008	6
NS11799N	1	1	2	-1	-1	-1	9	2014	2
NS11799N	2	1	1	-1	-1	-1	12	2012	1
NS11799N	3	5	-1	1	3	-1	9	2009	6
NS11801F	1	5	-1	1	3	-1	9	2010	6
NS11801F	2	5	-1	1	2	-1	9	2007	6
NS11802G	1	1	1	-1	-1	-1	4	2013	1
NS11802G	2	5	-1	1	3	-1	9	2009	6
NS11805K	1	9	-1	-1	-1	-1	9	2013	13
NS11805K	2	1	1	-1	-1	-1	1	2013	1
NS11805K	3	5	-1	1	2	-1	9	2007	6
NS11805K	4	5	-1	1	1	-1	9	2000	6
NS11816F	1	1	1	-1	-1	-1	9	2009	1
NS11817G	1	1	1	-1	-1	-1	1	2013	1
NS11817G	2	4	-1	-1	-1	-1	6	2012	5
NS11817G	3	5	-1	1	3	-1	9	2011	6
NS11817G	4	5	-1	1	3	-1	9	2008	6
NS11819J	1	1	1	-1	-1	-1	4	2015	1
NS11819J	2	2	1	-1	-1	-1	1	2015	3
NS11819J	3	1	1	-1	-1	-1	1	2014	1
NS11819J	4	1	1	-1	-1	-1	6	2013	1
NS11819J	5	1	1	-1	-1	-1	1	2010	1
NS11820T	1	1	2	-1	-1	-1	4	2011	2
NS11820T	2	9	-1	-1	-1	-1	7	2009	13
NS11823X	1	5	-1	1	3	-1	9	2011	6
NS11823X	2	5	-1	1	2	-1	9	2006	6
NS11826A	1	3	1	-1	-1	-1	7	2011	11
NS11826A	2	5	-1	1	3	-1	9	2008	6
NS11828C	1	1	1	-1	-1	-1	11	2011	1
NS11828C	2	4	-1	-1	-1	-1	9	2011	5
NS11828C	3	5	-1	1	3	-1	9	2008	6
NS11828C	4	5	-1	1	1	-1	9	1994	6
NS11831P	1	3	2	-1	-1	-1	6	2012	11
NS11831P	2	5	-1	1	3	-1	9	2008	6
NS11832Q	1	5	-1	1	3	-1	-8	-8	6
NS11837W	1	4	-1	-1	-1	-1	6	2012	5
NS11837W	2	1	1	-1	-1	-1	6	2007	1
NS11840H	1	1	1	-1	-1	-1	9	2009	1
NS11843L	1	1	2	-1	-1	-1	5	2014	2
NS11843L	2	1	1	-1	-1	-1	5	2011	1
NS11843L	3	1	1	-1	-1	-1	5	2010	1
NS11843L	4	1	1	-1	-1	-1	3	2008	1
NS11843L	5	5	-1	1	2	-1	9	2006	6
NS11844M	1	1	1	-1	-1	-1	8	2012	1
NS11844M	2	5	-1	1	3	-1	9	2010	6
NS11848R	1	1	1	-1	-1	-1	6	2010	1
NS11848R	2	1	1	-1	-1	-1	10	2009	1
NS11852E	1	10	-1	-1	-1	-1	6	2008	14
NS11853F	1	5	-1	1	3	-1	9	2011	6
NS11853F	2	1	1	-1	-1	-1	6	2010	1
NS11853F	3	5	-1	1	2	-1	9	2006	6
NS11855H	1	1	1	-1	-1	-1	9	2010	1
NS11855H	2	5	-1	2	2	-1	9	2008	7
NS11858L	1	1	1	-1	-1	-1	3	2010	1
NS11859M	1	8	-1	-1	-1	1	12	2014	9
NS11859M	2	1	1	-1	-1	-1	9	2014	1
NS11859M	3	5	-1	1	3	-1	9	2010	6
NS11859M	4	1	1	-1	-1	-1	3	2009	1
NS11859M	5	5	-1	1	3	-1	9	2008	6
NS11859M	6	5	-1	1	1	-1	9	1995	6
NS11860X	1	5	-1	1	3	-1	9	2009	6
NS11861Y	1	5	-1	1	3	-1	9	2009	6
NS11863A	1	8	-1	-1	-1	2	9	1990	10
NS11864B	1	2	2	-1	-1	-1	3	2013	4
NS11864B	2	1	1	-1	-1	-1	9	2012	1
NS11864B	3	5	-1	1	3	-1	9	2008	6
NS11866D	1	1	1	-1	-1	-1	9	2012	1
NS11866D	2	5	-1	1	3	-1	9	2008	6
NS11867E	1	4	-1	-1	-1	-1	11	2012	5
NS11867E	2	5	-1	1	3	-1	9	2009	6
NS11868F	1	5	-1	1	3	-1	7	2013	6
NS11868F	2	1	1	-1	-1	-1	2	2013	1
NS11868F	3	5	-1	1	2	-1	9	2009	6
NS11869G	1	4	-1	-1	-1	-1	6	2008	5
NS11869G	2	5	-1	1	2	-1	9	2006	6
NS11871S	1	5	-1	2	2	-1	5	2015	7
NS11871S	2	4	-1	-1	-1	-1	4	2013	5
NS11871S	3	1	2	-1	-1	-1	11	2011	2
NS11871S	4	9	-1	-1	-1	-1	3	2009	13
NS11871S	5	1	1	-1	-1	-1	12	2006	1
NS11871S	6	5	-1	1	1	-1	5	2002	6
NS11874W	1	1	2	-1	-1	-1	10	2015	2
NS11874W	2	1	1	-1	-1	-1	4	2015	1
NS11874W	3	1	1	-1	-1	-1	10	2012	1
NS11874W	4	10	-1	-1	-1	-1	12	2011	14
NS11874W	5	-8	-1	-1	-1	-1	10	2007	-8
NS11877Z	1	10	-1	-1	-1	-1	1	2014	14
NS11877Z	2	1	1	-1	-1	-1	6	2009	1
NS11877Z	3	4	-1	-1	-1	-1	6	2009	5
NS11877Z	4	1	1	-1	-1	-1	6	2008	1
NS11878A	1	1	1	-1	-1	-1	3	2010	1
NS11880L	1	1	1	-1	-1	-1	1	2014	1
NS11880L	2	1	1	-1	-1	-1	11	2011	1
NS11880L	3	-9	-1	-1	-1	-1	-9	-9	-8
NS11881M	1	1	1	-1	-1	-1	10	2007	1
NS11881M	2	5	-1	2	4	-1	7	2006	7
NS11882N	1	1	1	-1	-1	-1	7	2012	1
NS11882N	2	1	1	-1	-1	-1	-8	2008	1
NS11882N	3	5	-1	1	2	-1	9	2006	6
NS11883P	1	3	2	-1	-1	-1	8	2012	11
NS11883P	2	3	2	-1	-1	-1	8	2012	11
NS11883P	3	5	-1	2	2	-1	9	2008	7
NS11883P	4	3	2	-1	-1	-1	9	2006	11
NS11884Q	1	5	-1	1	3	-1	9	2008	6
NS11885R	1	1	1	-1	-1	-1	1	2013	1
NS11885R	2	1	1	-1	-1	-1	6	2011	1
NS11885R	3	1	1	-1	-1	-1	9	2010	1
NS11885R	4	5	-1	1	3	-1	9	2009	6
NS11889W	1	5	-1	1	3	-1	10	2009	6
NS11893J	1	1	1	-1	-1	-1	5	2007	1
NS11894K	1	5	-1	1	3	-1	9	2008	6
NS11896M	1	4	-1	-1	-1	-1	2	2013	5
NS11896M	2	1	1	-1	-1	-1	9	2008	1
NS11898P	1	1	1	-1	-1	-1	6	2011	1
NS11898P	2	5	-1	1	3	-1	9	2008	6
NS11898P	3	5	-1	1	2	-1	9	2006	6
NS11900G	1	1	1	-1	-1	-1	6	2011	1
NS11900G	2	5	-1	1	3	-1	9	2008	6
NS11900G	3	1	2	-1	-1	-1	10	2006	2
NS11900G	4	5	-1	1	2	-1	9	2006	6
NS11902J	1	1	2	-1	-1	-1	1	2014	2
NS11902J	2	2	1	-1	-1	-1	8	2013	3
NS11902J	3	1	2	-1	-1	-1	3	2013	2
NS11902J	4	2	1	-1	-1	-1	6	2012	3
NS11902J	5	5	-1	1	3	-1	10	2009	6
NS11903K	1	5	-1	1	3	-1	2	2010	6
NS11904L	1	1	1	-1	-1	-1	3	2010	1
NS11906N	1	5	-1	1	3	-1	9	2010	6
NS11906N	2	5	-1	1	2	-1	9	2008	6
NS11908Q	1	4	-1	-1	-1	-1	2	2015	5
NS11908Q	2	1	1	-1	-1	-1	1	2014	1
NS11908Q	3	1	2	-1	-1	-1	11	2013	2
NS11908Q	4	5	-1	1	3	-1	9	2008	6
NS11912D	1	1	1	-1	-1	-1	10	2013	1
NS11912D	2	5	-1	1	2	-1	9	2012	6
NS11912D	3	1	1	-1	-1	-1	6	2010	1
NS11912D	4	4	-1	-1	-1	-1	7	2006	5
NS11916H	1	1	1	-1	-1	-1	11	2013	1
NS11916H	2	1	1	-1	-1	-1	9	2012	1
NS11916H	3	5	-1	1	3	-1	9	2011	6
NS11916H	4	5	-1	1	3	-1	9	2008	6
NS11917J	1	1	1	-1	-1	-1	2	2010	1
NS11919L	1	5	-1	1	3	-1	9	2009	6
NS11919L	2	5	-1	1	2	-1	9	2006	6
NS11920W	1	5	-1	1	3	-1	9	2011	6
NS11920W	2	5	-1	1	3	-1	9	2008	6
NS11921X	1	5	-1	1	3	-1	9	2008	6
NS11922Y	1	1	2	-1	-1	-1	3	2007	2
NS11922Y	2	5	-1	1	2	-1	9	2006	6
NS11923Z	1	1	2	-1	-1	-1	9	2008	2
NS11928E	1	1	1	-1	-1	-1	8	2012	1
NS11928E	2	5	-1	1	3	-1	9	2009	6
NS11929F	1	1	1	-1	-1	-1	2	2009	1
NS11930Q	1	1	1	-1	-1	-1	12	2011	1
NS11930Q	2	5	-1	1	3	-1	9	2008	6
NS11931R	1	1	1	-1	-1	-1	5	2012	1
NS11931R	2	1	2	-1	-1	-1	5	2010	2
NS11931R	3	5	-1	1	2	-1	9	2007	6
NS11931R	4	5	-1	1	1	-1	9	2000	6
NS11932S	1	1	1	-1	-1	-1	7	2012	1
NS11932S	2	5	-1	1	3	-1	9	2009	6
NS11934V	1	3	2	-1	-1	-1	11	2011	11
NS11934V	2	4	-1	-1	-1	-1	6	2011	5
NS11934V	3	5	-1	1	3	-1	9	2008	6
NS11935W	1	5	-1	1	3	-1	9	2010	6
NS11935W	2	5	-1	1	2	-1	9	2007	6
NS11937Y	1	1	1	-1	-1	-1	10	2009	1
NS11945Q	1	1	2	-1	-1	-1	6	2014	2
NS11945Q	2	5	-1	1	3	-1	8	2009	6
NS11946R	1	1	1	-1	-1	-1	7	2010	1
NS11946R	2	4	-1	-1	-1	-1	5	2007	5
NS11947S	1	5	-1	1	2	-1	9	2006	6
NS11948T	1	5	-1	1	3	-1	-9	-9	6
NS11950E	1	1	1	-1	-1	-1	10	2015	1
NS11950E	2	1	2	-1	-1	-1	9	2014	2
NS11950E	3	2	1	-1	-1	-1	4	2013	3
NS11950E	4	5	-1	1	3	-1	9	2011	6
NS11950E	5	5	-1	1	3	-1	9	2008	6
NS11951F	1	1	1	-1	-1	-1	2	2013	1
NS11951F	2	4	-1	-1	-1	-1	7	2012	5
NS11951F	3	1	1	-1	-1	-1	12	2011	1
NS11951F	4	1	1	-1	-1	-1	6	2011	1
NS11951F	5	3	1	-1	-1	-1	11	2010	11
NS11951F	6	4	-1	-1	-1	-1	11	2009	5
NS11951F	7	1	2	-1	-1	-1	4	2008	2
NS11952G	1	5	-1	1	3	-1	9	2009	6
NS11952G	2	5	-1	1	2	-1	9	2006	6
NS11953H	1	1	2	-1	-1	-1	11	2012	2
NS11953H	2	5	-1	1	3	-1	9	2009	6
NS11958N	1	1	1	-1	-1	-1	6	2012	1
NS11958N	2	4	-1	-1	-1	-1	4	2011	5
NS11958N	3	5	-1	1	3	-1	9	2008	6
NS11961A	1	1	1	-1	-1	-1	7	2013	1
NS11961A	2	1	1	-1	-1	-1	5	2012	1
NS11961A	3	5	-1	1	3	-1	9	2009	6
NS11961A	4	1	1	-1	-1	-1	6	2008	1
NS11967G	1	1	1	-1	-1	-1	3	2015	1
NS11967G	2	5	-1	1	3	-1	9	2010	6
NS11967G	3	5	-1	1	2	-1	9	2006	6
NS11970T	1	2	1	-1	-1	-1	4	2015	3
NS11970T	2	1	1	-1	-1	-1	4	2014	1
NS11970T	3	1	1	-1	-1	-1	6	2011	1
NS11970T	4	5	-1	1	3	-1	9	2009	6
NS11970T	5	10	-1	-1	-1	-1	2	2009	14
NS11970T	6	1	1	-1	-1	-1	7	2008	1
NS11970T	7	5	-1	1	2	-1	9	2006	6
NS11977B	1	1	1	-1	-1	-1	11	2015	1
NS11977B	2	4	-1	-1	-1	-1	4	2012	5
NS11977B	3	1	2	-1	-1	-1	11	2011	2
NS11977B	4	4	-1	-1	-1	-1	11	2010	5
NS11977B	5	4	-1	-1	-1	-1	5	2009	5
NS11978C	1	1	1	-1	-1	-1	10	2012	1
NS11978C	2	5	-1	1	3	-1	4	2009	6
NS11979D	1	1	2	-1	-1	-1	10	2014	2
NS11979D	2	1	2	-1	-1	-1	5	2014	2
NS11979D	3	1	1	-1	-1	-1	1	2014	1
NS11979D	4	1	1	-1	-1	-1	11	2013	1
NS11979D	5	1	2	-1	-1	-1	6	2011	2
NS11979D	6	5	-1	1	3	-1	10	2008	6
NS11981P	1	1	2	-1	-1	-1	6	2012	2
NS11981P	2	1	2	-1	-1	-1	10	2006	2
NS11982Q	1	3	1	-1	-1	-1	8	2015	11
NS11982Q	2	4	-1	-1	-1	-1	8	2014	5
NS11982Q	3	1	2	-1	-1	-1	9	2009	2
NS11983R	1	1	1	-1	-1	-1	-9	-9	1
NS11993L	1	1	1	-1	-1	-1	3	2013	1
NS11993L	2	1	1	-1	-1	-1	7	2012	1
NS11993L	3	5	-1	1	3	-1	9	2009	6
NS11998R	1	1	2	-1	-1	-1	10	2012	2
NS11998R	2	1	2	-1	-1	-1	10	2012	2
NS11998R	3	5	-1	1	3	-1	10	2011	6
NS11998R	4	5	-1	1	3	-1	9	2008	6
NS11999S	1	1	1	-1	-1	-1	10	2013	1
NS11999S	2	1	1	-1	-1	-1	8	2012	1
NS11999S	3	5	-1	1	3	-1	9	2008	6
NS12003L	1	3	2	-1	-1	-1	9	2011	11
NS12003L	2	3	2	-1	-1	-1	3	2011	11
NS12003L	3	1	1	-1	-1	-1	8	2007	1
NS12003L	4	5	-1	1	2	-1	9	2006	6
NS12008R	1	1	2	-1	-1	-1	1	2009	2
NS12011D	1	1	1	-1	-1	-1	-8	2010	1
NS12011D	2	5	-1	1	2	-1	9	2006	6
NS12016J	1	3	2	-1	-1	-1	6	2014	11
NS12016J	2	1	1	-1	-1	-1	11	2012	1
NS12016J	3	5	-1	1	3	-1	9	2009	6
NS12021Y	1	1	2	-1	-1	-1	5	2015	2
NS12021Y	2	4	-1	-1	-1	-1	12	2014	5
NS12021Y	3	1	2	-1	-1	-1	2	2014	2
NS12021Y	4	4	-1	-1	-1	-1	7	2013	5
NS12021Y	5	1	1	-1	-1	-1	3	2009	1
NS12023A	1	1	1	-1	-1	-1	1	2012	1
NS12023A	2	1	2	-1	-1	-1	8	2011	2
NS12023A	3	4	-1	-1	-1	-1	6	2011	5
NS12023A	4	5	-1	1	3	-1	10	2008	6
NS12024B	1	1	1	-1	-1	-1	7	2014	1
NS12024B	2	1	1	-1	-1	-1	9	2011	1
NS12024B	3	1	1	-1	-1	-1	9	2010	1
NS12024B	4	5	-1	1	2	-1	9	2007	6
NS12026D	1	1	1	-1	-1	-1	6	2012	1
NS12026D	2	5	-1	1	3	-1	8	2011	6
NS12026D	3	1	1	-1	-1	-1	6	2010	1
NS12026D	4	5	-1	1	3	-1	9	2008	6
NS12029G	1	5	-1	1	3	-1	9	2008	6
NS12030R	1	1	1	-1	-1	-1	9	2011	1
NS12030R	2	5	-1	1	3	-1	9	2008	6
NS12034W	1	1	2	-1	-1	-1	10	2011	2
NS12034W	2	5	-1	1	3	-1	9	2008	6
NS12034W	3	5	-1	1	2	-1	9	2006	6
NS12036Y	1	5	-1	1	3	-1	10	2001	6
NS12037Z	1	4	-1	-1	-1	-1	9	2014	5
NS12037Z	2	1	1	-1	-1	-1	2	2014	1
NS12037Z	3	1	1	-1	-1	-1	11	2013	1
NS12037Z	4	1	1	-1	-1	-1	9	2013	1
NS12037Z	5	4	-1	-1	-1	-1	1	2013	5
NS12037Z	6	8	-1	-1	-1	1	4	2012	9
NS12037Z	7	1	1	-1	-1	-1	7	2008	1
NS12037Z	8	5	-1	1	2	-1	9	2006	6
NS12042N	1	1	1	-1	-1	-1	1	2010	1
NS12042N	2	10	-1	-1	-1	-1	1	2009	14
NS12042N	3	5	-1	1	2	-1	1	2007	6
NS12043P	1	5	-1	1	3	-1	9	2011	6
NS12043P	2	5	-1	1	2	-1	9	2009	6
NS12045R	1	1	1	-1	-1	-1	6	2013	1
NS12045R	2	4	-1	-1	-1	-1	4	2013	5
NS12045R	3	1	1	-1	-1	-1	2	2013	1
NS12045R	4	4	-1	-1	-1	-1	12	2012	5
NS12045R	5	5	-1	1	3	-1	9	2009	6
NS12047T	1	5	-1	1	3	-1	9	2008	6
NS12048V	1	1	2	-1	-1	-1	-8	-8	2
NS12051G	1	5	-1	1	3	-1	9	2008	6
NS12052H	1	1	1	-1	-1	-1	1	2016	1
NS12052H	2	6	1	-1	-1	-1	7	2014	12
NS12052H	3	1	1	-1	-1	-1	11	2012	1
NS12052H	4	1	2	-1	-1	-1	8	2012	2
NS12052H	5	1	1	-1	-1	-1	4	2010	1
NS12052H	6	4	-1	-1	-1	-1	6	2006	5
NS12053J	1	5	-1	1	3	-1	9	2007	6
NS12054K	1	5	-1	1	3	-1	10	2010	6
NS12054K	2	5	-1	1	2	-1	9	2006	6
NS12055L	1	4	-1	-1	-1	-1	1	2015	5
NS12055L	2	4	-1	-1	-1	-1	1	2012	5
NS12055L	3	5	-1	1	3	-1	9	2010	6
NS12055L	4	4	-1	-1	-1	-1	1	2006	5
NS12059Q	1	1	1	-1	-1	-1	9	2007	1
NS12059Q	2	5	-1	1	2	-1	9	2006	6
NS12060A	1	1	1	-1	-1	-1	12	2009	1
NS12062C	1	1	1	-1	-1	-1	5	2010	1
NS12062C	2	1	1	-1	-1	-1	10	2008	1
NS12062C	3	4	-1	-1	-1	-1	4	2008	5
NS12062C	4	5	-1	1	1	-1	9	2001	6
NS12063D	1	5	-1	1	3	-1	9	2008	6
NS12064E	1	1	1	-1	-1	-1	9	2014	1
NS12064E	2	5	-1	1	3	-1	9	2013	6
NS12064E	3	1	2	-1	-1	-1	9	2012	2
NS12064E	4	1	2	-1	-1	-1	6	2012	2
NS12064E	5	10	-1	-1	-1	-1	3	2012	14
NS12064E	6	1	2	-1	-1	-1	5	2011	2
NS12064E	7	5	-1	1	3	-1	9	2008	6
NS12068J	1	1	1	-1	-1	-1	6	2011	1
NS12068J	2	1	1	-1	-1	-1	6	2010	1
NS12068J	3	1	2	-1	-1	-1	6	2009	2
NS12070V	1	1	2	-1	-1	-1	7	2010	2
NS12070V	2	4	-1	-1	-1	-1	7	2008	5
NS12071W	1	1	1	-1	-1	-1	3	2013	1
NS12071W	2	1	2	-1	-1	-1	9	2012	2
NS12071W	3	2	1	-1	-1	-1	5	2011	3
NS12071W	4	5	-1	1	3	-1	9	2008	6
NS12072X	1	1	1	-1	-1	-1	4	2012	1
NS12072X	2	1	1	-1	-1	-1	2	2011	1
NS12072X	3	1	1	-1	-1	-1	9	2008	1
NS12073Y	1	5	-1	1	3	-1	9	2011	6
NS12073Y	2	1	1	-1	-1	-1	1	2009	1
NS12075A	1	1	1	-1	-1	-1	8	2012	1
NS12075A	2	5	-1	1	3	-1	9	2009	6
NS12075A	3	10	-1	-1	-1	-1	9	2008	14
NS12075A	4	5	-1	1	1	-1	9	2001	6
NS12077C	1	5	-1	1	3	-1	9	2009	6
NS12078D	1	7	-1	-1	-1	-1	9	2010	8
NS12078D	2	1	1	-1	-1	-1	6	2008	1
NS12081Q	1	1	1	-1	-1	-1	1	2010	1
NS12081Q	2	1	1	-1	-1	-1	12	2008	1
NS12081Q	3	1	1	-1	-1	-1	11	2006	1
NS12081Q	4	4	-1	-1	-1	-1	6	2006	5
NS12084T	1	5	-1	1	3	-1	9	2009	6
NS12084T	2	5	-1	1	1	-1	9	2003	6
NS12085V	1	4	-1	-1	-1	-1	7	2009	5
NS12090J	1	5	-1	1	3	-1	9	2009	6
NS12098S	1	1	1	-1	-1	-1	6	2006	1
NS12100K	1	5	-1	1	2	-1	10	2009	6
NS12100K	2	5	-1	1	1	-1	10	2007	6
NS12100K	3	5	-1	1	1	-1	10	2001	6
NS12103N	1	4	-1	-1	-1	-1	4	2014	5
NS12103N	2	4	-1	-1	-1	-1	4	2010	5
NS12106R	1	1	1	-1	-1	-1	6	2010	1
NS12106R	2	4	-1	-1	-1	-1	9	2008	5
NS12106R	3	5	-1	1	1	-1	8	1995	6
NS12107S	1	1	1	-1	-1	-1	5	2015	1
NS12107S	2	1	2	-1	-1	-1	3	2011	2
NS12107S	3	4	-1	-1	-1	-1	1	2011	5
NS12107S	4	5	-1	1	3	-1	10	2008	6
NS12112G	1	1	1	-1	-1	-1	10	2012	1
NS12112G	2	5	-1	1	3	-1	10	2008	6
NS12115K	1	1	1	-1	-1	-1	8	2008	1
NS12116L	1	5	-1	1	2	-1	9	2010	6
NS12116L	2	1	2	-1	-1	-1	9	2010	2
NS12116L	3	5	-1	1	2	-1	9	2009	6
NS12117M	1	1	1	-1	-1	-1	10	2012	1
NS12117M	2	1	2	-1	-1	-1	4	2008	2
NS12118N	1	1	2	-1	-1	-1	1	2012	2
NS12118N	2	4	-1	-1	-1	-1	7	2011	5
NS12118N	3	5	-1	1	3	-1	9	2008	6
NS12120Z	1	1	1	-1	-1	-1	6	2011	1
NS12120Z	2	5	-1	1	3	-1	9	2010	6
NS12120Z	3	5	-1	1	2	-1	9	2007	6
NS12126F	1	5	-1	1	3	-1	9	2008	6
NS12126F	2	5	-1	1	1	-1	9	2006	6
NS12127G	1	1	1	-1	-1	-1	1	2014	1
NS12127G	2	1	1	-1	-1	-1	7	2012	1
NS12127G	3	1	1	-1	-1	-1	1	2012	1
NS12127G	4	5	-1	1	3	-1	9	2009	6
NS12131V	1	5	-1	1	3	-1	9	2011	6
NS12131V	2	5	-1	1	2	-1	9	2007	6
NS12133X	1	1	1	-1	-1	-1	9	2013	1
NS12133X	2	1	1	-1	-1	-1	7	2011	1
NS12133X	3	1	2	-1	-1	-1	8	2010	2
NS12133X	4	5	-1	1	2	-1	9	2005	6
NS12134Y	1	5	-1	1	3	-1	10	2010	6
NS12134Y	2	1	1	-1	-1	-1	10	2006	1
NS12134Y	3	5	-1	1	1	-1	9	2003	6
NS12137B	1	1	1	-1	-1	-1	-8	2008	1
NS12137B	2	1	1	-1	-1	-1	-8	2008	1
NS12137B	3	1	1	-1	-1	-1	-9	-9	1
NS12138C	1	5	-1	1	3	-1	9	2009	6
NS12139D	1	5	-1	1	1	-1	9	2007	6
NS12140N	1	5	-1	1	3	-1	9	2008	6
NS12141P	1	1	1	-1	-1	-1	11	2008	1
NS12142Q	1	1	1	-1	-1	-1	1	2013	1
NS12142Q	2	1	1	-1	-1	-1	1	2013	1
NS12142Q	3	5	-1	1	3	-1	9	2008	6
NS12143R	1	4	-1	-1	-1	-1	5	2013	5
NS12143R	2	1	2	-1	-1	-1	4	2010	2
NS12143R	3	1	1	-1	-1	-1	12	2009	1
NS12143R	4	1	1	-1	-1	-1	2	2008	1
NS12148X	1	1	2	-1	-1	-1	9	2010	2
NS12148X	2	1	2	-1	-1	-1	9	2007	2
NS12151J	1	5	-1	1	3	-1	10	2008	6
NS12152K	1	5	-1	1	3	-1	9	2014	6
NS12152K	2	1	1	-1	-1	-1	6	2012	1
NS12152K	3	1	2	-1	-1	-1	6	2008	2
NS12154M	1	1	1	-1	-1	-1	4	2010	1
NS12155N	1	1	1	-1	-1	-1	5	2012	1
NS12155N	2	1	1	-1	-1	-1	10	2011	1
NS12155N	3	5	-1	1	3	-1	9	2008	6
NS12160C	1	1	2	-1	-1	-1	7	2007	2
NS12160C	2	4	-1	-1	-1	-1	7	2006	5
NS12163F	1	1	1	-1	-1	-1	12	2013	1
NS12163F	2	4	-1	-1	-1	-1	9	2013	5
NS12163F	3	1	2	-1	-1	-1	1	2011	2
NS12163F	4	4	-1	-1	-1	-1	1	2011	5
NS12163F	5	1	1	-1	-1	-1	4	2008	1
NS12164G	1	4	-1	-1	-1	-1	2	2010	5
NS12164G	2	5	-1	1	2	-1	9	2008	6
NS12167K	1	1	1	-1	-1	-1	7	2013	1
NS12167K	2	1	1	-1	-1	-1	1	2013	1
NS12167K	3	2	1	-1	-1	-1	7	2012	3
NS12167K	4	1	1	-1	-1	-1	6	2011	1
NS12167K	5	5	-1	1	3	-1	9	2008	6
NS12167K	6	5	-1	1	2	-1	9	2006	6
NS12168L	1	4	-1	-1	-1	-1	9	2014	5
NS12168L	2	5	-1	1	3	-1	9	2012	6
NS12168L	3	5	-1	1	3	-1	9	2009	6
NS12170X	1	1	1	-1	-1	-1	4	2012	1
NS12170X	2	1	1	-1	-1	-1	4	2010	1
NS12170X	3	5	-1	1	3	-1	5	2009	6
NS12170X	4	10	-1	-1	-1	-1	-9	-9	14
NS12171Y	1	1	2	-1	-1	-1	1	2013	2
NS12171Y	2	10	-1	-1	-1	-1	11	2012	14
NS12171Y	3	1	1	-1	-1	-1	-8	2008	1
NS12175C	1	5	-1	1	3	-1	9	2008	6
NS12178F	1	4	-1	-1	-1	-1	6	2014	5
NS12178F	2	3	2	-1	-1	-1	3	2014	11
NS12178F	3	5	-1	2	3	-1	9	2012	7
NS12178F	4	1	2	-1	-1	-1	8	2011	2
NS12178F	5	5	-1	1	3	-1	9	2008	6
NS12178F	6	5	-1	1	1	-1	9	2001	6
NS12180R	1	5	-1	1	3	-1	10	2009	6
NS12184W	1	5	-1	2	2	-1	8	2013	7
NS12184W	2	1	1	-1	-1	-1	6	2012	1
NS12184W	3	1	1	-1	-1	-1	1	2012	1
NS12184W	4	1	1	-1	-1	-1	4	2011	1
NS12184W	5	1	1	-1	-1	-1	9	2010	1
NS12184W	6	5	-1	1	2	-1	7	2006	6
NS12185X	1	1	1	-1	-1	-1	9	2012	1
NS12185X	2	1	1	-1	-1	-1	6	2009	1
NS12191M	1	5	-1	1	3	-1	4	2011	6
NS12191M	2	1	1	-1	-1	-1	9	2010	1
NS12191M	3	1	1	-1	-1	-1	2	2005	1
NS12193P	1	1	1	-1	-1	-1	6	2013	1
NS12193P	2	5	-1	1	3	-1	-8	-8	6
NS12195R	1	1	2	-1	-1	-1	9	2014	2
NS12195R	2	1	2	-1	-1	-1	8	2014	2
NS12195R	3	1	2	-1	-1	-1	8	2014	2
NS12195R	4	4	-1	-1	-1	-1	2	2014	5
NS12195R	5	3	2	-1	-1	-1	2	2014	11
NS12195R	6	1	2	-1	-1	-1	9	2013	2
NS12195R	7	5	-1	1	3	-1	9	2008	6
NS12197T	1	8	-1	-1	-1	2	12	2005	10
NS12201N	1	1	1	-1	-1	-1	4	2014	1
NS12201N	2	1	1	-1	-1	-1	9	2013	1
NS12201N	3	1	1	-1	-1	-1	6	2013	1
NS12201N	4	5	-1	2	2	-1	1	2013	7
NS12201N	5	1	2	-1	-1	-1	10	2012	2
NS12201N	6	6	1	-1	-1	-1	3	2012	12
NS12201N	7	1	1	-1	-1	-1	9	2011	1
NS12201N	8	1	1	-1	-1	-1	5	2010	1
NS12202P	1	1	1	-1	-1	-1	12	2014	1
NS12202P	2	4	-1	-1	-1	-1	11	2014	5
NS12202P	3	3	2	-1	-1	-1	9	2014	11
NS12202P	4	1	1	-1	-1	-1	6	2014	1
NS12202P	5	5	-1	1	3	-1	9	2013	6
NS12202P	6	1	1	-1	-1	-1	7	2012	1
NS12202P	7	5	-1	1	3	-1	9	2009	6
NS12203Q	1	2	2	-1	-1	-1	9	2014	4
NS12203Q	2	5	-1	1	3	-1	9	2011	6
NS12203Q	3	5	-1	1	2	-1	9	2010	6
NS12203Q	4	1	2	-1	-1	-1	1	2009	2
NS12205S	1	5	-1	1	3	-1	9	2008	6
NS12211H	1	4	-1	-1	-1	-1	7	2012	5
NS12211H	2	5	-1	1	3	-1	9	2009	6
NS12211H	3	5	-1	1	2	-1	9	2006	6
NS12212J	1	1	2	-1	-1	-1	10	2008	2
NS12215M	1	1	1	-1	-1	-1	7	2012	1
NS12215M	2	5	-1	1	3	-1	9	2008	6
NS12216N	1	1	1	-1	-1	-1	8	2012	1
NS12216N	2	5	-1	1	3	-1	9	2009	6
NS12217P	1	1	2	-1	-1	-1	1	2007	2
NS12218Q	1	1	1	-1	-1	-1	7	2012	1
