NSID	W1mainres	W1secores	W1histres	W2mainres	W2secores	W2histres	W1motherID	W1fatherID	W2motherID	W2fatherID	W1sampborHS	W1sampbo2HS	W2sampborHS	W2sampbo2HS	W1nurschHS	W1numsch	W1inyrmov	W2numsch	W2inyrmov	W1curparyHS	W1eversepHS	W1expart2HS	W1expart1HS	W1livesepHS	W2curparyHS	W2eversepHS	W2expart2HS	W2expart1HS	W2livesepHS	W1everspf	W1WhenSpf	W1yearsspf	W1Partners	W2everspf	W2WhenSpf	W2yearsspf	W2Partners	SpfBth	mbirthag	birthwb	BirthWa1	BirthWa2	bwtkg	birthw2	birthw3	wksearly	wtcheck	Femps5	Memps5	MRetwrk	MRetptft	W1duruntotMP	W1duruntot5MP	W1duruntot10MP	W1duruntotSP	W1duruntot5SP	W1duruntot10SP	W1duruntotmum	W1duruntot5mum	W1duruntot10mum	W1duruntotdad	W1duruntot5dad	W1duruntot10dad	W2duruntotMP	W2duruntot5MP	W2duruntot10MP	W2duruntotSP	W2duruntot5SP	W2duruntot10SP	W2duruntotmum	W2duruntot5mum	W2duruntot10mum	W2duruntotdad	W2duruntot5dad	W2duruntot10dad
NS14341K	2	3	3	3	6	3	3	2	3	6	-99	-99	1	-91	-99	2	0	2	0	-99	-99	-99	-99	-99	-92	2	1	-91	2	-99	-99	-99	-99	-94	-94	-94	-94	-99	3	-94	-94	-94	-94	-1	-94	0	-94	5	-98	-98	-98	-94	60	120	-99	-99	-99	-99	-99	-99	-94	60	120	-94	-94	-94	-94	-94	-94	-94	-94	-94	-94	-94	-94
NS14726K	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	3	1	3	1	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	4	-91	8	8	3.86	3	2	0	0	-98	-92	11	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS11517A	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	9	12	4.42	1	-91	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25709E	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	7	6	3.35	1	-91	0	0	3	10	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24291Q	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	9	2.98	-1	-91	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24673M	2	3	2	-992	-992	-992	2	3	-992	-992	-99	-99	-992	-992	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-992	-992	-992	-992	-992	-99	-99	-99	-99	-992	-992	-992	-992	-99	2	-94	-94	-94	-94	-94	-94	-94	-94	-94	-98	-98	-98	-99	-99	-99	-94	-94	-94	-99	-99	-99	-94	-94	-94	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS16111N	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	6	3.8	3	1	0	0	1	10	6	2	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	23	0	0
NS25175Z	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	2	3	1	3	1	16	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	2	-91	2	4	1.02	2	10	10	0	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS13904C	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	8	12	3.97	3	3	0	0	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18398Y	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	6	6	2.89	2	4	4	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS12037Z	2	3	2	2	-98	2	2	3	2	3	1	-91	-91	-91	1	6	4	6	4	17	1	2	-91	2	-91	-91	-91	1	2	1	-91	2	-91	1	15	-94	0	0	2	-91	9	2	4.14	3	2	0	0	1	10	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS12059Q	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	4	2	1	-91	2	-91	2	-91	-91	2	1	9	1	1	1	9	1	1	0	2	-91	3	14	1.76	2	6	6	0	-98	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25699D	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	2	3	0	3	0	19	2	2	-91	2	-91	-91	-91	1	2	0	-91	0	-91	-94	-94	-94	0	0	5	-91	6	12	3.06	3	2	0	0	1	10	14	2	7	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	7	0	0
NS18842E	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	9	2	2	-91	2	-91	2	-91	-91	2	1	0	6	1	1	0	6	1	1	2	-91	7	1	3.2	2	1	1	0	-98	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS11921X	2	3	2	2	3	2	2	3	2	3	2	1	-91	-91	1	4	0	4	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	2.9	-91	-91	2.9	1	-91	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23664Y	3	2	3	2	3	3	3	2	3	2	2	1	-91	-91	2	3	0	3	0	20	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	4	-91	5	4	2.38	1	-91	0	0	1	10	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10102W	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	4	-91	7	7	3.37	1	-91	0	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS25435C	2	3	2	3	2	2	2	3	2	3	1	-91	-995	-995	1	3	0	3	0	17	2	1	-91	2	-995	-995	-995	-995	-995	-94	-94	-94	-94	-94	-94	-94	-94	-94	2	-91	8	1	3.66	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18539L	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	8	3.4	2	1	1	0	1	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS16895P	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	-99	-99	-99	-99	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	3	-91	-91	-91	-91	2	4	4	-91	-98	10	15	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18295S	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	0	3.63	2	2	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19149S	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	4	0	4	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	0	-94	1	1	0	7	1	1	3	-91	6	12	3.06	1	-91	0	0	-98	3	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24057P	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	4	3.74	1	-91	0	0	-98	3	0	1	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS14396N	2	-98	2	2	4	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	1	2	2	-91	2	1	10	3	0	1	10	4	0	0	3	-91	7	3	3.26	1	-91	0	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94	0	0	0	-98	-98	-98
NS16404D	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	7	6	0	1	7	7	0	0	3	-91	8	6	3.8	2	2	2	0	-98	10	6	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS18772L	3	2	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	6	10	3.01	1	-91	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS17787Q	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	6	0	6	0	-91	-91	-91	1	1	-992	-992	-992	-992	-992	-94	-94	-94	-94	-992	-992	-992	-992	-94	2	-91	6	7	2.92	1	-91	0	0	-98	2	3	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS20938N	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	-94	-94	-94	-94	-94	-94	-94	-94	5	-91	7	8	3.4	2	1	1	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS14550H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	15	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	5	15	2.69	2	3	3	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20908E	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	6	13	3.09	3	1	0	0	1	2	0	2	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1
NS11249E	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	1	3.2	1	-91	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20811P	2	3	2	3	2	2	2	3	2	3	2	1	-91	-91	2	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	3.5	-91	-91	3.5	1	-91	0	0	3	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21660C	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	-92	1	2	-91	2	-91	2	-91	-91	2	1	-94	-94	-94	-94	-94	-94	-94	-94	2	-91	6	8	2.95	1	-91	0	0	1	10	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22525Y	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	-91	-91	2	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	0	3.63	3	2	0	0	-94	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14850P	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	-1	-99	-99	-99	-99	-91	-91	-91	-92	-92	-91	-91	-91	2	2	-94	-94	-94	-94	1	0	15	0	-94	5	-91	-91	-91	-91	2	3	3	-91	-98	9	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS21395K	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	12	3.97	1	-91	0	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22551C	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	1	2	-992	-992	-992	-992	-992	1	6	7	0	-992	-992	-992	-992	0	3	-91	8	0	3.63	1	-91	0	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS22602H	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	2	3	1	3	1	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	3	-91	2	8	1.13	2	3	3	1	5	10	-91	0	130	24	72	0	0	0	0	0	0	130	24	72	130	11	59	0	0	0	0	0	0	130	11	59
NS24023B	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	1	-94	0	1	1	13	0	0	4	-91	7	15	3.6	2	3	3	0	-98	5	-91	0	112	1	61	-98	-98	-98	112	1	61	-98	-98	-98	112	0	47	-98	-98	-98	112	0	47	-98	-98	-98
NS16250S	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	1	-91	5	2	2.32	2	7	7	0	1	-94	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25754X	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	3	2	1	-91	2	-91	2	-91	-91	2	1	9	2	1	1	9	2	1	0	2	-91	7	3	3.26	3	2	0	0	-98	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20108M	2	3	2	2	3	2	2	3	2	3	-99	-99	1	-91	-99	1	0	1	0	-99	-99	-99	-99	-99	-91	-91	-91	-91	2	-99	-99	-99	-99	-94	-94	-94	-94	-99	3	-94	6	6	2.89	3	2	0	0	-98	2	0	1	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS24422J	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	2	3	1	3	1	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	-91	-91	-91	-91	-91	-91	-91	0	-91	2	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS19523F	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	3	1	3	1	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	6	3	2.81	1	-91	0	0	3	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS17367S	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	7	2	2	-91	2	-91	2	-91	-91	2	1	0	7	1	1	0	7	1	1	3	-91	9	10	4.37	1	-91	0	0	-98	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS11380A	2	3	2	2	-98	2	2	3	2	3	1	-91	-99	-99	1	6	0	6	0	17	1	1	-91	2	-99	-99	-99	-99	-99	1	0	-94	2	-99	-99	-99	-99	1	1	-91	6	10	3.01	2	2	2	0	9	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	-98	-98	-98	-99	-99	-99	-94	-94	-94
NS13046N	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	10	3.01	1	-91	0	0	3	10	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24484D	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	18	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	2	-91	6	13	3.09	3	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS24330Z	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	13	0	0	1	13	1	0	0	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS16671R	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	6	9	2.98	3	2	0	0	1	1	0	1	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS16526X	2	3	3	2	3	2	3	2	2	3	1	-91	-91	-91	1	2	0	2	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	10	9	4.79	3	1	0	0	-98	-98	-98	-98	8	0	8	0	0	0	0	0	0	8	0	8	8	0	8	0	0	0	8	0	8	0	0	0
NS22243D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	14	2	1	-91	2	-91	2	-91	-91	2	1	1	0	1	1	1	0	1	0	2	-91	6	11	3.03	2	3	3	0	-98	10	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20285S	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	17	2	2	-91	2	-91	-91	-91	2	2	0	-91	0	-91	0	-91	0	-91	0	-94	-91	7	11	3.49	3	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18391Q	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	4	3	4	3	-91	-91	-91	1	2	-91	-91	-91	2	2	1	0	7	1	1	0	8	1	1	4	-91	6	2	2.78	2	2	2	0	-98	10	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS20392L	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	1	-91	6	8	2.95	3	2	0	0	1	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25555T	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	-94	-94	-94	-94	-94	-94	-94	-94	-94	1	-91	9	4	4.2	1	-91	0	0	-98	10	5	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24860T	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	1	-91	-91	-91	2	2	1	0	1	1	1	0	2	1	1	4	-91	5	1	2.3	3	3	0	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24247Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	3	1	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	8	3.86	2	3	3	0	-98	10	5	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-94	-94	-94	0	0	0	-94	-94	-94
NS15850K	2	-98	2	2	-98	2	-98	-98	-98	-98	1	-91	-91	-91	2	3	0	3	0	-91	-91	-91	-91	2	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98
NS15522X	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	5	-91	9	9	4.34	1	-91	0	0	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15233L	3	2	3	-992	-992	-992	3	2	-992	-992	1	-91	-992	-992	1	2	0	2	0	17	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	3	-91	3	11	1.67	2	8	8	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS21017Z	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	2	3	1	3	1	-91	-91	-91	-91	1	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	-94	3	-91	-91	3	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24663S	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	5	2	5	2	-91	-91	-91	1	2	-91	-91	-91	2	2	1	10	3	0	1	10	5	0	0	2	-91	8	1	3.66	1	-91	0	0	-98	10	13	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS14087N	2	3	3	-992	-992	-992	3	2	-992	-992	-995	-995	-992	-992	-995	-99	-99	-99	-99	-995	-995	-995	-995	-995	-992	-992	-992	-992	-992	-94	-94	-94	-94	-992	-992	-992	-992	-94	2	-94	-94	-94	-94	-94	-94	-94	-94	3	10	7	1	0	0	0	-94	-94	-94	-94	-94	-94	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS10356C	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	1	2	1	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	6	10	3.01	3	1	0	0	3	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18467Q	2	3	3	2	3	3	3	2	3	2	2	1	-91	-91	1	2	0	2	0	4	2	2	-91	2	-91	2	-91	-91	2	1	0	11	1	1	0	11	1	1	1	2.8	-91	-91	2.8	2	2	2	0	6	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21934E	2	3	2	2	3	2	2	3	2	3	2	2	-91	-91	2	2	0	2	0	16	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	2	-91	-91	-91	-91	1	-91	0	-91	5	10	0	1	0	0	0	53	-94	52	0	0	0	53	-94	52	0	0	0	53	60	41	0	0	0	53	60	41
NS13183Q	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	11	2	1	-91	2	-91	2	-91	-91	2	-94	-94	-94	-94	-94	-94	-94	-94	-94	4	-91	5	3	2.35	2	3	3	0	1	10	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24571H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	9	11	4.39	3	1	0	0	-92	-94	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23578V	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	3	0	3	0	-91	-91	-91	1	2	-992	-992	-992	-992	-992	1	0	5	1	-992	-992	-992	-992	1	2	-91	6	0	2.72	3	1	0	0	-98	2	0	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS21940V	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	3	2	2	-91	1	-91	2	-91	-91	2	1	0	12	1	1	0	12	1	1	3	-91	9	7	4.28	3	2	0	0	-98	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19379F	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	2	4	0	4	0	-92	-1	1	-91	2	-992	-992	-992	-992	-992	-94	-94	-94	-94	-992	-992	-992	-992	-94	4	-91	8	0	3.63	1	-91	0	0	-98	-94	-91	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS20178Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	6	9	2.98	1	-91	0	0	-98	1	0	1	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
