NSID	W1mainres	W1secores	W1histres	W2mainres	W2secores	W2histres	W1motherID	W1fatherID	W2motherID	W2fatherID	W1sampborHS	W1sampbo2HS	W2sampborHS	W2sampbo2HS	W1nurschHS	W1numsch	W1inyrmov	W2numsch	W2inyrmov	W1curparyHS	W1eversepHS	W1expart2HS	W1expart1HS	W1livesepHS	W2curparyHS	W2eversepHS	W2expart2HS	W2expart1HS	W2livesepHS	W1everspf	W1WhenSpf	W1yearsspf	W1Partners	W2everspf	W2WhenSpf	W2yearsspf	W2Partners	SpfBth	mbirthag	birthwb	BirthWa1	BirthWa2	bwtkg	birthw2	birthw3	wksearly	wtcheck	Femps5	Memps5	MRetwrk	MRetptft	W1duruntotMP	W1duruntot5MP	W1duruntot10MP	W1duruntotSP	W1duruntot5SP	W1duruntot10SP	W1duruntotmum	W1duruntot5mum	W1duruntot10mum	W1duruntotdad	W1duruntot5dad	W1duruntot10dad	W2duruntotMP	W2duruntot5MP	W2duruntot10MP	W2duruntotSP	W2duruntot5SP	W2duruntot10SP	W2duruntotmum	W2duruntot5mum	W2duruntot10mum	W2duruntotdad	W2duruntot5dad	W2duruntot10dad
NS12774P	2	-98	2	2	-98	2	-98	-98	-98	-98	1	-91	-91	-91	2	2	0	2	0	-91	-91	-91	-91	1	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98
NS21863K	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	9	2.98	2	4	4	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS11402Y	2	-98	2	2	-98	2	-98	2	-98	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	14	0	1	0	14	0	1	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0
NS22515D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	1	3	1	20	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	4	-91	6	9	2.98	1	-91	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22513B	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	2	4	2	4	2	1	-91	2	-91	2	-91	-91	2	1	9	1	1	1	9	1	1	0	2	-91	6	6	2.89	1	-91	0	0	-98	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24851A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	5	1	2.3	1	-91	0	0	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10826E	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	1	4	1	7	2	1	-91	2	-91	2	-91	-91	2	1	6	4	1	1	6	4	1	0	3	-91	6	1	2.75	1	-91	0	0	-98	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS15142C	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	2	3	0	3	0	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	3	-91	7	0	3.18	2	2	2	0	-98	3	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS24135A	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	8	2	2	-91	2	-91	2	-91	-91	2	-94	0	-94	1	-94	0	-94	1	1	4	-91	6	8	2.95	1	-91	0	0	-98	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS22010M	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	5	13	2.64	2	4	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22242C	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	1	4	2	4	2	-91	-91	-91	1	2	-91	-91	-91	2	2	1	1	5	1	1	1	6	1	0	3	4.03	-91	-91	4.03	2	2	2	0	-98	2	3	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24001K	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	7	2.92	3	1	0	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS24761S	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	1	-91	6	11	3.03	3	2	0	0	-98	10	0	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS26078W	2	-98	2	2	5	2	2	-98	2	-98	1	-91	-91	-91	1	5	2	5	2	-91	-91	-91	2	2	2	2	2	-91	2	1	0	14	0	1	0	14	0	1	3	-91	8	5	3.77	1	-91	0	0	-98	10	11	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94	0	0	0	-98	-98	-98
NS11447G	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	14	2	2	-91	2	-992	-992	-992	-992	-992	1	0	0	1	-992	-992	-992	-992	1	3	-91	7	13	3.54	1	-91	0	0	-98	10	13	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS20556R	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	10	2	4.59	1	-91	0	0	5	10	-91	0	0	0	0	82	0	29	0	0	0	82	0	29	0	0	0	82	0	16	0	0	0	82	0	16
NS19457R	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	5	-91	6	8	2.95	2	3	3	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS23233E	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	4	0	4	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	10	3.46	1	-91	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS12568V	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	1	0	0	1	1	0	0	1	1	2	-91	6	8	2.95	1	-91	0	0	5	10	-91	0	144	23	83	0	0	0	0	0	0	144	23	83	144	10	70	0	0	0	0	0	0	144	10	70
NS22841P	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	-1	-1	-1	1	-91	0	-91	2	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25568R	3	2	3	3	-98	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	-91	-91	2	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	6	2	2.78	2	2	2	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS15868N	2	3	2	2	-98	2	2	3	2	3	1	-91	-91	-91	1	5	3	5	3	20	2	2	-91	2	-91	-91	-91	2	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	6	3.8	3	1	0	0	-98	2	0	2	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS14752P	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	1	3	1	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	6	7	2.92	3	2	0	0	1	-94	-94	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19786F	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	1	2	-992	-992	-992	-992	-992	1	1	12	0	-992	-992	-992	-992	0	3	-91	6	13	3.09	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS14405N	2	3	2	-992	-992	-992	2	3	-992	-992	-99	-99	-992	-992	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-992	-992	-992	-992	-992	-99	-99	-99	-99	-992	-992	-992	-992	-99	3	-94	-94	-94	-94	-94	-94	-94	-94	2	-98	-98	-98	-99	-99	-99	-94	-94	-94	-99	-99	-99	-94	-94	-94	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS22331J	2	3	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	9	0	4.08	3	1	0	0	6	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19336Z	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	1	2	0	2	0	-91	-91	-91	2	2	-992	-992	-992	-992	-992	1	0	14	0	-992	-992	-992	-992	1	3	-91	7	8	3.4	3	2	0	0	-98	5	-91	0	-94	60	120	-98	-98	-98	-94	60	120	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS10687T	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	4	0	4	0	-91	-91	-91	-91	2	-91	-91	-91	2	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	7	2	3.23	2	2	2	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS19252G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	6	2	2	-91	2	-91	2	-91	-91	2	1	0	9	1	1	0	9	1	1	4	-91	7	6	3.35	1	-91	0	0	-98	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18388D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	9	11	4.39	3	1	0	0	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS25306S	2	3	3	2	3	3	3	2	3	2	-99	-99	-99	-99	-99	2	0	2	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	5	-99	-99	-99	-99	-99	-99	-99	-99	3	-98	-98	-98	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	0	0	0
NS25630B	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	7	2.92	1	-91	0	0	1	10	2	2	0	0	0	13	0	13	0	0	0	13	0	13	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99
NS17780H	2	-98	2	2	3	2	-98	-98	-98	-98	1	-91	-91	-91	2	4	1	4	1	-91	-91	-91	-91	-997	-91	-91	-91	-91	1	-93	-93	-93	-93	-93	-93	-93	-93	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	-94	-94	-94	-98	-98	-98	-98	-98	-98
NS12415R	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	8	4	3.74	2	1	1	0	3	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS16722X	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	2	2	-91	-91	-91	2	2	1	0	13	0	1	0	13	0	1	3	-91	8	1	3.66	1	-91	0	0	-98	10	7	2	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS19273X	2	3	2	2	-98	2	2	3	2	3	2	1	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	-91	-91	2	2	0	-91	0	-91	0	-91	0	-91	0	2	-91	6	0	2.72	2	2	2	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94
NS12617Y	2	-98	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	2	2	0	2	0	-997	-997	-997	-91	2	-992	-992	-992	-992	-992	-94	-94	-94	-94	-992	-992	-992	-992	-94	2	-91	4	0	1.81	2	5	5	0	-98	-94	-94	-94	0	0	0	-98	-98	-98	0	0	0	-94	-94	-94	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS24780F	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	5	3	2.35	1	-91	0	0	2	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14328D	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	8	0	3.63	2	1	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21503L	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	11	2	0	1	11	4	0	0	1	-91	6	15	3.15	3	2	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS17448G	4	5	4	4	5	4	4	5	4	5	1	-91	-91	-91	1	2	0	2	0	15	2	2	-91	2	-91	2	-91	-91	2	1	0	0	1	1	0	0	1	1	3	-91	7	5	3.32	3	2	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21923J	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	2	0	2	0	4	2	1	-91	2	-992	-992	-992	-992	-992	-94	0	-94	2	-992	-992	-992	-992	1	2	-91	7	8	3.4	1	-91	0	0	-98	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS24153M	2	3	3	2	3	3	3	2	3	2	2	1	-91	-91	2	-99	-99	-99	-99	8	2	2	-91	2	-91	2	-91	-91	2	1	0	7	1	1	0	7	1	1	1	-91	-91	-91	-91	1	-91	0	-91	12	10	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23313S	2	-98	2	2	-98	2	2	-98	2	-98	1	-91	-91	-91	2	3	0	3	0	-91	-91	-91	1	2	-91	-91	-91	2	2	1	6	8	0	1	6	9	0	0	2	-91	8	7	3.83	2	2	2	0	-98	1	1	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS17989X	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	18	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	8	3.4	3	2	0	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23280Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	0	3	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	14	4.03	3	2	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18372C	2	3	3	2	3	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	16	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	9	2.98	3	1	0	0	1	10	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS19593S	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	9	3	4.17	1	-91	0	0	1	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS22835Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	20	1	2	-91	2	-91	2	-91	-91	2	1	-91	4	-91	1	-91	4	-91	0	2	-91	8	-91	3.63	1	-91	0	0	3	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18982K	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	7	2	1	-91	2	-91	2	-91	-91	2	-94	-94	-94	-94	-94	-94	-94	-94	-94	1	-91	7	2	3.23	3	2	0	0	1	10	-91	0	0	0	0	19	19	19	0	0	0	19	19	19	0	0	0	19	17	19	0	0	0	19	17	19
NS18250J	2	3	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	5	-91	6	3	2.81	1	-91	0	0	1	2	0	1	4	4	4	0	0	0	0	0	0	4	4	4	0	0	0	4	4	4	0	0	0	4	4	4
NS10346H	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	1	3	1	5	2	1	-91	2	-91	2	-91	-91	2	1	6	3	1	1	6	3	1	0	1	-91	7	11	3.49	3	1	0	0	-98	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20491M	2	3	3	-992	-992	-992	3	2	-992	-992	-99	-99	-992	-992	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-992	-992	-992	-992	-992	-99	-99	-99	-99	-992	-992	-992	-992	-99	4	-94	-94	-94	-94	-94	-94	-94	-94	5	-98	-98	-98	-94	60	120	-99	-99	-99	-99	-99	-99	-94	60	120	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS20092E	2	3	2	2	-98	2	3	2	3	2	2	1	-91	-91	1	2	0	2	0	2	2	2	-91	2	-91	-91	-91	1	2	1	0	13	1	1	0	14	1	1	-91	-91	-91	-91	-91	-91	-91	0	-91	6	-98	-98	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-98	-98	-98	-94	-94	-94	0	0	0
NS19646A	2	-98	2	-992	-992	-992	2	-98	-992	-992	1	-91	-992	-992	2	2	0	2	0	-91	-91	-91	1	1	-992	-992	-992	-992	-992	1	0	13	0	-992	-992	-992	-992	0	1	-91	7	14	3.57	1	-91	0	0	-98	1	4	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS25415N	2	-98	2	-992	-992	-992	-98	-98	-992	-992	2	1	-992	-992	1	2	2	2	2	-91	-91	-91	-91	1	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	-98	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS20743Y	2	3	2	-992	-992	-992	2	3	-992	-992	1	-91	-992	-992	1	3	0	3	0	20	2	2	-91	2	-992	-992	-992	-992	-992	0	-91	0	-91	-992	-992	-992	-992	0	3	-91	9	4	4.2	3	2	0	0	3	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS11732N	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	12	3.06	1	-91	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS10925F	3	2	3	3	2	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	4	-91	7	-1	3.18	1	-91	0	0	1	10	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS20268G	2	-98	2	-992	-992	-992	-98	2	-992	-992	1	-91	-992	-992	2	2	0	2	0	-91	-91	-91	-91	2	-992	-992	-992	-992	-992	-93	-93	-93	-93	-992	-992	-992	-992	-93	-91	-91	-91	-91	-91	-91	-91	0	-91	1	-98	-98	-98	0	0	0	-98	-98	-98	-98	-98	-98	0	0	0	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992	-992
NS13560G	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	17	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	7	11	3.49	2	2	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS17049Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	19	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	6	1	2.75	3	2	0	0	1	10	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21478B	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	3	0	3	0	20	2	2	-91	2	-91	2	-91	-91	2	0	-91	0	-91	0	-91	0	-91	0	3	-91	8	1	3.66	3	2	0	0	-94	2	0	1	0	0	0	-99	-99	-99	0	0	0	-99	-99	-99	0	0	0	0	0	0	0	0	0	0	0	0
NS23032Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	4	2	1	-91	2	-91	2	-91	-91	2	1	10	1	1	1	10	1	1	0	4	-91	6	12	3.06	1	-91	0	0	-98	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS18849M	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	1	2	2	-91	2	-91	2	-91	-91	2	1	0	13	1	1	0	13	1	1	3	-91	6	9	2.98	3	2	0	0	-98	10	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25508Z	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	2	2	0	2	0	19	1	2	-91	2	-91	2	-91	-91	2	1	-91	0	-91	1	-91	0	-91	0	2	-91	5	7	2.47	2	2	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS11118S	2	3	3	2	4	3	3	2	3	2	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	4	-91	5	6	2.44	1	-91	0	0	5	10	-91	0	-94	60	120	0	0	0	0	0	0	-94	60	120	189	60	120	-94	-94	-94	-94	-94	-94	189	60	120
NS20507V	2	-98	2	2	-98	2	2	-98	2	-98	2	2	-91	-91	1	-99	-99	-99	-99	-91	-91	-91	-91	2	-91	-91	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	5	-91	2.27	1	-91	0	0	-98	10	-91	0	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
NS24304V	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	12	2	1	-91	2	-91	2	-91	-91	2	1	1	1	1	1	1	1	1	0	1	-91	8	6	3.8	3	2	0	0	-98	10	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS25177B	2	3	3	2	3	3	3	2	3	2	2	1	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	2	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	2	-91	6	8	2.95	1	-91	0	0	3	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS23219X	2	3	2	3	2	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	-91	-91	-91	-91	2	-91	-997	-91	-91	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	5	-91	2	1	.94	2	8	8	0	1	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS21189Q	2	3	2	2	3	2	2	3	2	3	1	-91	-91	-91	1	2	0	2	0	4	2	2	-91	2	-91	2	-91	-91	2	1	0	10	1	1	0	10	1	1	2	-91	7	0	3.18	2	5	5	0	-98	10	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS14679J	2	-98	2	2	-98	2	2	-98	2	-98	2	1	-91	-91	1	2	0	3	0	-91	-91	-91	-91	2	-91	-91	-91	2	2	-93	-93	-93	-93	-93	-93	-93	-93	-93	5	2.6	-91	-91	2.6	2	3	3	0	-98	1	0	1	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98	0	0	0	-98	-98	-98
