NSID	SAMPPSU	SAMPSTRATUM	DESIGNWEIGHT	MAINBOOST	W1OUTCOME	W1FINWT	W2OUTCOME	W2FINWT	W3OUTCOME	W3FINWT	W2TOW3NRWT	W4OUTCOME	W4WEIGHT_MAIN_BOOST	W4WEIGHT_MAIN	W5OUTCOME	W5FINWT_CROSS	W6OUTCOME	W6FINWT_CROSS	W6LSYPEWT	W6LSYPEW4WT	W7OUTCOME	W7_LSYPE_WT	W7FINWT	W7_LSYPE_WT_SKIPONLY	W8OUTCOME	W8FINWT	W9OUTCOME	W9FINWT	DATA_AVAILABILITY
NS21840S	12517	125	.421069155828	1	1	.4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	1
NS21841T	12815	128	.151981943324	1	1	.17	1	.16	1	.16	.99	1	.1971	.1929	1	.2	1	.2	.2	-1	1	.18521	.18514	-1	1	.2	1	.19	1
NS21842V	12821	128	.910858119842	1	1	1.16	1	1.12	1	1.15	1.02	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.07	1	1.15	1
NS21843W	11027	110	.421069155828	1	1	.41	1	.45	1	.45	1.02	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	5	-1	1
NS21844X	12539	125	1.366287179763	1	1	1.46	1	1.49	1	1.6	1.07	1	1.7976	1.744	1	1.95	1	2.04	2.04	-1	3	-1	-1	-1	2	-1	2	-1	1
NS21845Y	11728	117	1.366287179763	1	1	1.31	1	1.26	1	1.26	1	1	1.1873	1.1567	5	-1	5	-1	-1	-1	-1	-1	-1	-1	1	1.02	1	1.02	1
NS21846Z	11734	117	.365572593787	1	1	.37	1	.34	1	.35	1.01	1	.2781	.2816	1	.27	1	.27	.27	-1	1	.27262	.27253	-1	5	-1	1	.3	1
NS21847A	11750	117	1.366287179763	1	1	1.23	1	1.12	1	1.06	.95	1	.9871	.9617	1	.93	1	.89	.89	-1	1	.8363	.83601	-1	2	-1	5	-1	1
NS21848B	10103	101	1.011441781547	1	1	1.58	1	1.43	1	1.34	.93	1	1.2386	1.1948	1	1.22	1	1.23	1.23	-1	1	1.23229	1.23186	-1	1	1.08	1	1.08	1
NS21849C	11720	117	1.366287179763	1	1	1.31	1	1.35	1	1.92	1.41	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS21850M	11753	117	1.366287179763	1	1	1.23	1	1.14	1	1.11	.97	1	1.0425	1.0157	1	.99	1	1.03	1.03	-1	1	.97917	.97883	-1	2	-1	5	-1	1
NS21851N	11308	113	1.366287179763	1	1	1.21	1	1.1	1	1.22	1.11	1	1.4538	1.4092	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	4	-1	1
NS21852P	12508	125	1.366287179763	1	1	1.45	1	1.59	1	1.52	.95	1	1.5651	1.5177	1	1.52	1	1.43	1.43	-1	1	1.40198	1.40149	-1	1	1.17	1	1.23	1
NS21853Q	11727	117	1.366287179763	1	1	1.46	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21854R	13410	134	.243715062525	1	1	.27	1	.27	1	.28	1.03	1	.3029	.305	3	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21855S	10303	103	1.232358817658	1	1	2.18	1	2.02	1	1.9	.94	1	1.553	1.5066	1	1.57	1	1.49	1.49	-1	1	1.65385	1.65328	-1	2	-1	-1	-1	1
NS21856T	11761	117	1.366287179763	1	1	1.27	1	1.27	1	1.27	.99	1	1.2694	1.2372	1	1.35	1	1.57	1.57	-1	1	1.483	1.48248	-1	1	1.45	1	1.51	1
NS21857V	11415	114	1.366287179763	1	1	1.21	1	1.14	1	1.09	.95	1	1.0627	1.0294	1	1.02	1	1.08	1.08	-1	1	1.01174	1.01139	-1	2	-1	3	-1	1
NS21858W	11002	110	1.366287179763	1	1	1.44	1	1.87	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS21859X	13706	137	.151981882016	1	1	.17	1	.16	1	.16	.99	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	1
NS21860G	11813	118	1.366287179763	1	1	1.27	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21861H	11808	118	1.366287179763	1	1	1.2	1	1.09	1	1.06	.98	1	.9956	.9704	1	.93	1	.99	.99	-1	1	.98443	.98409	-1	6	-1	1	1.05	1
NS21862J	11758	117	1.366287179763	1	1	1.23	1	1.14	1	1.11	.97	1	1.0516	1.0245	1	1	1	1	1	-1	1	.92655	.92623	-1	1	.72	1	.65	1
NS21863K	13107	131	.910858119842	1	1	.94	1	.96	1	.95	.99	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21864L	10301	103	3.414660890594	1	1	4	1	4.54	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21865M	12528	125	1.366287179763	1	1	1.31	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS21866N	12360	123	1.366287179763	1	1	1.36	1	1.34	1	1.32	.98	1	1.3882	1.3457	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.54	1	1.76	1
NS21867P	11301	113	1.366287179763	1	1	1.21	1	1.1	1	1.06	.96	1	1.1612	1.1255	1	1.19	1	1.13	1.13	-1	1	1.29087	1.29042	-1	6	-1	1	1.11	1
NS21868Q	12813	128	.910858119842	1	1	1.4	1	1.54	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	3	-1	1
NS21869R	12506	125	1.366287179763	1	1	1.24	1	1.12	1	1.08	.96	1	1.2315	1.1948	1	1.18	1	1.19	1.19	-1	1	1.21577	1.21535	-1	2	-1	1	1.06	1
NS21870B	13108	131	.910858119842	1	1	.94	1	.93	1	.93	1	1	.9101	.8816	1	.87	1	.91	.91	-1	1	.91293	.91261	-1	1	1.04	1	1	1
NS21871C	11012	110	.296052729324	1	1	.44	1	.54	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	2	-1	1
NS21872D	12339	123	1.366287179763	1	1	1.3	1	1.2	1	1.18	.98	1	1.1893	1.1524	1	1.35	1	1.36	1.36	-1	1	1.29279	1.29234	-1	1	1.09	1	1	1
NS21873E	12508	125	1.366287179763	1	1	1.24	1	1.13	1	1.08	.95	1	1.1101	1.077	1	1.07	1	1.01	1.01	-1	1	.92185	.92152	-1	1	.98	1	.88	1
NS21874F	12348	123	1.366287179763	1	1	1.27	1	1.16	1	1.14	.98	1	1.1557	1.1203	1	1.09	1	1.01	1.01	-1	1	.92735	.92703	-1	1	.77	1	.67	1
NS21875G	11704	117	1.366287179763	1	1	1.31	1	1.24	1	1.28	1.03	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21876H	12910	129	.246782112899	1	1	.36	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.39	2	-1	1
NS21877J	13201	132	.243715062525	1	1	.3	1	.33	1	.33	1.02	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21878K	11721	117	1.366287179763	1	1	1.46	1	1.54	1	1.66	1.07	1	1.5351	1.4956	1	1.45	1	1.46	1.46	-1	1	1.92899	1.92831	-1	2	-1	1	1.72	1
NS21879L	11420	114	1.366287179763	1	1	1.21	1	1.13	1	1.08	.95	1	1.0317	.9995	1	.99	1	1.03	1.03	-1	1	.99127	.99092	-1	6	-1	1	1.06	1
NS21880W	12536	125	1.366287179763	1	1	1.31	1	1.24	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS21881X	10824	108	1.366287179763	1	1	1.23	1	1.16	1	1.11	.96	1	1.1925	1.1552	1	1.1	1	1.04	1.04	-1	1	.97638	.97604	-1	2	-1	1	1	1
NS21882Y	11020	110	1.366287179763	1	1	1.33	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	3	-1	1
NS21883Z	13802	138	.196456906932	1	1	.3	1	.32	1	.34	1.08	1	.3457	.4422	1	.37	1	.35	.35	-1	1	.35578	.35566	-1	1	.42	1	.41	1
NS21884A	12503	125	1.366287179763	1	1	1.31	1	1.26	1	1.23	.98	1	1.2348	1.1979	1	1.19	1	1.19	1.19	-1	1	1.14369	1.14329	-1	1	1.47	2	-1	1
NS21885B	11101	111	1.366287179763	1	1	1.78	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.5	1	1.64	1
NS21886C	10440	104	1.366287179763	1	1	1.21	1	1.16	1	1.13	.97	1	1.2328	1.1942	1	1.38	1	1.68	1.68	-1	1	1.60945	1.60889	-1	2	-1	1	1.55	1
NS21887D	13114	131	.280712770552	1	1	.26	1	.25	1	.24	.96	1	.2429	.2347	1	.24	1	.23	.23	-1	1	.21868	.21861	-1	2	-1	2	-1	1
NS21888E	10407	104	1.366287179763	1	1	1.21	1	1.19	1	1.18	.99	1	1.3742	1.3311	1	1.36	1	1.46	1.46	-1	1	1.49162	1.4911	-1	2	-1	1	1.49	1
NS21889F	12003	120	.421069155828	1	1	.39	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.51	1	.56	1
NS21890Q	12902	129	.197368486216	1	1	.3	1	.39	1	.53	1.34	1	.4497	.5747	3	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS21891R	12536	125	1.366287179763	1	1	1.24	1	1.12	1	1.12	1	1	1.1383	1.1044	1	1.2	3	-1	-1	-1	-1	-1	-1	-1	1	1.25	1	1.46	1
NS21892S	12534	125	1.366287179763	1	1	1.31	1	1.24	1	1.21	.97	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21893T	11763	117	1.366287179763	1	1	1.23	1	1.14	1	1.21	1.06	1	1.3128	1.2789	1	1.49	1	1.55	1.55	-1	1	1.48958	1.48906	-1	1	1.34	3	-1	1
NS21894V	13412	134	.280712789449	1	1	.3	1	.33	1	.35	1.06	1	.3929	.3799	1	.39	1	.39	.39	-1	1	.43597	.43582	-1	1	.85	1	.89	1
NS21895W	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.297	0	1	.39	1	.37	.37	-1	1	.36595	.36583	-1	2	-1	2	-1	1
NS21896X	10208	102	1.050387705694	1	1	1.67	1	1.74	1	1.74	1	1	1.5249	1.4786	1	1.56	1	1.44	1.44	-1	2	-1	-1	-1	1	1.71	1	1.8	1
NS21897Y	12331	123	1.366287179763	1	1	1.3	1	1.21	1	1.22	1.01	1	1.2418	1.2033	1	1.18	1	1.15	1.15	-1	1	1.13918	1.13878	-1	5	-1	1	1.12	1
NS21898Z	10435	104	.227972914986	1	1	.19	1	.2	1	.19	.96	1	.2287	.2196	1	.24	1	.26	.26	-1	1	.2581	.25801	-1	1	.37	1	.43	1
NS21899A	11752	117	1.366287179763	1	1	1.2	1	1.09	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21900R	11706	117	1.366287179763	1	1	1.13	1	1.29	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21901S	12005	120	1.366287179763	1	1	1.3	1	1.2	1	1.14	.95	1	1.1829	1.145	1	1.16	1	1.09	1.09	-1	1	1.02857	1.02821	-1	1	.78	1	.72	1
NS21902T	11308	113	1.366287179763	1	1	1.21	1	1.1	1	1.06	.96	1	1.1849	1.1485	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.99	1	.95	1
NS21903V	13802	138	.280712770552	1	1	.38	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21904W	11314	113	1.366287179763	1	1	1.21	1	1.09	1	1.05	.96	1	1.1227	1.0882	1	1.15	1	1.08	1.08	-1	1	1.00729	1.00694	-1	1	.75	1	.73	1
NS21905X	11049	110	.370173169348	1	1	.4	1	.43	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21906Y	13704	137	.151981943324	1	1	.17	1	.16	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS21907Z	12308	123	1.366287179763	1	1	1.52	1	1.58	1	1.74	1.1	1	1.8401	1.7838	1	1.73	3	-1	-1	-1	-1	-1	-1	-1	1	2.41	5	-1	1
NS21908A	11750	117	1.366287179763	1	1	1.23	1	1.19	1	1.13	.94	1	1.0582	1.031	1	1	1	1.04	1.04	-1	1	1.11041	1.11002	-1	1	1.18	2	-1	1
NS21909B	13706	137	.151981882016	1	1	.17	1	.16	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.17	2	-1	1
NS21910L	12605	126	.910858119842	1	1	.88	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.91	1	1.06	1
NS21911M	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.2368	0	5	-1	1	.27	-1	.27	3	-1	-1	-1	5	-1	-1	-1	1
NS21912N	10425	104	1.366287179763	1	1	1.34	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21913P	11030	110	1.366287179763	1	1	1.4	1	1.69	1	1.71	1.01	1	1.7678	1.7463	1	1.65	1	1.66	1.66	-1	1	1.752	1.75139	-1	5	-1	5	-1	1
NS21914Q	12523	125	1.366287179763	1	1	1.24	1	1.14	1	1.08	.95	1	1.0951	1.0624	1	1.05	1	1	1	-1	1	1.01556	1.01521	-1	5	-1	1	.9	1
NS21915R	13001	130	.910858119842	1	1	.88	1	.85	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21916S	11310	113	1.366287179763	1	1	1.21	1	1.09	1	1.07	.98	1	1.1412	1.1062	1	1.17	1	1.08	1.08	-1	1	1.00924	1.00889	-1	1	.72	1	.68	1
NS21917T	13109	131	.910858119842	1	1	.91	1	.88	1	.85	.96	1	.8583	.8311	1	.91	1	.97	.97	-1	3	-1	-1	-1	2	-1	3	-1	1
NS21918V	12037	120	1.366287179763	1	1	1.34	1	1.27	1	1.22	.95	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	1
NS21919W	11729	117	1.366287179763	1	1	1.2	1	1.7	1	1.66	.97	1	1.5342	1.4953	1	1.44	1	1.37	1.37	-1	3	-1	-1	-1	2	-1	1	1.43	1
NS21920F	11205	112	.370173169348	1	1	.4	1	.39	1	.39	.97	1	.3519	.3459	1	.33	1	.31	.31	-1	1	.28507	.28497	-1	1	.24	1	.22	1
NS21921G	12001	120	1.366287179763	1	1	1.26	1	1.16	1	1.09	.94	1	1.1164	1.0811	1	1.22	5	-1	-1	-1	-1	-1	-1	-1	1	1.53	1	1.68	1
NS21922H	12531	125	1.366287179763	1	1	1.63	1	1.56	1	1.48	.95	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21923J	11712	117	1.366287179763	1	1	1.23	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS21924K	10305	103	.801033231478	1	1	1.42	1	1.61	1	1.58	.98	1	1.2937	1.2551	1	1.31	3	-1	-1	-1	-1	-1	-1	-1	6	-1	1	1.01	1
NS21925L	12338	123	1.366287179763	1	1	1.27	1	1.16	1	1.14	.98	1	1.1554	1.1201	1	1.09	1	1.03	1.03	-1	1	1.08806	1.08768	-1	2	-1	-1	-1	1
NS21926M	11205	112	.370173169348	1	1	.4	1	.39	1	.38	.97	1	.3446	.3388	1	.32	1	.3	.3	-1	1	.2725	.27241	-1	2	-1	1	.35	1
NS21927N	12022	120	1.366287179763	1	1	1.38	1	1.34	1	1.29	.96	1	1.3266	1.2841	1	1.55	1	1.56	1.56	-1	1	1.52142	1.52089	-1	1	1.35	1	1.28	1
NS21928P	12027	120	1.366287179763	1	1	1.3	1	1.19	1	1.13	.95	1	1.1639	1.1266	1	1.14	1	1.07	1.07	-1	1	1.02233	1.02198	-1	1	.75	1	.7	1
NS21929Q	11415	114	.421069155828	1	1	.36	1	.37	1	.37	.97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.34	1	.38	1
NS21930A	11902	119	1.366287179763	1	1	1.2	1	1.1	1	1.06	.96	1	.9924	.9673	1	.93	1	.86	.86	-1	1	.78906	.78878	-1	1	.64	5	-1	1
NS21931B	11429	114	1.366287179763	1	1	1.61	1	1.66	1	1.59	.96	1	1.5263	1.4779	1	1.48	1	1.37	1.37	-1	1	1.32052	1.32006	-1	1	1.08	1	1.05	1
NS21932C	10415	104	.370173169348	1	1	.29	1	.27	1	.26	.96	1	.2766	.2665	1	.28	1	.29	.29	-1	1	.28334	.28324	-1	1	.24	1	.23	1
NS21933D	13701	137	.151981856863	1	1	.17	1	.18	1	.18	1.01	1	.186	.1822	1	.18	1	.19	.19	-1	1	.18625	.18618	-1	2	-1	1	.17	1
NS21934E	13407	134	.196456884624	1	1	.39	1	.44	5	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	4	-1	1
NS21935F	11419	114	.421068993065	1	1	.37	1	.37	1	.37	.99	1	.3724	.3599	3	-1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS21936G	12520	125	1.366287179763	1	1	1.31	1	1.3	1	1.37	1.06	1	1.6282	1.5796	1	1.77	1	2.07	2.07	-1	1	2.58443	2.58353	-1	5	-1	6	-1	1
NS21937H	11317	113	1.366287179763	1	1	1.25	1	1.15	1	1.13	.98	1	1.2616	1.2234	1	1.28	1	1.2	1.2	-1	1	1.12322	1.12282	-1	1	1.2	1	1.14	1
NS21938J	11425	114	1.366287179763	1	1	1.21	1	1.12	1	1.06	.94	1	1.0018	.9704	1	.96	1	.94	.94	-1	1	.85796	.85766	-1	2	-1	-1	-1	1
NS21939K	12325	123	.227972914986	1	1	.21	1	.2	1	.2	.98	1	.219	.2103	1	.26	1	.28	.28	-1	1	.31462	.31451	-1	1	.41	1	.4	1
NS21940V	11445	114	1.366287179763	1	1	1.28	1	1.25	1	1.23	.99	1	1.3677	1.3243	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21941W	11040	110	.296052729324	1	1	.35	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21942X	13711	137	.246782112899	1	1	.3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.37	2	-1	1
NS21943Y	12308	123	.365572593787	1	1	.38	1	.36	1	.37	1.03	1	.3184	.3204	1	.32	1	.32	.32	-1	1	.36744	.36731	-1	1	.32	1	.29	1
NS21944Z	10404	104	1.366287179763	1	1	1.14	1	1.06	1	1.01	.95	1	1.1163	1.0813	1	1.25	1	1.52	1.52	-1	1	1.73944	1.73883	-1	2	-1	2	-1	1
NS21945A	10910	109	.365572593787	1	1	.48	1	.5	1	.55	1.09	1	.5171	.5106	1	.49	3	-1	-1	-1	-1	-1	-1	-1	6	-1	2	-1	1
NS21946B	10441	104	1.366287179763	1	1	1.17	1	1.09	1	1.04	.96	1	1.1613	1.1244	1	1.16	1	1.17	1.17	-1	1	1.26464	1.2642	-1	1	1.13	1	1.08	1
NS21947C	10834	108	1.366287179763	1	1	1.31	1	1.39	1	1.37	.98	1	1.3938	1.3502	1	1.29	1	1.29	1.29	-1	1	1.25789	1.25745	-1	1	.98	1	.95	1
NS21948D	13606	136	.151981848116	1	1	.15	1	.14	1	.14	.96	1	.1535	.1474	1	.15	1	.14	.14	-1	1	.17488	.17482	-1	2	-1	-1	-1	1
NS21949E	10818	108	.294685360398	1	1	.39	1	.53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
NS21950P	10407	104	1.366287179763	1	1	1.24	1	1.21	1	1.2	.99	1	1.516	1.4677	1	1.64	3	-1	-1	-1	-1	-1	-1	-1	1	1.44	5	-1	1
NS21951Q	11902	119	1.366287179763	1	1	1.2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.13	1
NS21952R	12908	129	.243715062525	1	1	.3	1	.31	1	.32	1.02	1	.2743	.2814	1	.27	1	.31	.31	-1	1	.36665	.36652	-1	1	.5	2	-1	1
NS21953S	10816	108	1.366287179763	1	1	1.23	1	1.14	1	1.1	.96	1	1.1443	1.1086	1	1.06	1	1.1	1.1	-1	1	1.06224	1.06187	-1	2	-1	2	-1	1
NS21954T	10805	108	1.366287179763	1	1	1.77	1	2.12	1	2.18	1.02	1	2.2063	2.1384	1	2.02	1	2.03	2.03	-1	3	-1	-1	-1	5	-1	1	1.81	1
NS21955V	12029	120	1.366287179763	1	1	.99	1	1	1	1.33	1.31	1	1.3989	1.3547	1	1.42	1	1.48	1.48	-1	3	-1	-1	-1	1	1.28	2	-1	1
NS21956W	11321	113	1.366287179763	1	1	1.21	1	1.11	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21957X	12502	125	1.366287179763	1	1	1.24	1	1.13	1	1.49	1.31	1	1.5561	1.5096	1	1.5	1	1.38	1.38	-1	1	1.30657	1.30612	-1	1	1.25	5	-1	1
NS21958Y	11419	114	.227972826864	1	1	.19	1	.18	1	.17	.94	1	.1686	.1619	1	.17	1	.17	.17	-1	1	.17488	.17482	-1	6	-1	5	-1	1
NS21959Z	11444	114	1.366287179763	1	1	1.21	1	1.13	1	1.08	.95	1	1.0336	1.0013	1	.99	1	.99	.99	-1	1	1.12841	1.12801	-1	1	1.3	1	1.35	1
NS21960J	10702	107	1.366287179763	1	1	1.17	1	1.08	1	1.03	.95	1	1.1722	1.135	1	1.35	1	1.27	1.27	-1	1	1.17472	1.17431	-1	1	.95	1	.83	1
NS21961K	12541	125	1.366287179763	1	1	1.27	1	1.18	1	1.13	.95	1	1.1643	1.129	1	1.13	1	1.21	1.21	-1	1	1.31024	1.30978	-1	1	1.34	1	1.31	1
NS21962L	12527	125	1.366287179763	1	1	1.35	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	6	-1	1
NS21963M	11039	110	.365572593787	1	1	.4	1	.39	1	.39	1.01	1	.2992	.3824	1	.3	1	.29	.29	-1	1	.29284	.29274	-1	6	-1	1	.27	1
NS21964N	11759	117	1.366287179763	1	1	1.23	1	1.13	1	1.1	.97	1	1.0679	1.0404	1	1.01	1	.95	.95	-1	1	.89189	.89158	-1	1	.73	1	.66	1
NS21965P	12536	125	1.366287179763	1	1	1.27	1	1.16	1	1.11	.95	1	1.1205	1.0865	1	1.09	1	1.13	1.13	-1	1	1.13151	1.13112	-1	1	.96	1	.87	1
NS21966Q	11723	117	.370173169348	1	1	.32	1	.3	1	.3	.99	1	.2677	.2597	1	.25	1	.25	.25	-1	1	.23539	.23531	-1	5	-1	1	.24	1
NS21967R	10839	108	1.366287179763	1	1	1.23	1	1.16	1	1.09	.94	1	1.1015	1.0671	1	1.02	1	.96	.96	-1	1	.88917	.88886	-1	-1	-1	-1	-1	1
NS21968S	13503	135	.910858119842	1	1	.96	1	.92	1	.91	.98	1	.9704	.9414	1	.93	1	1.09	1.09	-1	1	1.13231	1.13192	-1	5	-1	5	-1	1
NS21969T	11804	118	.421069155828	1	1	.42	1	.42	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS21970D	11446	114	.370173169348	1	1	.3	1	.3	1	.29	.95	1	.3142	.3043	1	.3	1	.3	.3	-1	1	.32752	.3274	-1	1	.48	1	.55	1
NS21971E	12318	123	1.366287179763	1	1	1.3	1	1.29	1	1.27	.98	1	1.2889	1.2489	1	1.23	1	1.15	1.15	-1	1	1.08824	1.08786	-1	1	.97	1	.93	1
NS21972F	10436	104	.370173169348	1	1	.29	1	.27	1	.27	.97	1	.2805	.2703	1	.28	1	.26	.26	-1	3	-1	-1	-1	1	.23	1	.22	1
NS21973G	11905	119	1.366287179763	1	1	1.2	1	1.11	1	1.09	.98	1	1.061	1.0341	1	1.13	1	1.13	1.13	-1	1	1.30169	1.30123	-1	1	1.24	1	1.32	1
NS21974H	11737	117	1.366287179763	1	1	1.27	1	1.96	1	1.95	.99	1	1.825	1.7788	1	1.71	1	1.72	1.72	-1	1	1.80384	1.80321	-1	2	-1	1	1.9	1
NS21975J	12333	123	1.366287179763	1	1	1.4	1	1.34	1	1.4	1.04	1	2.1367	2.0703	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	2	-1	1
NS21976K	13502	135	.910858119842	1	1	1.07	1	1.13	1	1.15	1.01	1	1.5045	1.4596	3	-1	5	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21977L	10421	104	1.366287179763	1	1	1.21	1	1.15	1	1.14	.99	1	1.5877	1.5379	1	1.58	1	1.91	1.91	-1	3	-1	-1	-1	5	-1	5	-1	1
NS21978M	11306	113	1.366287179763	1	1	1.17	1	1.09	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	6	-1	1
NS21979N	12029	120	1.366287179763	1	1	1.03	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	6	-1	1
NS21980Y	12003	120	1.366287179763	1	1	1.49	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21981Z	12316	123	.370173169348	1	1	.36	1	.36	1	.37	1.04	1	.3685	.3554	1	.35	1	.35	.35	-1	1	.3457	.34558	-1	5	-1	2	-1	1
NS21982A	11313	113	1.366287179763	1	1	1.28	1	1.21	1	1.19	.98	1	1.3274	1.2866	1	1.36	1	1.36	1.36	-1	1	1.58237	1.58182	-1	1	1.79	2	-1	1
NS21983B	11429	114	1.366287179763	1	1	1.28	1	1.27	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.41	5	-1	1
NS21984C	11321	113	1.366287179763	1	1	1.21	1	1.1	1	1.06	.96	1	1.1458	1.1106	1	1.17	1	1.1	1.1	-1	1	1.13221	1.13182	-1	2	-1	1	1.02	1
NS21985D	12524	125	1.366287179763	1	1	1.24	1	1.14	5	-1	-1	1	.0432	.0418	1	1.04	1	1.04	1.04	-1	1	1.01938	1.01903	-1	1	1.2	1	1.19	1
