NSID	SAMPPSU	SAMPSTRATUM	DESIGNWEIGHT	MAINBOOST	W1OUTCOME	W1FINWT	W2OUTCOME	W2FINWT	W3OUTCOME	W3FINWT	W2TOW3NRWT	W4OUTCOME	W4WEIGHT_MAIN_BOOST	W4WEIGHT_MAIN	W5OUTCOME	W5FINWT_CROSS	W6OUTCOME	W6FINWT_CROSS	W6LSYPEWT	W6LSYPEW4WT	W7OUTCOME	W7_LSYPE_WT	W7FINWT	W7_LSYPE_WT_SKIPONLY	W8OUTCOME	W8FINWT	W9OUTCOME	W9FINWT	DATA_AVAILABILITY
NS21986E	10902	109	.294685360398	1	1	.45	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.61	1	.77	1
NS21987F	13110	131	.280712770552	1	1	.27	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21988G	13102	131	.910858119842	1	1	1.04	1	1.2	1	1.23	1.02	1	1.2465	1.2075	1	1.22	1	1.23	1.23	-1	1	1.38852	1.38803	-1	5	-1	5	-1	1
NS21989H	12312	123	.421069155828	1	1	.36	1	.45	1	.48	1.07	1	.5082	.4914	1	.49	1	.49	.49	-1	1	.53988	.5397	-1	2	-1	5	-1	1
NS21990S	12906	129	.910858119842	1	1	1.4	1	1.8	1	1.94	1.07	1	1.8903	1.8665	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	1
NS21991T	11311	113	1.366287179763	1	1	1.21	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21992V	12333	123	1.366287179763	1	1	1.27	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS21993W	10847	108	1.366287179763	1	1	1.19	1	1.14	1	1.1	.97	1	1.1313	1.0964	1	1.04	1	1.04	1.04	-1	1	1.10129	1.10091	-1	1	1.08	1	.99	1
NS21994X	13122	131	.910858119842	1	1	.91	1	.87	1	.84	.96	1	.8348	.8083	1	.87	1	.88	.88	-1	1	.8469	.84661	-1	1	.76	3	-1	1
NS21995Y	13704	137	.151981943324	1	1	.17	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21996Z	12524	125	1.366287179763	1	1	1.24	1	1.17	1	1.12	.95	1	1.1151	1.0818	3	-1	1	1.16	-1	1.16	3	-1	-1	-1	6	-1	-1	-1	1
NS21997A	11719	117	1.366287179763	1	1	1.2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS21998B	11708	117	1.366287179763	1	1	1.23	1	1.13	1	1.09	.96	1	1.0276	1.0011	1	.97	1	.97	.97	-1	3	-1	-1	-1	-1	-1	-1	-1	1
NS21999C	13701	137	.151981856863	1	1	.17	1	.18	1	.2	1.13	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.25	1	.26	1
NS22000S	12514	125	.421069155828	1	1	.38	1	.35	1	.33	.95	1	.3493	.3379	1	.35	1	.34	.34	-1	1	.32953	.32942	-1	1	.3	1	.29	1
NS22001T	11810	118	1.366287179763	1	1	1.2	1	1.11	1	1.07	.96	1	1.034	1.0078	1	.97	1	1.01	1.01	-1	1	1.23343	1.233	-1	1	1.54	3	-1	1
NS22002V	10805	108	.365572593787	1	1	.35	1	.35	1	.37	1.04	1	.3167	.3189	3	-1	1	.23	-1	.23	1	-1	.22949	.2271	1	.21	1	.22	1
NS22003W	10909	109	.296052729324	1	1	.39	1	.42	1	.44	1.05	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS22004X	10827	108	1.366287179763	1	1	1.19	1	1.24	1	1.16	.94	1	1.1929	1.1557	1	1.1	1	1.02	1.02	-1	1	.95295	.95262	-1	1	.63	1	.59	1
NS22005Y	12324	123	.365572593787	1	1	.37	1	.36	1	.36	1.02	1	.3141	.3163	1	.31	1	.31	.31	-1	1	.36124	.36111	-1	1	.54	1	.57	1
NS22006Z	12010	120	1.366287179763	1	1	1.49	1	1.45	1	1.49	1.03	1	1.6094	1.5585	1	1.76	1	1.81	1.81	-1	3	-1	-1	-1	1	2.06	1	2.08	1
NS22007A	12813	128	.197368486216	1	1	.26	1	.4	1	.54	1.35	1	.5983	.6136	1	1.61	3	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
NS22008B	11735	117	1.366287179763	1	1	1.46	1	1.54	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS22009C	10910	109	.370173169348	1	1	.39	1	.37	1	.37	.98	1	.3384	.3327	1	.32	1	.31	.31	-1	1	.28337	.28327	-1	2	-1	1	.33	1
NS22010M	10503	105	1.366287179763	1	1	1.18	1	1.29	1	1.25	.97	1	1.4245	1.3798	1	1.41	1	1.47	1.47	-1	1	1.82527	1.82464	-1	6	-1	6	-1	1
NS22011N	11439	114	.421069155828	1	1	.37	1	.38	1	.37	.97	1	.3822	.3693	1	.38	1	.38	.38	-1	1	.37425	.37411	-1	2	-1	3	-1	1
NS22012P	10852	108	1.366287179763	1	1	1.27	1	1.32	1	1.35	1.02	1	1.4068	1.3635	1	1.29	1	1.38	1.38	-1	1	1.42174	1.42124	-1	1	1.59	1	1.59	1
NS22013Q	13121	131	.910858119842	1	1	1.04	1	1.2	1	1.27	1.05	1	1.2619	1.2224	1	1.21	1	1.26	1.26	-1	1	1.40848	1.40799	-1	1	2.52	3	-1	1
NS22014R	11004	110	.294685360398	1	1	.45	1	.58	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.54	1	.54	1
NS22015S	11311	113	1.366287179763	1	1	1.45	1	1.73	1	1.74	1	1	2.0808	2.0168	3	-1	3	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS22016T	13409	134	.243715062525	1	1	.34	1	.39	1	.48	1.24	1	.4222	.4249	1	.42	1	.42	.42	-1	1	.42309	.42294	-1	6	-1	6	-1	1
NS22017V	11713	117	1.366287179763	1	1	1.23	1	1.12	1	1.06	.95	1	.9814	.9561	1	.93	1	.87	.87	-1	1	.83792	.83763	-1	1	.65	1	.65	1
NS22018W	13124	131	2.32969480652	1	1	2.75	1	3.2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	2	-1	1
NS22019X	11720	117	1.366287179763	1	1	1.27	1	1.22	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS22020G	11418	114	1.366287179763	1	1	1.28	1	1.98	1	1.92	.97	1	1.8415	1.7839	1	1.77	1	1.77	1.77	-1	1	1.71696	1.71637	-1	1	2.28	1	2.53	1
NS22021H	13124	131	2.32969480652	1	1	2.67	1	3.24	1	3.47	1.07	1	4.9298	4.7756	1	3.3	1	4	4	-1	1	2.58443	2.58353	-1	5	-1	1	2.18	1
NS22022J	11708	117	1.366287179763	1	1	1.09	1	1.18	1	1.17	.99	1	1.1208	1.0925	1	1.05	1	1.38	1.38	-1	1	1.37224	1.37176	-1	2	-1	3	-1	1
NS22023K	12541	125	1.366287179763	1	1	1.24	1	1.13	1	1.06	.93	1	1.0631	1.0314	1	1.02	1	1.06	1.06	-1	1	.97969	.97935	-1	1	1.19	1	1.11	1
NS22024L	11306	113	1.366287179763	1	1	1.17	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	.97	1
NS22025M	12031	120	1.366287179763	1	1	1.26	1	1.15	1	1.08	.94	1	1.1425	1.1064	1	1.25	1	1.52	1.52	-1	1	2.02892	2.02821	-1	1	2.39	1	2.73	1
NS22026N	11756	117	1.366287179763	1	1	1.2	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
NS22027P	12907	129	.910858119842	1	1	1.26	1	1.29	1	1.36	1.05	1	1.3508	1.3337	1	1.28	1	1.28	1.28	-1	1	1.61138	1.61082	-1	1	2.11	1	2.41	1
NS22028Q	10846	108	1.366287179763	1	1	1.19	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.24	1
NS22029R	10847	108	1.366287179763	1	1	1.31	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	1
NS22030B	11426	114	1.366287179763	1	1	1.17	1	1.53	1	2.19	1.43	1	2.6779	2.593	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2.75	3	-1	1
NS22031C	11418	114	1.366287179763	1	1	1.25	1	1.2	1	1.15	.96	1	1.0884	1.0539	1	1.05	1	.98	.98	-1	1	.92203	.92171	-1	1	.67	2	-1	1
NS22032D	10822	108	.421069155828	1	1	.37	1	.36	1	.35	.96	1	.3616	.3494	1	.34	1	.34	.34	-1	1	.32027	.32016	-1	1	.29	3	-1	1
NS22033E	11418	114	1.366287179763	1	1	1.25	1	1.16	1	1.12	.96	1	1.103	1.0681	1	1.07	1	1	1	-1	5	-1	-1	-1	1	.7	1	.61	1
NS22034F	11444	114	1.366287179763	1	1	1.21	1	1.13	1	1.08	.95	1	1.0201	.9882	1	.98	1	.98	.98	-1	1	.95714	.9568	-1	1	.88	1	.89	1
NS22035G	10405	104	.365572593787	1	1	.32	1	.31	1	.29	.94	1	.2507	.2527	1	.25	1	.24	.24	-1	1	.23903	.23895	-1	1	.31	1	.27	1
NS22036H	10812	108	1.366287179763	1	1	1.23	1	1.16	1	1.11	.96	1	1.1789	1.1421	1	1.09	1	1.09	1.09	-1	1	1.05886	1.05849	-1	1	.8	1	.71	1
NS22037J	11005	110	.365572593787	1	1	.43	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS22038K	10702	107	1.366287179763	1	1	1.14	1	1.07	1	1.01	.94	1	1.1027	1.0681	1	1.09	1	1.09	1.09	-1	1	1.0212	1.02084	-1	1	.82	2	-1	1
NS22039L	11407	114	1.366287179763	1	1	1.21	1	1.14	1	1.1	.97	1	1.0589	1.0258	1	1.02	1	.99	.99	-1	1	.9745	.97416	-1	1	.94	1	.97	1
NS22040W	10411	104	1.366287179763	1	1	1.17	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS22041X	12028	120	1.366287179763	1	1	1.49	1	1.6	1	1.62	1.01	1	1.8584	1.7996	1	1.8	1	1.8	1.8	-1	3	-1	-1	-1	6	-1	5	-1	1
NS22042Y	12325	123	.370173169348	1	1	.32	1	.4	1	.39	.98	1	.3973	.3834	1	.38	1	.35	.35	-1	1	.31895	.31884	-1	1	.29	1	.27	1
NS22043Z	12539	125	1.366287179763	1	1	1.35	1	1.31	1	1.3	.98	1	1.3384	1.2979	1	1.3	1	1.22	1.22	-1	1	1.20387	1.20345	-1	4	-1	1	1.17	1
NS22044A	12031	120	1.366287179763	1	1	1.34	1	1.3	1	1.26	.97	1	1.412	1.3673	3	-1	3	-1	-1	-1	-1	-1	-1	-1	3	-1	1	1.14	1
NS22045B	10426	104	.421069155828	1	1	.35	1	.35	1	.33	.94	1	.381	.3682	1	.39	1	.38	.38	-1	2	-1	-1	-1	-1	-1	-1	-1	1
NS22046C	12511	125	1.366287179763	1	1	1.27	1	1.17	1	1.12	.95	1	1.1288	1.0946	1	1.26	3	-1	-1	-1	-1	-1	-1	-1	5	-1	1	1.36	1
NS22047D	13602	136	.151981943324	1	1	.16	1	.16	1	.16	1	1	.1715	.1648	1	.17	1	.18	.18	-1	1	.17677	.1767	-1	1	.23	1	.25	1
NS22048E	12810	128	.243715062525	1	1	.3	1	.3	1	.29	.97	1	.2353	.2413	1	.23	1	.23	.23	-1	1	.23021	.23013	-1	1	.2	1	.2	1
NS22049F	10409	104	.370173169348	1	1	.29	1	.27	1	.26	.96	1	.2807	.2705	1	.32	1	.32	.32	-1	2	-1	-1	-1	2	-1	5	-1	1
NS22050Q	11709	117	1.366287179763	1	1	1.31	1	1.23	1	1.23	1	1	1.1316	1.1024	1	1.07	1	1.12	1.12	-1	1	1.28284	1.28239	-1	2	-1	3	-1	1
NS22051R	10206	102	1.53311305292	1	1	2.44	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2.16	3	-1	1
NS22052S	10702	107	1.366287179763	1	1	1.17	1	1.08	1	1.02	.94	1	1.1661	1.129	1	1.17	1	1.17	1.17	-1	1	1.12715	1.12675	-1	5	-1	1	1.03	1
NS22053T	10817	108	.421069155828	1	1	.36	1	.43	1	.54	1.24	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.61	2	-1	1
NS22054V	11808	118	1.366287179763	1	1	1.31	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS22055W	10812	108	.227972914986	1	1	.2	1	.19	1	.18	.95	1	.1837	.1764	1	.18	1	.17	.17	-1	1	.17488	.17482	-1	1	.14	1	.13	1
NS22056X	10843	108	1.366287179763	1	1	1.31	1	1.29	1	1.27	.98	1	1.3268	1.2854	1	1.23	1	1.23	1.23	-1	1	1.15476	1.15436	-1	1	.9	5	-1	1
NS22057Y	656	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3739	0	1	.58	1	.71	.71	-1	1	.6861	.68586	-1	1	.8	3	-1	1
NS22058Z	12807	128	.197368486216	1	1	.3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	5	-1	1
NS22059A	10818	108	1.366287179763	1	1	1.19	1	1.1	1	1.06	.96	1	1.098	1.0642	1	1.01	1	.95	.95	-1	1	.88399	.88368	-1	1	.75	1	.68	1
NS22060K	11811	118	1.366287179763	1	1	1.23	1	1.13	1	1.07	.94	1	.9846	.9593	1	.93	1	.88	.88	-1	1	.86382	.86352	-1	1	.67	1	.66	1
NS22061L	10434	104	1.366287179763	1	1	1.14	1	1.1	1	1.04	.95	1	1.1454	1.1095	1	1.14	1	1.07	1.07	-1	1	1.02836	1.028	-1	1	1.09	1	1.02	1
NS22062M	12344	123	1.366287179763	1	1	1.4	1	1.47	1	1.49	1.01	1	1.6112	1.5612	1	1.53	1	1.64	1.64	-1	5	-1	-1	-1	6	-1	-1	-1	1
NS22063N	12536	125	1.366287179763	1	1	1.24	1	1.12	1	1.07	.95	1	1.11	1.0769	1	1.09	1	1.32	1.32	-1	1	1.37425	1.37377	-1	1	1.86	5	-1	1
NS22064P	12511	125	1.366287179763	1	1	1.27	1	1.2	1	1.16	.97	1	1.1758	1.1402	1	1.14	3	-1	-1	-1	-1	-1	-1	-1	1	.87	1	.85	1
NS22065Q	13411	134	.197368486216	1	1	.26	1	.27	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	5	-1	1
NS22066R	13603	136	.151981943324	1	1	.14	1	.14	1	.14	.95	1	.1359	.1305	1	.14	1	.15	.15	-1	1	.17488	.17482	-1	2	-1	6	-1	1
NS22067S	11741	117	1.366287179763	1	1	1.31	1	1.27	1	1.5	1.18	1	1.5016	1.4629	1	1.7	1	1.71	1.71	-1	1	1.75176	1.75115	-1	1	1.71	1	1.72	1
NS22068T	12902	129	.196456906932	1	1	.31	1	.35	1	.39	1.12	1	.449	.5633	1	.48	1	.51	.51	-1	1	.56039	.56019	-1	1	.63	5	-1	1
NS22069V	12302	123	.370173169348	1	1	.32	1	.32	1	.32	1	1	.3107	.2998	5	-1	5	-1	-1	-1	-1	-1	-1	-1	1	.39	2	-1	1
NS22070E	10403	104	1.366287179763	1	1	1.14	1	1.07	1	1.04	.97	1	1.2399	1.201	1	1.39	1	1.45	1.45	-1	1	1.66139	1.66081	-1	2	-1	-1	-1	1
NS22071F	12348	123	1.366287179763	1	1	1.52	1	1.69	1	2.3	1.36	1	2.5272	2.5447	1	2.39	1	2.9	2.9	-1	1	2.58443	2.58353	-1	5	-1	3	-1	1
NS22072G	11047	110	.294685360398	1	1	.29	1	.35	3	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
NS22073H	656	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3351	0	3	-1	1	.18	-1	.18	1	-1	.17482	.173	1	.2	1	1.12	1
NS22074J	10501	105	1.366287179763	1	1	1.21	1	1.2	1	1.17	.97	1	1.4979	1.4509	1	1.94	1	2.35	2.35	-1	1	2.58443	2.58353	-1	1	4.16	1	4.9	1
NS22075K	11743	117	1.366287179763	1	1	1.2	1	1.1	1	1.06	.96	1	1.0045	.9791	1	.94	1	.87	.87	-1	5	-1	-1	-1	5	-1	1	1.28	1
NS22076L	12035	120	1.366287179763	1	1	1.26	1	1.15	1	1.1	.95	1	1.1152	1.0811	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	3	-1	1
NS22077M	12314	123	1.366287179763	1	1	1.52	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS22078N	12804	128	.196456841503	1	1	.34	1	.41	1	.55	1.34	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	3	-1	1
NS22079P	11603	116	1.366287179763	1	1	1.21	1	1.72	1	2.27	1.31	1	2.6452	2.5613	1	1.7	1	1.61	1.61	-1	1	1.48944	1.48892	-1	1	1.12	1	1.07	1
NS22080Z	12913	129	.280712770552	1	1	.29	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	2	-1	1
NS22081A	12041	120	1.366287179763	1	1	1.34	1	1.27	1	1.25	.98	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS22082B	11007	110	.294685494793	1	1	.43	1	.54	1	.62	1.16	1	.6265	.8016	1	.67	1	.72	.72	-1	3	-1	-1	-1	1	1.25	6	-1	1
NS22083C	13413	134	.280712770552	1	1	.29	1	.27	1	.27	.99	1	.279	.2697	1	.27	1	.27	.27	-1	1	.26038	.26029	-1	1	.24	3	-1	1
NS22084D	12817	128	.151981943324	1	1	.17	1	.17	1	.16	.97	1	.1611	.1555	1	.16	1	.17	.17	-1	1	.17488	.17482	-1	5	-1	1	.14	1
NS22085E	10913	109	.365572593787	1	1	.38	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	5	-1	1
NS22086F	10305	103	.801033231478	1	1	1.5	1	1.57	1	1.49	.95	1	1.3451	1.297	1	1.34	1	1.38	1.38	-1	1	1.36868	1.3682	-1	1	1.21	1	1.23	1
NS22087G	13508	135	.280712770552	1	1	.27	1	.25	1	.24	.95	1	.2504	.2423	1	.25	1	.23	.23	-1	2	-1	-1	-1	1	.31	3	-1	1
NS22088H	656	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.271	0	3	-1	1	.33	-1	.33	1	-1	.32932	.32589	2	-1	1	.55	1
NS22089J	12323	123	.370173169348	1	1	.32	1	.31	1	.31	1	1	.3212	.3114	1	.3	1	.29	.29	-1	1	.27167	.27158	-1	4	-1	5	-1	1
NS22090T	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.2943	0	1	.37	1	.39	.39	-1	1	.41261	.41247	-1	1	.51	1	1.26	1
NS22091V	13704	137	.151981943324	1	1	.17	1	.16	1	.21	1.25	1	.2365	.2335	3	-1	1	.24	-1	.24	1	-1	.25333	.25069	5	-1	5	-1	1
NS22092W	10908	109	.296052729324	1	1	.36	1	.36	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.34	1	.34	1
NS22093X	10811	108	.365572593787	1	1	.35	1	.33	1	.33	.99	1	.2865	.2884	1	.27	1	.32	.32	-1	1	.34608	.34596	-1	1	.37	5	-1	1
NS22094Y	10307	103	1.141679933025	1	1	2.43	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS22095Z	10409	104	.296052729324	1	1	.27	1	.26	1	.25	.97	1	.2139	.2682	1	.23	1	.21	.21	-1	1	.20274	.20267	-1	1	.18	1	.17	1
NS22096A	10416	104	1.366287179763	1	1	1.21	1	1.16	1	1.13	.96	1	1.2895	1.2491	1	1.28	1	1.55	1.55	-1	5	-1	-1	-1	1	1.83	1	1.78	1
NS22097B	12502	125	1.366287179763	1	1	1.27	1	1.18	1	1.13	.95	1	1.1561	1.1211	1	1.12	1	1.05	1.05	-1	1	.98429	.98395	-1	1	.72	1	.7	1
NS22098C	10845	108	1.366287179763	1	1	1.27	1	1.22	1	1.18	.96	1	1.1996	1.1627	1	1.1	1	1.07	1.07	-1	1	1.2173	1.21688	-1	2	-1	2	-1	1
NS22099D	10848	108	1.366287179763	1	1	1.27	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS22100V	11744	117	1.366287179763	1	1	1.2	1	1.12	1	1.15	1.02	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.51	1	1.63	1
NS22101W	11025	110	1.366287179763	1	1	1.6	1	1.64	1	1.67	1.01	1	1.7147	1.6938	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	1
NS22102X	10412	104	1.366287179763	1	1	1.14	1	1.1	1	1.05	.95	1	1.1743	1.1375	1	1.32	1	1.37	1.37	-1	1	1.33189	1.33143	-1	1	1.64	3	-1	1
NS22103Y	10907	109	.365572593787	1	1	.43	1	.47	1	.52	1.11	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.73	1	.85	1
NS22104Z	12517	125	1.366287179763	1	1	1.31	1	1.28	1	1.24	.96	1	1.2568	1.2193	1	1.21	1	1.14	1.14	-1	1	1.07156	1.07119	-1	5	-1	1	.94	1
NS22105A	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3164	0	1	.45	1	.59	.59	-1	3	-1	-1	-1	2	-1	2	-1	1
NS22106B	11729	117	1.366287179763	1	1	1.2	1	1.1	1	1.05	.95	1	.9982	.9729	1	.94	1	.87	.87	-1	1	.85328	.85298	-1	1	.82	1	.73	1
NS22107C	10431	104	1.366287179763	1	1	1.18	1	1.33	1	1.27	.95	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	3	-1	1
NS22108D	10307	103	1.141679933025	1	1	2.57	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	5	-1	1
NS22109E	11907	119	1.366287179763	1	1	1.23	1	1.14	1	1.1	.96	1	1.032	1.0054	1	.98	1	.94	.94	-1	1	.90736	.90705	-1	1	.66	1	.6	1
NS22110P	10440	104	1.366287179763	1	1	1.14	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.31	2	-1	1
NS22111Q	10438	104	1.366287179763	1	1	1.21	1	1.2	1	1.71	1.43	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	6	-1	1
NS22112R	11739	117	1.366287179763	1	1	1.46	1	1.54	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	1
NS22113S	12038	120	1.366287179763	1	1	1.38	1	1.3	1	1.29	.99	1	1.383	1.3386	1	1.35	1	1.41	1.41	-1	1	1.46473	1.46422	-1	1	1.17	2	-1	1
NS22114T	11409	114	1.366287179763	1	1	1.28	1	1.24	1	1.19	.95	1	1.1557	1.1195	3	-1	1	1.19	-1	1.19	1	-1	1.36301	1.34881	5	-1	3	-1	1
NS22115V	11041	110	1.366287179763	1	1	1.6	1	1.56	1	1.7	1.08	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
NS22116W	11307	113	1.366287179763	1	1	1.17	1	1.06	1	1.02	.96	1	1.1299	1.0956	1	1.15	1	1.39	1.39	-1	1	1.26868	1.26824	-1	1	1.07	1	.98	1
NS22117X	12532	125	1.366287179763	1	1	1.24	1	1.12	1	1.08	.96	1	1.0944	1.0618	1	1.05	1	1.02	1.02	-1	1	1.00403	1.00368	-1	2	-1	1	.9	1
NS22118Y	11449	114	1.366287179763	1	1	1.25	1	1.16	1	1.09	.94	1	1.0372	1.0043	1	1	1	.95	.95	-1	1	.93384	.93351	-1	5	-1	1	.9	1
NS22119Z	11732	117	1.366287179763	1	1	1.2	1	1.12	1	1.09	.97	1	1.0565	1.0298	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.08	3	-1	1
NS22120J	10404	104	1.366287179763	1	1	1.38	1	1.47	1	2.08	1.41	1	2.4287	2.3515	1	2.8	1	2.92	2.92	-1	1	2.58443	2.58353	-1	1	2.69	2	-1	1
NS22121K	13512	135	1.756240966211	1	1	2.05	1	2.01	1	1.99	.99	1	2.1006	2.038	1	2.06	1	2.07	2.07	-1	1	2.18473	2.18397	-1	2	-1	1	2.47	1
NS22122L	11806	118	1.366287179763	1	1	1.2	1	1.09	1	1.05	.96	1	.9975	.9722	1	.94	1	1.13	1.13	-1	1	1.18557	1.18516	-1	1	1.47	2	-1	1
NS22123M	11008	110	.294685360398	1	1	.33	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	1
NS22124N	657	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.3021	0	1	.46	3	-1	-1	-1	-1	-1	-1	-1	6	-1	3	-1	1
NS22125P	13708	137	.246782112899	1	1	.3	1	.29	1	.29	1	1	.2934	.2884	1	.28	1	.28	.28	-1	1	.26976	.26967	-1	1	.33	1	.41	1
NS22126Q	656	48	-1	2	-1	-1	-1	-1	-1	-1	-1	1	.2792	0	1	.45	1	.54	.54	-1	1	.61214	.61193	-1	2	-1	5	-1	1
NS22127R	11023	110	1.366287179763	1	1	1.65	1	1.62	1	1.64	1.01	1	1.7016	1.6802	1	1.74	1	1.81	1.81	-1	1	1.84892	1.84827	-1	2	-1	2	-1	1
NS22128S	11457	114	1.366287179763	1	1	1.21	1	1.11	1	1.05	.94	1	1.005	.9736	1	1.06	1	1.1	1.1	-1	1	1.19547	1.19505	-1	1	1.22	1	1.25	1
NS22129T	12032	120	.365572593787	1	1	.4	1	.38	1	.36	.94	1	.3114	.3132	1	.31	1	.3	.3	-1	1	.30421	.30411	-1	5	-1	1	.28	1
NS22130D	11024	110	.296052729324	1	1	.36	1	.36	1	.38	1.04	1	.3114	.3979	1	.31	1	.37	.37	-1	1	.35854	.35841	-1	1	.32	6	-1	1
NS22131E	12005	120	.296052729324	1	1	.35	1	.35	1	.34	.96	1	.2833	.355	1	.29	1	.31	.31	-1	1	.33612	.336	-1	5	-1	5	-1	1
NS22132F	10402	104	1.366287179763	1	1	1.34	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	5	-1	1
