NSID	samppsu	sampstratum	W2toW3nrwt	W3finwt	W3mainres	W3secores	W3hrefper	W3qfhhno	W3intmnthMP	W3intyearMP	W3sameaddHH	W3parpresHH	W3parchkHH	W3incarHH	W3intypHH	W3infon	W3hous12HH	W3usevcHH	W3vehnoHH	W3condur4MP	W3condur5MP	W3condur6MP	W3condur4YP	W3condur5YP	W3condur6YP	W3englangHH	W3elseHH0a	W3elseHH0b	W3elseHH0c	W3elseHH0d	W3elseHH0e	W3elseHH0f	W3elseHH0g	W3elseHH0h	W3elseHH0i	W3elseHH0j	W3whopresMP0a	W3whopresMP0b	W3whopresMP0c	W3whopresMP0d	W3whopresMP0e	W3whopresMP0f	W3wrk1aMP	W3wrk10MP	W3wrk11MP	W3wrk12aMP	W3wrk12bMP	W3wrk13MP	W3socMP	W3edfinyMP	W3edfinmMP	W3qualstuMP	W3wrk1aSP	W3wrk10SP	W3wrk11SP	W3wrk12aSP	W3wrk12bSP	W3socSP	W3edfinySP	W3edfinmSP	W3incsourMP0a	W3incsourMP0b	W3incsourMP0c	W3incsourMP0d	W3incsourMP0e	W3incsourMP0f	W3incsourMP0g	W3incsourMP0h	W3incsourMP0i	W3incsourMP0j	W3incsourMP0k	W3incsourMP0l	W3incsourMP0m	W3incestMP	W3parentckMP	W3fatherid	W3motherid	W3empsMP	W3empssp	W3empsdad	W3empsmum	W3empshrp	W3cempszMP	W3cempszSP	W3cempszmum	W3cempszdad	W3cnsseccatMP	W3cnsseccatSP	W3cnsseccatmum	W3cnsseccatdad	W3cnsseccatfam	W3cnssecMP	W3cnssecSP	W3cnssecmum	W3cnssecdad	W3cnssecfam	W3wrkfullMP	W3wrkfullSP	W3wrkfulldad	W3wrkfullmum	W3wrkcurMP	W3wrkcurSP	W3wrkcurdad	W3wrkcurmum	W3socmajorSP	W3socmajorMP	W3mainrespos	W3secorespos	W3cgempsMP	W3cgempsSP	W3cgempsdad	W3cgeMPsmum	W3ethgrpMP	W3ethnicMP	W3ethgrpsp	W3ethnicsp	W3ethgrpdad	W3ethnicdad	W3ethgrpmum	W3ethnicmum	W3incestm	W3incestw	W3ageMP	W3agebd5MP	W3agebd10MP	W3marstatMP	W3sexMP	W3wrkageMP	W3relMP	W3ageSP	W3agebd5SP	W3agebd10SP	W3marstatSP	W3sexSP	W3wrkageSP	W3relSP	W3agemum	W3agebd5mum	W3agebd10mum	W3marstatmum	W3wrkagemum	W3agedad	W3agebd5dad	W3agebd10dad	W3marstatdad	W3wrkagedad	W3depkids	W3ch0_2HH	W3ch3_11HH	W3ch12_15HH	W3ch16_17HH	W3natparHH	W3stepfam	W3famtyp	W3lnpar	W3sibs	urbind	gor	IDACIRSCORE	IMDRSCORE
NS26013Y	12026	120	.966034126354461	1.03064224954086	2	-98	2	2	4	2006	0	1	-91	1	-91	2	2	1	1	3	2	2	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	-91	-91	-91	-95	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	0	0	0	0	0	0	0	7	-91	-98	2	1	-98	-98	1	1	6	-98	6	-98	17	-98	17	-98	17	-94	-98	-94	-98	-94	1	-98	-98	1	1	-98	-98	1	-98	-94	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	7	7	41	5	3	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	41	5	3	5	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	0	5	9	.08	12
NS26014Z	11751	117	.95812845733767	1.04130845779766	2	3	3	4	5	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	-91	-91	-91	2315	-91	-91	-91	1	1	4	-91	-91	2121	-91	-91	1	0	0	1	0	0	0	1	0	0	0	0	0	12	2	3	2	2	1	1	2	1	7	6	7	6	4.1	3.1	4.1	3.1	3.1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	2	1	1	0	0	0	0	1	1	1	1	1	1	1	1	12	12	49	6	4	2	2	1	8	48	6	4	2	1	1	8	49	6	4	2	1	48	6	4	2	1	1	0	0	0	1	2	0	1	2	1	7	8	.06	5
NS26015A	13504	135	1.01190721745236	.995108241622256	2	-98	2	3	4	2006	0	1	-91	1	-91	2	6	2	-91	2	2	2	-91	-91	-91	-91	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	1163	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	0	0	0	0	0	0	0	5	-91	-98	2	1	-98	-98	1	1	4	-98	4	-98	5	-98	5	-98	5	2	-98	2	-98	2	1	-98	-98	1	1	-98	-98	1	-98	1	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	5	5	41	5	3	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	41	5	3	1	1	-98	-98	-98	-98	-98	1	0	0	1	0	1	0	4	1	1	5	3	.2	26
NS26016B	11036	110	.945004887942167	.194244979350145	2	3	3	6	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	-91	-91	-91	3534	-91	-91	-91	1	1	2	-91	-91	1234	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	11	2	3	2	1	1	1	1	1	7	5	7	5	4.1	5	4.1	5	5	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0	1	3	8	5	10	5	10	3	8	11	11	43	5	3	2	2	1	8	43	5	3	2	1	1	8	43	5	3	2	1	43	5	3	2	1	3	0	1	2	0	2	0	1	2	2	5	7	.11	13
NS26017C	12318	123	1.08279134503874	.421045708488505	2	-98	2	3	-99	-99	0	1	-91	1	-91	2	2	1	1	-99	-99	-99	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-98	-98	-98	-98	-98	-98	-98	-98	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-91	-98	2	5	-98	-98	5	5	-99	-98	-99	-98	-99	-98	-99	-98	-99	-99	-98	-99	-98	-99	3	-98	-98	3	2	-98	-98	2	-98	-99	1	-98	1	-98	-98	1	6	12	-98	-98	-98	-98	6	12	-99	-99	33	3	2	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	33	3	2	1	1	-98	-98	-98	-98	-98	2	0	1	1	0	1	0	4	1	1	5	5	.17	26
NS26018D	13111	131	.990532561200888	.276080613901534	2	-98	2	3	5	2006	0	1	-91	1	-91	2	2	1	1	1	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	4	-91	-91	-91	4216	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	0	0	0	0	0	1	0	0	0	0	6	-91	-98	2	1	-98	-98	1	1	7	-98	7	-98	12.6	-98	12.6	-98	12.6	6	-98	6	-98	6	1	-98	-98	1	1	-98	-98	1	-98	4	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	6	6	57	8	5	5	2	1	10	-98	-98	-98	-98	-98	-98	-98	57	8	5	5	1	-98	-98	-98	-98	-98	2	0	0	1	1	0	0	4	1	1	5	2	.6	64
NS26019E	12018	120	.981374267604674	1.25518226895647	2	6	2	6	7	2006	0	1	-91	1	-91	2	4	1	2	1	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	3	-91	-91	-91	4122	-91	-91	-91	1	2	4	-91	-91	5241	-91	-91	0	0	0	1	0	0	1	0	0	0	0	0	0	12	1	3	2	2	1	-99	2	2	7	7	7	-99	7.1	11.1	7.1	-99	7.1	3	5	3	-99	3	2	1	-99	2	1	1	-99	1	5	4	1	3	1	-91	-99	1	1	1	-94	-94	-99	-99	1	1	12	12	38	4	3	5	2	1	8	-94	-94	-94	-94	1	0	13	38	4	3	5	1	57	8	5	-94	1	-94	-94	-94	-94	-94	1	1	2	2	3	5	9	.44	49
NS26020P	12913	129	1.34197245124001	.62238580549031	3	-98	2	6	6	2006	0	1	-91	1	-91	2	4	2	-91	1	2	2	-91	-91	-91	3	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	1	0	0	0	0	0	0	0	5	-91	-98	3	6	-98	-98	6	-99	-91	-98	-91	-98	14.3	-98	14.3	-98	-99	8	-98	8	-98	-99	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	7	13	-98	-98	-98	-98	7	13	5	5	-94	-94	-94	4	2	-94	8	-98	-98	-98	-98	-98	-98	-98	-94	-94	-94	4	-94	-98	-98	-98	-98	-98	-94	-94	-94	-94	-94	1	0	4	1	4	5	7	.2	25
NS26021Q	11429	114	1.00705859499519	1.20837151937428	3	-98	2	3	3	2006	0	1	-91	1	-91	2	2	1	1	2	1	2	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	4	-91	-91	-91	4131	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	6	-91	-98	3	1	-98	-98	1	-99	7	-98	7	-98	7.1	-98	7.1	-98	-99	3	-98	3	-98	-99	1	-98	-98	1	1	-98	-98	1	-98	4	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	6	6	-94	-94	-94	4	2	-94	8	-98	-98	-98	-98	-98	-98	-98	-94	-94	-94	4	-94	-98	-98	-98	-98	-98	1	-94	-94	-94	-94	1	0	4	1	1	5	2	.04	10
NS26022R	11433	114	.966810801141869	1.26336152902498	2	-98	2	3	4	2006	0	1	-91	1	-91	2	2	1	5	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	4	-91	-91	-91	3567	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	-1	-91	2	-98	1	-98	1	-98	1	7	-98	-98	7	4.1	-98	-98	4.1	4.1	2	-98	-98	2	2	1	-98	1	-98	1	-98	1	-98	-98	3	1	-98	0	-98	0	-98	1	1	-98	-98	1	1	-98	-98	-1	-1	49	6	4	5	1	1	8	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	49	6	4	5	1	0	0	0	0	1	1	0	3	1	1	5	2	.16	14
NS26023S	12005	120	.95339511467756	1.10851863735457	2	3	3	4	4	2006	0	1	-91	1	-91	2	7	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	1	-91	-91	2444	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	5	2	3	2	6	1	1	6	1	-91	7	-91	7	14.3	3.1	14.3	3.1	3.1	8	1	8	1	1	3	1	1	3	2	1	1	2	2	-91	1	1	0	0	0	0	1	1	1	1	1	1	1	1	5	5	47	6	4	2	2	1	8	49	6	4	2	1	1	8	47	6	4	2	1	49	6	4	2	1	-94	0	0	0	1	2	0	1	2	1	5	9	.02	2
NS26024T	12021	120	.956293887196897	1.3026668075254	2	-98	2	3	3	2006	0	1	-91	1	-91	2	2	2	-91	3	2	2	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	-91	-91	-91	9233	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	0	0	1	0	0	0	0	0	0	4	-91	-98	2	1	-98	-98	1	1	7	-98	7	-98	13.4	-98	13.4	-98	13.4	7	-98	7	-98	7	1	-98	-98	1	1	-98	-98	1	-98	9	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	4	4	40	5	3	4	2	1	8	-98	-98	-98	-98	-98	-98	-98	40	5	3	4	1	-98	-98	-98	-98	-98	2	0	0	2	0	1	0	4	1	1	5	9	.22	31
NS26027X	11710	117	.946943429880527	1.03863230070725	2	3	3	4	5	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	-91	-91	-91	3563	-91	-91	-91	1	1	3	-91	-91	1122	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	12	2	3	2	1	1	1	1	1	7	4	7	4	4.1	5	4.1	5	5	2	2	2	2	2	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	12	12	48	6	4	2	2	1	8	47	6	4	2	1	1	8	48	6	4	2	1	47	6	4	2	1	2	0	0	0	2	2	0	1	2	1	5	8	.1	15
NS26028Y	12336	123	1.00573044657554	.35904004986506	2	3	3	5	5	2006	0	1	-91	1	-91	2	2	1	1	1	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	3	-91	-91	-91	8116	-91	-91	-91	1	1	1	-91	-91	8142	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	6	2	3	2	1	1	1	1	1	7	6	7	6	12.4	10	12.4	10	10	6	5	6	5	5	1	1	1	1	1	1	1	1	8	8	1	1	0	0	0	0	3	8	3	8	3	8	3	8	6	6	42	5	3	2	2	1	8	37	4	3	2	1	1	8	42	5	3	2	1	37	4	3	2	1	2	0	1	0	1	2	0	1	2	2	5	5	.09	21
NS26029Z	11311	113	.981200852086708	1.1001692731644	2	3	3	4	3	2006	0	1	-91	1	-91	2	4	1	1	3	1	1	-91	-91	-91	-91	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	3	-91	-91	-91	9223	-91	-91	-91	1	2	2	-91	-91	5223	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	6	1	3	2	2	1	1	2	1	7	7	7	7	12.2	11.1	12.2	11.1	11.1	6	5	6	5	5	2	1	1	2	1	1	1	1	5	9	1	1	0	0	0	0	1	1	1	1	1	1	1	1	6	6	32	3	2	2	2	1	8	37	4	3	2	1	1	11	32	3	2	2	1	37	4	3	2	1	-94	0	1	0	1	1	1	1	2	1	5	1	.49	59
NS26030J	12504	125	.979316972769099	1.26603565012249	2	3	2	5	5	2006	0	1	-91	1	-91	3	2	1	2	3	2	2	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	-91	-91	-91	9233	-91	-91	-91	1	1	-1	-91	-91	1232	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	-92	2	3	2	2	1	1	2	2	7	5	7	5	13.4	5	13.4	5	13.4	7	2	7	2	7	2	1	1	2	1	1	1	1	1	9	1	1	0	0	0	0	1	1	1	1	1	1	1	1	-92	-92	39	4	3	3	2	1	8	45	6	4	3	1	1	8	39	4	3	3	1	45	6	4	3	1	3	0	1	2	0	2	0	1	2	2	8	3	.04	20
NS26031K	12544	125	.950936590822283	1.09417223764929	2	-98	2	2	4	2006	0	1	-91	1	-91	2	4	2	-91	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	1	1	0	0	0	0	0	0	4	-91	-98	2	8	-98	-98	8	8	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	4	4	52	7	4	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	52	7	4	5	1	-98	-98	-98	-98	-98	1	0	0	1	0	1	0	4	1	0	6	3	.04	5
NS26032L	12018	120	.965048901959653	1.29103516390987	2	-98	2	3	4	2006	0	1	-91	1	-91	2	2	2	-91	1	1	2	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	3	-91	-91	-91	5231	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	0	0	1	0	0	0	0	0	0	6	-91	2	-98	1	-98	1	-98	1	7	-98	-98	7	11.1	-98	-98	11.1	11.1	5	-98	-98	5	5	1	-98	1	-98	1	-98	1	-98	-98	5	1	-98	1	-98	1	-98	1	1	-98	-98	1	1	-98	-98	6	6	42	5	3	4	1	1	8	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	42	5	3	4	1	2	0	1	1	0	1	0	3	1	1	5	9	.36	38
NS26034N	11447	114	.969026306446161	1.13116100598762	2	3	3	3	4	2006	0	1	-91	1	-91	2	2	1	1	4	1	1	-91	-91	-91	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	-91	-91	-91	2315	-91	-91	-91	1	1	3	-91	-91	2315	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	10	2	3	2	2	1	1	2	1	7	6	7	6	4.1	4.1	4.1	4.1	4.1	2	2	2	2	2	2	1	1	2	1	1	1	1	2	2	1	1	0	0	0	0	1	1	1	1	1	1	1	1	10	10	51	7	4	2	2	1	8	53	7	4	2	1	1	8	51	7	4	2	1	53	7	4	2	1	-94	0	0	0	1	2	0	1	2	0	5	2	.03	5
NS26035P	12404	124	.965853322153774	1.11854530167861	2	3	3	4	5	2006	0	1	-91	1	-91	2	1	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	-91	-91	-91	4131	-91	-91	-91	1	2	3	-91	-91	8125	-91	-91	1	0	0	1	0	0	0	1	0	0	0	0	0	7	2	3	2	2	1	1	2	1	7	7	7	7	7.1	12.4	7.1	12.4	12.4	3	6	3	6	6	2	1	1	2	1	1	1	1	8	4	1	1	0	0	0	0	1	1	1	1	1	1	1	1	7	7	45	6	4	2	2	1	8	47	6	4	2	1	1	8	45	6	4	2	1	47	6	4	2	1	2	0	0	0	2	2	0	1	2	1	5	5	.03	5
NS26036Q	12357	123	.95264507605655	1.7150907387838	2	3	2	6	5	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-99	-99	-99	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	-91	-91	-91	9224	-91	-91	-91	1	2	1	-91	-91	5434	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	5	2	3	2	1	1	1	1	1	7	7	7	7	13.1	12.2	13.1	12.2	13.1	7	6	7	6	7	1	1	1	1	1	1	1	1	5	9	1	1	1	0	0	1	8	15	8	15	8	15	8	15	5	5	44	5	3	2	2	1	8	47	6	4	2	1	1	8	44	5	3	2	1	47	6	4	2	1	4	0	2	1	1	2	0	1	2	3	5	5	.13	9
NS26037R	12516	125	.982809461471431	.330647951280996	2	-98	2	3	4	2006	0	1	-91	1	-91	2	6	2	-91	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4	-91	-91	-91	3539	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	1	0	0	0	0	0	0	7	-91	-98	2	1	-98	-98	1	1	6	-98	6	-98	4.1	-98	4.1	-98	4.1	2	-98	2	-98	2	1	-98	-98	1	1	-98	-98	1	-98	3	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	7	7	41	5	3	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	41	5	3	1	1	-98	-98	-98	-98	-98	2	0	1	0	1	1	0	4	1	1	5	3	.43	47
NS26038S	13121	131	.992647701382659	1.00056648049393	2	-98	2	4	4	2006	0	1	-91	1	-91	2	4	1	1	1	1	1	-91	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	0	1	1	0	0	0	0	0	0	3	-91	-98	2	8	-98	-98	8	8	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	3	3	42	5	3	4	2	1	8	-98	-98	-98	-98	-98	-98	-98	42	5	3	4	1	-98	-98	-98	-98	-98	2	0	1	0	1	2	0	1	2	2	5	2	.28	40
NS26039T	12348	123	1.00548712720888	1.21189171157048	3	-98	2	3	5	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	-91	-91	1	-91	-91	2132	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	0	0	0	0	0	0	0	0	0	0	11	-91	3	-98	1	-98	1	-98	-99	3	-98	-98	3	3.4	-98	-98	3.4	-99	1	-98	-98	1	-99	1	-98	1	-98	1	-98	1	-98	-98	2	1	-98	0	-98	0	-98	1	1	-98	-98	1	1	-98	-98	11	11	47	6	4	4	1	1	8	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	47	6	4	4	1	2	0	0	1	1	2	0	1	2	1	5	5	.15	14
NS26040D	11738	117	.946943429880527	1.02915240126618	2	3	3	3	4	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	2314	-91	-91	-91	3	-91	-91	1	-91	5314	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	12	2	3	2	1	1	1	1	1	6	3	6	3	4.1	9.1	4.1	9.1	9.1	2	4	2	4	4	1	1	1	1	1	1	1	1	5	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	12	12	52	7	4	2	2	1	8	50	7	4	2	1	1	8	52	7	4	2	1	50	7	4	2	1	1	0	0	0	1	2	0	1	2	0	5	8	.01	2
NS26041E	11710	117	.946943429880527	1.01938149046525	2	3	3	5	5	2006	0	1	-91	1	-91	2	2	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	-91	-91	1	-91	-91	1239	-91	-91	-91	1	2	2	-91	-91	2132	-91	-91	1	0	0	1	0	0	0	1	0	0	0	0	0	12	2	3	2	2	1	1	2	1	3	7	3	7	9.1	3.2	9.1	3.2	3.2	4	1	4	1	1	2	1	1	2	1	1	1	1	2	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	12	12	44	5	3	2	2	1	8	48	6	4	2	1	1	8	44	5	3	2	1	48	6	4	2	1	2	0	0	1	1	2	0	1	2	2	5	8	.05	7
NS26042F	13509	135	1.14230797818586	.409637962367155	2	-98	2	4	4	2006	0	1	-91	1	-91	2	5	2	-91	2	2	2	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	0	0	0	1	1	0	1	0	0	0	0	0	0	3	-91	-98	2	3	-98	-98	3	3	-91	-98	-91	-98	14.3	-98	14.3	-98	14.3	8	-98	8	-98	8	3	-98	-98	3	2	-98	-98	2	-98	-91	1	-98	1	-98	-98	1	1	1	-98	-98	-98	-98	1	1	3	3	44	5	3	1	2	1	8	-98	-98	-98	-98	-98	-98	-98	44	5	3	1	1	-98	-98	-98	-98	-98	-94	-94	-94	-94	-94	1	0	4	1	2	5	3	.41	46
NS26044H	12520	125	1.10014267274184	1.86791103317915	2	3	3	5	5	2006	0	1	-91	1	-91	2	1	1	2	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	-91	-91	1	-91	-91	2421	-91	-91	-91	3	-91	-91	1	-91	5111	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	7	2	3	2	2	1	1	2	1	3	3	3	3	3.3	9.2	3.3	9.2	9.2	1	4	1	4	4	2	1	1	2	1	1	1	1	5	2	2	2	1	0	0	1	1	1	1	1	1	1	1	1	7	7	36	4	3	2	2	1	8	47	6	4	2	1	1	8	36	4	3	2	1	47	6	4	2	1	3	0	1	1	1	2	0	1	2	2	6	3	.2	20
NS26045J	12001	120	.962682743129397	.334856282213784	2	3	2	5	5	2006	0	1	-91	1	-91	2	2	1	2	3	1	1	-91	-91	-91	-91	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	-91	-91	-91	1181	-91	-91	-91	3	-91	-91	1	-91	1132	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	-92	2	3	2	1	1	1	1	1	4	3	4	3	2	9.1	2	9.1	2	1	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	2	5	1	1	1	1	2	5	-92	-92	47	6	4	2	2	1	8	53	7	4	2	1	1	8	47	6	4	2	1	53	7	4	2	1	3	0	1	1	1	2	0	1	2	2	5	9	.02	5
NS26046K	12331	123	.978546986829099	1.15177638081514	3	2	3	4	5	2006	0	1	-91	1	-91	3	2	1	1	3	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	-91	-91	-91	5223	-91	-91	-91	1	2	1	-91	-91	6111	-91	-91	1	0	0	1	0	0	0	0	0	0	0	0	0	9	2	3	2	1	1	1	1	1	6	7	7	6	10	7.3	7.3	10	10	5	3	3	5	5	1	1	1	1	1	1	1	1	6	5	2	2	0	0	0	0	1	1	1	1	1	1	1	1	9	9	32	3	2	2	1	1	11	38	4	3	2	2	1	8	38	4	3	2	1	32	3	2	2	1	-94	0	0	1	1	1	1	2	2	1	5	5	.33	42
NS26047L	10303	103	.979794202205285	2.05610962826604	2	-98	2	5	5	2006	0	1	-91	1	-91	2	2	1	4	3	1	1	-91	-91	-91	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	4	-91	-91	-91	3431	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98	1	0	0	1	0	0	0	0	0	0	0	0	0	11	-91	-98	2	1	-98	-98	1	1	6	-98	6	-98	4.1	-98	4.1	-98	4.1	2	-98	2	-98	2	1	-98	-98	1	1	-98	-98	1	-98	3	1	-98	0	-98	-98	0	1	1	-98	-98	-98	-98	1	1	11	11	42	5	3	5	2	1	8	-98	-98	-98	-98	-98	-98	-98	42	5	3	5	1	-98	-98	-98	-98	-98	1	0	0	0	1	1	0	4	1	1	5	8	.04	4
NS26048M	12102	121	1.13411650583661	1.72093748493183	3	2	2	7	5	2006	0	1	-91	1	-91	3	5	1	2	1	1	1	-91	-91	-91	-91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	4	-91	-91	1	-91	-91	6222	-91	-91	-91	1	1	3	-91	-91	4133	-91	-91	1	0	0	1	0	0	1	0	0	0	0	0	0	7	2	2	3	2	1	1	2	1	3	6	3	6	9.1	10	9.1	10	10	4	5	4	5	5	2	1	1	2	1	1	1	1	4	6	1	1	0	0	0	0	1	1	1	1	1	1	1	1	7	7	35	4	3	2	2	1	8	33	3	2	2	1	1	11	35	4	3	2	1	33	3	2	2	1	5	0	2	2	1	1	1	1	2	4	5	9	.52	40
