NSID	W8CHID	W8NCHSEX	W8NCHDOBM	W8NCHDOBY	W8NCHRAGE	W8DNCHRAGE	W8NCHREL	W8NCHRELP	W8PARNAME	W8PARDOBM	W8PARDOBY	W8PARAGE	W8DPARAGE	W8NCHPRES	W8NCHEVLV	W8CHDLIVE	W8ABCHG91	W8COPA	W8SEOF
NS15010P	4	2	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15012R	1	2	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15012R	2	1	9	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15018Y	1	1	7	2011	-1	4	1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15019Z	1	1	9	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15019Z	2	2	1	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15020J	1	1	9	2011	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS15039N	1	2	6	2010	-1	5	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15050S	1	1	5	2011	-1	4	1	-1	-1	10	1991	-1	24	1	-1	-1	-1	1	1
NS15050S	2	2	7	2015	-1	0	1	-1	-1	10	1991	-1	24	1	-1	-1	-1	1	1
NS15058B	1	2	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15061N	1	2	11	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15071H	1	2	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15074L	1	2	3	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15074L	2	2	2	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15076N	1	2	-9	-9	8	8	1	2	1	-1	-1	-1	-1	3	2	1	7	-1	-1
NS15076N	2	2	2	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15082D	1	2	-9	-9	3	3	1	-1	-1	-9	-9	21	21	3	2	1	3	-1	-1
NS15111S	1	1	3	2014	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS15128V	1	2	3	2011	-1	4	1	-1	-1	5	1987	-1	28	1	-1	-1	-1	1	2
NS15147H	1	1	9	2006	-1	9	3	1	-1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS15159E	1	2	6	2011	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15159E	2	2	7	2013	-1	2	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15176Q	1	1	12	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15176Q	2	1	4	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15178S	1	1	2	2007	-1	9	1	-1	-1	-9	-9	26	26	1	-1	-1	-1	2	-1
NS15182F	1	1	1	2012	-1	3	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	5
NS15202B	1	2	11	2008	-1	7	1	2	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS15202B	2	1	2	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15202B	3	2	4	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15215Z	1	2	3	2014	-1	2	1	-1	-1	-9	-9	21	21	3	2	1	1	-1	-1
NS15216A	1	1	10	2013	-1	2	1	2	1	-1	-1	-1	-1	3	1	1	3	-1	-1
NS15220N	1	2	12	2009	-1	6	1	-1	-1	-9	-9	28	28	1	-1	-1	-1	1	1
NS15228X	1	1	3	2006	-1	9	1	-1	-1	11	1986	-1	29	3	2	1	4	-1	-1
NS15240C	1	1	7	2007	-1	8	1	-1	11	10	1988	-1	27	1	-1	-1	-1	1	2
NS15240C	2	1	3	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS15240C	3	1	5	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS15245H	1	1	-9	-9	4	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15245H	2	1	-9	-9	2	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15245H	3	2	-9	-9	0	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15246J	1	2	10	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15251Y	1	1	12	2005	-1	10	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS15251Y	2	1	-9	-9	8	8	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS15256D	1	2	1	2011	-1	4	1	-1	-1	-9	-9	-8	-8	1	-1	-1	-1	2	-1
NS15276S	1	1	-9	-9	0	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15278V	1	1	1	2010	-1	6	1	-1	1	-1	-1	-1	-1	3	1	4	3	1	2
NS15278V	2	2	3	2013	-1	2	1	-1	11	-9	-9	30	30	3	2	6	7	2	-1
NS15279W	1	1	4	2010	-1	5	1	-1	-1	-9	-9	23	23	2	-1	-1	1	2	-1
NS15294E	1	2	9	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15335Q	1	2	12	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15335Q	2	1	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15339V	1	1	11	2010	-1	5	1	-1	-1	9	1982	-1	33	1	-1	-1	-1	1	1
NS15339V	2	2	8	2013	-1	2	1	-1	-1	9	1982	-1	33	1	-1	-1	-1	1	1
NS15355E	1	1	9	2008	-1	7	1	-1	-1	-9	-9	36	36	3	1	6	1	1	4
NS15355E	2	1	12	2013	-1	1	1	-1	-1	5	1988	-1	27	3	1	4	1	1	2
NS15370N	1	1	7	2014	-1	1	1	-1	-1	-9	-9	26	26	1	-1	-1	-1	1	1
NS15382K	1	1	3	2007	-1	9	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS15382K	2	1	11	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15393F	1	1	8	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15393F	2	2	2	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15399M	1	2	5	2008	-1	7	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	2	-1
NS15399M	2	2	2	2011	-1	5	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	1	1
NS15402F	1	2	7	2010	-1	5	1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS15404H	1	1	6	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15404H	2	2	-9	-9	0	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15416E	1	2	1	2010	-1	5	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15416E	2	2	2	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15427A	1	1	1	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15449R	1	2	6	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15454F	1	2	9	2008	-1	7	1	2	3	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS15454F	2	2	8	2012	-1	3	1	2	2	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS15454F	3	2	8	2014	-1	1	1	2	2	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS15456H	1	2	12	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15456H	2	2	10	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15470Q	1	1	11	2014	-1	1	1	-1	-1	12	1986	-1	29	1	-1	-1	-1	1	-1
NS15476X	1	2	9	2014	-1	1	1	-1	-1	-9	-9	25	25	1	-1	-1	-1	2	-1
NS15493H	1	2	7	2010	-1	5	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS15506M	1	1	8	2012	-1	3	1	-1	11	3	1988	-1	27	1	-1	-1	-1	2	-1
NS15506M	2	1	8	2013	-1	2	1	-1	11	3	1988	-1	27	1	-1	-1	-1	2	-1
NS15514E	1	1	9	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15514E	2	2	5	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15517H	1	2	3	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15517H	2	1	5	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15544N	1	1	1	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15548S	1	1	1	2010	-1	6	1	2	-1	-9	-9	26	26	3	2	1	2	-1	-1
NS15548S	2	2	2	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15566E	1	1	3	2010	-1	6	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15567F	1	1	6	2012	-1	3	1	-1	-1	7	1989	-1	26	1	-1	-1	-1	2	-1
NS15572V	1	2	7	2011	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15583Q	1	2	12	2010	-1	4	1	-1	-1	-9	-9	24	24	2	-1	-1	1	1	1
NS15597P	1	1	10	2014	-1	1	1	-1	1	-1	-1	-1	-1	3	1	1	5	-1	-1
NS15639B	1	1	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15646S	1	1	5	2009	-1	7	3	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15657N	1	2	2	2008	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15657N	2	1	8	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15662C	1	1	5	2010	-1	5	1	-1	-1	12	1972	-1	43	1	-1	-1	-1	1	1
NS15662C	2	2	2	2012	-1	3	1	-1	-1	12	1972	-1	43	1	-1	-1	-1	1	1
NS15662C	3	2	10	2015	-1	0	1	-1	-1	12	1972	-1	43	1	-1	-1	-1	1	1
NS15664E	1	2	9	2012	-1	3	1	-1	-1	8	1986	-1	29	1	-1	-1	-1	2	-1
NS15679E	1	1	3	2010	-1	5	1	2	1	-1	-1	-1	-1	2	-1	-1	3	1	1
NS15684T	1	1	4	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15689Z	1	1	8	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15693M	1	2	10	2011	-1	4	1	-1	-1	6	1985	-1	30	3	2	1	2	-1	-1
NS15694N	1	1	7	2011	-1	4	1	-1	-1	3	1990	-1	25	1	-1	-1	-1	2	-1
NS15694N	2	2	7	2012	-1	3	1	-1	-1	3	1990	-1	25	1	-1	-1	-1	2	-1
NS15696Q	1	2	3	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15696Q	2	2	4	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15704P	1	1	-9	-9	9	9	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15705Q	1	1	3	2009	-1	7	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15705Q	2	1	10	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15711F	1	1	7	2010	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15714J	1	2	7	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15747W	1	2	-9	-9	8	8	1	2	1	-1	-1	-1	-1	2	-1	-1	2	1	1
NS15770X	1	1	5	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15775C	1	2	6	2011	-1	4	1	-1	-1	-9	-9	27	27	1	-1	-1	-1	2	-1
NS15780R	1	1	11	2007	-1	8	1	-1	-1	-9	-9	-8	-8	1	-1	-1	-1	1	2
NS15780R	2	1	-9	-9	6	6	1	-1	-1	-9	-9	28	28	1	-1	-1	-1	2	-1
NS15787Z	1	1	10	2008	-1	7	1	-1	11	8	1986	-1	29	1	-1	-1	-1	1	2
NS15797T	1	1	5	2006	-1	10	1	2	-1	-9	-9	26	26	1	-1	-1	-1	2	-1
NS15833Z	1	2	8	2013	-1	2	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	3	-1
NS15836C	1	2	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15836C	2	1	1	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15836C	3	1	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15838E	1	1	8	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15872B	1	1	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15893R	1	2	8	2012	-1	3	1	-1	11	-9	-9	36	36	1	-1	-1	-1	2	-1
NS15895T	1	2	1	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15895T	2	2	2	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15903S	1	2	6	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15904T	1	2	6	2008	-1	7	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS15904T	2	2	7	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	2	-1
NS15926K	1	1	5	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15935D	1	1	3	2016	-1	0	1	-1	-1	8	1989	-1	26	2	-1	-1	1	1	1
NS15938G	1	2	11	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15938G	2	1	9	2010	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS15952P	1	1	7	2012	-1	3	1	-1	-1	6	1986	-1	29	1	-1	-1	-1	1	2
NS15952P	2	2	7	2008	-1	7	1	-1	-1	6	1986	-1	29	1	-1	-1	-1	1	2
NS15966N	1	1	1	2011	-1	5	1	2	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS15973E	1	2	9	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	5
NS15990Q	1	2	4	2013	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS15993T	1	1	2	2008	-1	7	1	-1	-1	4	1990	-1	25	1	-1	-1	-1	2	-1
NS15999A	1	2	7	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16015Q	1	1	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16015Q	2	2	4	2009	-1	6	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16017S	1	2	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16024J	1	2	10	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16024J	2	1	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16033C	1	1	8	2014	-1	1	1	-1	-1	-9	-9	24	24	3	1	1	1	-1	-1
NS16057W	1	2	5	2013	-1	3	1	-1	-1	11	1987	-1	28	1	-1	-1	-1	1	1
NS16075H	1	1	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16080X	1	2	9	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16080X	2	2	1	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16080X	3	2	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16095X	1	2	6	2009	-1	6	1	-1	-1	-9	-9	25	25	3	2	1	2	-1	-1
NS16099B	1	1	6	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16105Y	1	1	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16111N	1	1	4	2009	-1	6	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS16138K	1	2	3	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16146C	1	1	5	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16146C	2	2	1	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16180Z	1	2	9	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16180Z	2	2	2	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16184D	1	1	2	2007	-1	9	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16184D	2	2	11	2010	-1	5	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16184D	3	2	10	2012	-1	3	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16184D	4	2	3	2011	-1	5	1	2	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS16184D	5	1	1	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16185E	1	1	1	2013	-1	3	1	-1	-1	7	1985	-1	30	1	-1	-1	-1	1	2
NS16211Q	1	2	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16211Q	2	2	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16225P	1	1	-9	-9	5	5	1	-1	-9	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS16225P	2	2	-9	-9	4	4	1	-1	-9	-1	-1	-1	-1	1	-1	-1	-1	1	2
NS16233G	1	1	1	2016	-1	0	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	1	1
NS16237L	1	2	6	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16237L	2	2	2	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16244C	1	1	12	2011	-1	4	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS16244C	2	1	3	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16250S	1	2	3	2012	-1	4	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS16265S	1	2	2	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16265S	2	2	5	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16266T	1	1	8	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16266T	2	1	3	2003	-1	12	3	1	-1	-1	-1	-1	-1	2	-1	-1	3	-1	-1
NS16270G	1	1	5	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16270G	2	2	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16279R	1	1	11	2014	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16289L	1	1	2	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16313V	1	2	9	2010	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS16316Y	1	1	5	2009	-1	6	1	-1	1	-1	-1	-1	-1	3	1	1	7	-1	-1
NS16316Y	2	1	12	2013	-1	2	1	-1	11	5	1991	-1	24	1	-1	-1	-1	1	1
NS16316Y	3	2	9	2015	-1	0	1	-1	11	5	1991	-1	24	1	-1	-1	-1	1	1
NS16342C	1	2	2	2014	-1	2	1	-1	-1	4	1992	-1	23	3	2	1	1	-1	-1
NS16345F	1	2	1	2012	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16345F	2	2	10	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16352X	1	2	9	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16374N	1	2	-9	-9	2	2	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	1
NS16379T	1	1	2	2011	-1	4	1	-1	-1	6	1987	-1	28	1	-1	-1	-1	1	1
NS16383G	1	2	3	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16383G	2	2	10	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16393B	1	1	3	2015	-1	1	1	-1	-1	12	1992	-1	23	1	-1	-1	-1	1	2
NS16394C	1	1	3	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16396E	1	2	5	2007	-1	8	3	1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1
NS16423R	1	1	12	2006	-1	9	1	2	1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS16423R	2	2	3	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16423R	3	2	3	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16427W	1	1	10	2015	-1	0	1	-1	-1	3	1988	-1	27	3	2	1	1	-1	-1
NS16431J	1	2	11	2011	-1	4	1	1	-1	-8	-8	-8	-8	1	-1	-1	-1	-1	-1
NS16431J	2	1	11	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16432K	1	1	4	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16440C	1	2	12	2013	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16444G	1	1	3	2013	-1	2	1	-1	1	-1	-1	-1	-1	2	-1	-1	1	1	2
NS16448L	1	1	12	2008	-1	7	1	-1	11	-9	-9	23	23	3	1	4	3	2	-1
NS16448L	2	1	12	2011	-1	4	1	-1	11	5	1994	-1	21	3	1	1	3	-1	-1
NS16448L	3	2	10	2013	-1	2	1	-1	11	3	1987	-1	29	3	2	1	3	-1	-1
NS16449M	1	1	2	2009	-1	6	5	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16449M	2	2	2	2009	-1	6	5	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16469B	1	2	1	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16469B	2	2	2	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16496G	1	1	6	2010	-1	5	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS16518E	1	2	7	2013	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16546L	1	2	8	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	4	-1
NS16547M	1	2	9	2013	-1	2	3	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16548N	1	1	4	2011	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16557G	1	1	7	2014	-1	1	1	-1	-1	-9	-9	25	25	3	2	1	1	-1	-1
NS16562W	1	2	2	2015	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16579Y	1	2	3	2015	-1	1	1	-1	-9	-1	-1	-1	-1	1	-1	-1	-1	1	3
NS16582K	1	2	1	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16592E	1	1	5	2012	-1	3	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	3	-1
NS16595H	1	1	12	2011	-1	4	1	2	1	-1	-1	-1	-1	3	2	1	2	-1	-1
NS16599M	1	1	9	2010	-1	5	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16599M	2	2	12	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16602F	1	2	5	2008	-1	7	1	-1	11	-9	-9	27	27	1	-1	-1	-1	2	-1
NS16610Y	1	1	-9	-9	-9	-9	1	-1	-1	-9	-9	-9	-9	1	-1	-1	-1	1	1
NS16620S	1	2	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16635S	1	2	12	2011	-1	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16635S	2	2	5	2014	-1	2	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16643K	1	2	-9	-9	4	4	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16643K	2	1	-9	-9	0	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16647P	1	2	9	2014	-1	1	1	-1	-1	1	1992	-1	24	1	-1	-1	-1	1	1
NS16658K	1	2	8	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16661X	1	2	6	2014	-1	1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1
NS16665B	1	2	9	2008	-1	7	1	2	-9	-1	-1	-1	-1	3	1	-8	6	1	-8
NS16672S	1	1	4	2007	-1	8	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16672S	2	1	1	2010	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16672S	3	1	10	2012	-1	3	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16672S	4	1	8	2015	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16673T	1	2	7	2009	-1	6	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16673T	2	2	4	2016	-1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16676X	1	1	9	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16680K	1	2	12	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
NS16709Q	1	2	2	2011	-1	5	1	2	1	-1	-1	-1	-1	3	1	1	2	-1	-1
NS16709Q	2	2	6	2014	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
