NSID	W8BENID	W8BENA	W8BENP2	W8BENA3	W8BENW
NS19703W	21	80	2	-1	18
NS19703W	23	57	1	-1	57
NS19705Y	2	70	1	-1	70
NS19705Y	21	20	1	-1	20
NS19705Y	23	50	1	-1	50
NS19712P	4	140	4	2	70
NS19747D	21	20	1	-1	20
NS19747D	22	-9	-9	-1	-1
NS19747D	23	-9	-9	-1	-1
NS19780Z	21	20	1	-1	20
NS19780Z	22	96	2	-1	22
NS19780Z	23	74	2	-1	17
NS19780Z	28	96	1	-1	96
NS19780Z	29	0	1	-1	0
NS19790T	2	108	1	-1	108
NS19790T	21	20	1	-1	20
NS19790T	23	63	1	-1	63
NS19790T	28	-8	-8	-1	-1
NS19790T	29	-9	-9	-1	-1
NS19791V	21	80	2	-1	18
NS19791V	23	5	1	-1	5
NS19792W	2	4	4	2	2
NS19792W	21	73	2	-1	16
NS19792W	23	116	1	-1	116
NS19792W	28	0	1	-1	0
NS19792W	29	-8	-8	-1	-1
NS19799D	21	82	2	-1	18
NS19845D	21	136	2	-1	31
NS19845D	22	76	4	2	38
NS19845D	23	100	1	-1	100
NS19845D	28	60	1	-1	60
NS19845D	29	96	2	-1	22
NS19861N	21	34	1	-1	34
NS19864R	21	33	1	-1	33
NS19864R	22	95	1	-1	95
NS19864R	23	110	2	-1	25
NS19867V	7	305	2	-1	70
NS19874L	21	135	2	-1	31
NS19874L	23	23	1	-1	23
NS19876N	21	20	1	-1	20
NS19885G	21	20	1	-1	20
NS19885G	22	75	1	-1	75
NS19885G	23	60	1	-1	60
NS19887J	21	80	2	-1	18
NS19888K	2	140	4	2	70
NS19888K	21	80	2	-1	18
NS19888K	23	255	2	-1	58
NS19888K	28	82	1	-1	82
NS19888K	29	84	2	-1	19
NS19892Y	21	137	2	-1	31
NS19896C	21	-9	-8	-1	-1
NS19898E	21	80	2	-1	18
NS19922N	22	2	2	-1	0
NS19937N	21	-8	-8	-1	-1
NS19942C	21	140	4	4	35
NS19949K	2	90	1	-1	90
NS19949K	21	30	1	-1	30
NS19949K	23	100	1	-1	100
NS19958D	2	110	4	2	55
NS19958D	21	61	4	1	61
NS19958D	23	61	4	1	61
NS19958D	28	-8	-8	-1	-1
NS19958D	29	-8	-8	-1	-1
NS19970J	2	120	4	2	60
NS19970J	21	137	4	2	68
NS19970J	23	117	1	-1	117
NS19970J	28	300	4	2	150
NS19970J	29	70	4	5	16
NS19972L	2	-8	-8	-1	-1
NS19972L	3	-8	-8	-1	-1
NS19972L	5	-8	-8	-1	-1
NS19972L	7	-8	-8	-1	-1
NS19972L	28	-8	-8	-1	-1
NS19973M	21	105	2	-1	24
NS19975P	21	250	2	-1	57
NS19975P	22	200	2	-1	46
NS19975P	23	150	2	-1	34
NS19977R	2	126	4	2	63
NS19977R	21	33	1	-1	33
NS19977R	23	115	1	-1	115
NS19980D	7	300	2	-1	69
NS19982F	4	120	1	-1	120
NS19982F	7	100	4	1	100
NS19985J	22	220	2	-1	50
NS19987L	21	82	4	4	20
NS19987L	22	72	1	-1	72
NS19987L	23	72	1	-1	72
NS19989N	21	21	4	1	21
NS20004F	1	-8	-8	-1	-1
NS20004F	4	-8	-8	-1	-1
NS20004F	5	385	4	5	88
NS20004F	7	380	2	-1	87
NS20004F	21	20	4	1	20
NS20004F	23	138	4	5	31
NS20004F	28	475	4	5	109
NS20004F	29	-8	4	5	-1
NS20013Z	4	250	4	2	125
NS20021R	21	80	4	4	20
NS20030K	21	82	2	-1	18
NS20030K	23	52	1	-1	52
NS20036R	21	61	1	-1	61
NS20051A	2	62	4	2	31
NS20051A	21	34	1	-1	34
NS20051A	23	115	1	-1	115
NS20051A	28	-8	4	4	-1
NS20051A	29	-8	2	-1	-1
NS20067B	21	20	4	1	20
NS20067B	23	190	4	5	43
NS20085N	21	127	2	-1	29
NS20086P	2	-9	-9	-1	-1
NS20086P	21	-9	-9	-1	-1
NS20086P	23	-9	-9	-1	-1
NS20086P	28	-9	-9	-1	-1
NS20086P	29	-9	-9	-1	-1
NS20089S	2	146	4	2	73
NS20089S	21	20	1	-1	20
NS20089S	23	65	1	-1	65
NS20103G	21	20	1	-1	20
NS20105J	21	192	4	4	48
NS20105J	23	160	1	-1	160
NS20105J	28	160	4	2	80
NS20105J	29	-8	-8	-1	-1
NS20113B	21	34	4	1	34
NS20115D	21	132	2	-1	30
NS20115D	22	87	1	-1	87
NS20115D	23	-8	-8	-1	-1
NS20115D	28	300	4	4	75
NS20115D	29	-8	-8	-1	-1
NS20123W	28	356	2	-1	82
NS20123W	29	-8	-8	-1	-1
NS20124X	21	83	4	4	20
NS20148Q	4	337	4	2	168
NS20148Q	21	20	1	-1	20
NS20148Q	23	61	1	-1	61
NS20148Q	28	85	2	-1	19
NS20148Q	29	-8	-8	-1	-1
NS20153E	22	-9	-9	-1	-1
NS20153E	28	-9	-9	-1	-1
NS20153E	29	-9	-9	-1	-1
NS20155G	21	80	4	4	20
NS20163Z	21	35	1	-1	35
NS20163Z	23	-8	-8	-1	-1
NS20165B	21	33	1	-1	33
NS20165B	23	33	1	-1	33
NS20169F	21	82	4	4	20
NS20171R	21	69	1	-1	69
NS20171R	28	32	1	-1	32
NS20190E	21	82	2	-1	18
NS20195K	21	81	2	-1	18
NS20197M	1	190	4	2	95
NS20197M	21	60	1	-1	60
NS20197M	23	20	1	-1	20
NS20197M	28	480	2	-1	110
NS20197M	29	0	-8	-1	-8
NS20198N	21	-9	-8	-1	-1
NS20198N	23	-8	-8	-1	-1
NS20217H	21	20	1	-1	20
NS20217H	23	50	1	-1	50
NS20226B	7	58	4	4	14
NS20235V	1	130	4	2	65
NS20287V	21	130	2	-1	30
NS20287V	23	102	1	-1	102
NS20290G	21	30	1	-1	30
NS20290G	22	50	1	-1	50
NS20290G	23	70	1	-1	70
NS20290G	28	-8	-8	-1	-1
NS20291H	2	0	4	4	0
NS20291H	3	-8	4	4	-1
NS20291H	7	0	4	4	0
NS20297P	21	20	1	-1	20
NS20298Q	4	71	1	-1	71
NS20298Q	7	21	1	-1	21
NS20329G	21	106	2	-1	24
NS20339B	1	144	4	2	72
NS20341M	21	20	1	-1	20
NS20341M	22	65	1	-1	65
NS20341M	23	68	1	-1	68
NS20341M	28	796	2	-1	183
NS20350F	21	192	2	-1	44
NS20350F	22	56	1	-1	56
NS20350F	23	250	1	-1	250
NS20367H	21	82	2	-1	18
NS20367H	22	220	2	-1	50
NS20367H	23	220	2	-1	50
NS20379E	21	30	1	-1	30
NS20382R	1	142	4	2	71
NS20392L	21	136	4	4	34
NS20408T	2	-8	-8	-1	-1
NS20408T	21	-8	-8	-1	-1
NS20408T	23	-8	-8	-1	-1
NS20408T	28	-8	-8	-1	-1
NS20408T	29	-8	-8	-1	-1
NS20418N	21	20	1	-1	20
NS20418N	22	226	4	4	56
NS20418N	23	63	1	-1	63
NS20432W	21	170	1	-1	170
NS20432W	22	46	1	-1	46
NS20432W	23	170	1	-1	170
NS20443R	21	80	2	-1	18
NS20444S	21	32	4	1	32
NS20444S	23	40	4	1	40
NS20444S	30	-8	2	-1	-1
NS20449Y	21	137	2	-1	31
NS20449Y	23	40	1	-1	40
NS20463F	21	132	4	4	33
NS20463F	23	41	1	-1	41
NS20475C	4	73	4	1	73
NS20475C	21	21	4	1	21
NS20475C	23	57	4	1	57
NS20475C	28	73	4	1	73
NS20475C	29	-8	-8	-1	-1
NS20476D	21	137	4	4	34
NS20476D	23	350	4	4	87
NS20508W	21	80	4	4	20
NS20512J	28	81	1	-1	81
NS20512J	29	-8	-8	-1	-1
NS20512J	30	250	2	-1	57
NS20517P	21	20	1	-1	20
NS20517P	22	65	1	-1	65
NS20517P	23	59	1	-1	59
NS20517P	28	266	2	-1	61
NS20523E	3	104	4	1	104
NS20523E	4	300	4	4	75
NS20523E	30	0	-8	-1	-8
NS20526H	2	124	4	2	62
NS20526H	21	20	1	-1	20
NS20526H	23	64	1	-1	64
NS20526H	28	484	4	4	121
NS20526H	29	80	2	-1	18
NS20533Z	1	75	1	-1	75
NS20533Z	21	80	2	-1	18
NS20533Z	23	60	1	-1	60
NS20546X	21	198	2	-1	45
NS20549A	21	82	4	2	41
NS20549A	25	279	4	2	139
NS20550K	21	40	1	-1	40
NS20550K	22	217	4	1	217
NS20550K	23	0	4	1	0
NS20551L	3	400	4	4	100
NS20551L	5	400	4	4	100
NS20551L	6	400	4	4	100
NS20551L	8	100	1	-1	100
NS20551L	9	100	1	-1	100
NS20551L	10	100	1	-1	100
NS20551L	11	0	-8	-1	-8
NS20551L	12	0	-8	-1	-8
NS20551L	13	1	-8	-1	-8
NS20557S	21	82	2	-1	18
NS20558T	2	122	4	2	61
NS20558T	21	134	4	4	33
NS20558T	23	115	1	-1	115
NS20558T	28	365	4	4	91
NS20558T	29	87	2	-1	20
NS20559V	21	137	4	4	34
NS20559V	23	118	1	-1	118
NS20560E	2	140	4	2	70
NS20560E	21	130	2	-1	30
NS20560E	23	100	1	-1	100
NS20560E	28	400	2	-1	92
NS20560E	29	-8	-8	-1	-1
NS20573C	21	82	2	-1	18
NS20573C	22	0	2	-1	0
NS20573C	23	0	2	-1	0
NS20593R	22	250	2	-1	57
NS20599Y	21	137	2	-1	31
NS20599Y	23	114	2	-1	26
NS20599Y	28	488	2	-1	112
NS20599Y	29	20	2	-1	4
NS20603S	4	116	4	2	58
NS20603S	7	450	4	4	112
NS20603S	21	81	4	4	20
NS20603S	23	68	1	-1	68
NS20603S	28	150	4	2	75
NS20603S	29	85	2	-1	19
NS20604T	7	230	2	-1	53
NS20609Z	21	-8	-8	-1	-1
NS20611K	21	20	1	-1	20
NS20611K	22	55	1	-1	55
NS20611K	23	60	1	-1	60
NS20618S	21	82	4	5	18
NS20618S	23	25	4	1	25
NS20620D	21	82	2	-1	18
NS20629N	21	82	2	-1	18
NS20632A	21	170	2	-1	39
NS20632A	22	15	1	-1	15
NS20632A	23	130	1	-1	130
NS20634C	21	89	2	-1	20
NS20641T	21	80	2	-1	18
NS20641T	22	11	1	-1	11
NS20641T	23	258	2	-1	59
NS20644X	1	70	4	1	70
NS20650M	21	34	1	-1	34
NS20650M	22	167	1	-1	167
NS20650M	23	0	1	-1	0
NS20658W	21	118	4	4	29
NS20658W	22	93	1	-1	93
NS20658W	23	100	1	-1	100
NS20658W	28	468	4	4	117
NS20677J	1	146	4	2	73
NS20687D	23	80	2	-1	18
NS20694V	7	307	2	-1	70
NS20721G	21	137	2	-1	31
NS20721G	23	98	1	-1	98
NS20721G	27	187	2	-1	43
NS20721G	28	446	2	-1	103
NS20722H	2	61	1	-1	61
NS20750P	21	82	2	-1	18
NS20753S	21	20	1	-1	20
NS20754T	2	120	2	-1	27
NS20754T	3	90	4	2	45
NS20754T	4	100	4	2	50
NS20754T	7	400	2	-1	92
NS20754T	21	60	1	-1	60
NS20754T	23	50	1	-1	50
NS20754T	28	-8	-8	-1	-1
NS20754T	29	-8	-8	-1	-1
NS20779N	7	416	2	-1	96
NS20782A	21	139	2	-1	32
NS20782A	23	92	4	1	92
NS20784C	21	80	2	-1	18
NS20811P	21	150	2	-1	34
NS20811P	23	330	2	-1	76
NS20830C	21	32	1	-1	32
NS20830C	22	15	4	4	3
NS20830C	23	450	4	4	112
NS20832E	1	200	4	2	100
NS20832E	21	34	1	-1	34
NS20832E	23	114	1	-1	114
NS20832E	28	91	1	-1	91
NS20832E	29	80	2	-1	18
NS20849G	1	114	4	2	57
NS20849G	21	33	4	1	33
NS20849G	23	112	1	-1	112
NS20849G	28	0	-8	-1	-8
NS20849G	29	0	1	-1	0
NS20857Z	21	20	1	-1	20
NS20857Z	22	-8	3	-1	-1
NS20857Z	23	-8	-8	-1	-1
NS20859B	21	20	1	-1	20
NS20871G	2	120	4	2	60
NS20871G	21	33	1	-1	33
NS20871G	23	115	1	-1	115
NS20871G	28	443	4	2	221
NS20871G	29	-8	4	15	-1
NS20872H	21	192	4	4	48
NS20872H	23	53	1	-1	53
NS20875L	21	5	1	-1	5
NS20875L	23	5	1	-1	5
NS20883D	21	82	2	-1	18
NS20886G	7	80	2	-1	18
NS20892X	21	82	4	4	20
NS20892X	22	75	4	1	75
NS20892X	23	60	4	1	60
NS20899E	21	134	2	-1	30
NS20902Y	21	32	2	-1	7
NS20909F	1	140	4	2	70
NS20909F	28	94	1	-1	94
NS20909F	29	14	2	-1	3
NS20921L	21	-9	-9	-1	-1
NS20921L	22	-9	-9	-1	-1
NS20924P	21	-8	-8	-1	-1
NS20924P	22	-8	-8	-1	-1
NS20924P	23	-8	-8	-1	-1
NS20941A	21	-8	-8	-1	-1
NS20941A	23	-8	-8	-1	-1
NS20941A	25	139	1	-1	139
NS20948H	30	4000	3	-1	76
NS20954Y	4	180	4	2	90
NS20954Y	28	-8	-8	-1	-1
NS20954Y	29	-8	-8	-1	-1
NS20964S	2	250	2	-1	57
NS20964S	4	50	2	-1	11
NS20964S	5	200	4	5	46
NS20964S	7	200	4	5	46
NS20982E	4	205	1	-1	205
NS20982E	7	450	2	-1	103
NS20991Y	21	32	1	-1	32
NS20991Y	22	40	1	-1	40
NS20991Y	23	60	1	-1	60
NS20992Z	21	80	2	-1	18
NS21002Z	21	60	1	-1	60
NS21005C	21	84	2	-1	19
NS21005C	23	234	2	-1	54
NS21021M	21	-8	-8	-1	-1
NS21021M	23	-8	-8	-1	-1
NS21022N	21	20	1	-1	20
NS21022N	23	60	1	-1	60
NS21022N	28	187	2	-1	43
NS21022N	29	0	3	-1	0
NS21025R	28	220	2	-1	50
NS21025R	29	32	2	-1	7
NS21027T	21	20	4	1	20
NS21059E	21	21	1	-1	21
NS21066W	21	82	2	-1	18
NS21086K	21	20	1	-1	20
NS21100Z	21	80	2	-1	18
NS21100Z	23	200	2	-1	46
NS21101A	21	30	1	-1	30
NS21101A	23	110	1	-1	110
NS21101A	28	200	4	4	50
NS21105E	21	134	1	-1	134
NS21119D	5	230	2	-1	53
NS21119D	7	230	2	-1	53
NS21119D	21	120	2	-1	27
NS21119D	22	144	1	-1	144
NS21119D	23	110	1	-1	110
NS21119D	28	38	1	-1	38
NS21144G	21	135	2	-1	31
NS21146J	4	102	4	14	-8
NS21168A	1	56	1	-1	56
NS21175R	7	300	2	-1	69
NS21184K	21	0	-9	-1	-8
NS21185L	4	373	4	2	186
NS21185L	7	307	4	4	76
NS21186M	21	80	2	-1	18
NS21189Q	22	89	2	-1	20
NS21192C	21	70	2	-1	16
NS21192C	28	12	4	1	12
NS21192C	29	-8	-8	-1	-1
NS21193D	4	110	1	-1	110
NS21193D	7	200	2	-1	46
NS21199K	21	82	2	-1	18
NS21200B	1	-9	-9	-1	-1
NS21203E	4	202	4	2	101
NS21209L	21	20	2	-1	4
NS21218E	21	20	1	-1	20
NS21220Q	1	144	4	2	72
NS21222S	28	-8	4	4	-1
NS21222S	29	-1	-1	-1	-1
NS21242G	21	34	1	-1	34
NS21245K	21	20	1	-1	20
NS21245K	22	48	1	-1	48
NS21245K	23	0	1	-1	0
NS21254D	4	200	4	2	100
NS21254D	7	200	4	2	100
NS21257G	29	450	3	-1	8
NS21261V	21	-9	-9	-1	-1
NS21261V	22	-9	-9	-1	-1
NS21261V	23	-9	-9	-1	-1
NS21280H	1	-8	-8	-1	-1
NS21280H	7	-8	-8	-1	-1
NS21283L	21	20	1	-1	20
NS21285N	21	34	1	-1	34
NS21285N	22	-8	1	-1	-1
NS21285N	23	-8	1	-1	-1
NS21291D	21	20	1	-1	20
NS21291D	23	145	1	-1	145
NS21324X	15	50	-8	-1	-8
NS21327A	21	-9	-9	-1	-1
NS21327A	22	-8	-8	-1	-1
NS21327A	23	-9	-9	-1	-1
NS21327A	28	-8	-8	-1	-1
NS21327A	29	-8	-8	-1	-1
NS21332P	4	181	4	2	90
NS21354F	2	140	4	2	70
NS21354F	21	190	4	4	47
NS21354F	23	160	1	-1	160
NS21354F	28	751	2	-1	173
NS21354F	29	0	2	-1	0
NS21358K	21	82	2	-1	18
NS21367D	21	-8	4	1	-1
NS21368E	22	106	1	-1	106
NS21372S	21	-9	-9	-1	-1
NS21372S	22	-9	-9	-1	-1
NS21373T	21	82	2	-1	18
NS21374V	4	100	1	-1	100
NS21382M	21	81	2	-1	18
NS21391F	3	224	4	2	112
NS21391F	7	200	4	4	50
NS21392G	21	20	1	-1	20
NS21392G	22	250	2	-1	57
NS21392G	23	64	1	-1	64
NS21396L	7	490	2	-1	113
NS21443M	1	140	4	2	70
NS21447R	4	-8	-8	-1	-1
NS21447R	7	-8	-8	-1	-1
NS21453G	2	-8	-8	-1	-1
NS21453G	21	-8	-8	-1	-1
NS21454H	21	-8	-8	-1	-1
NS21454H	22	-8	-8	-1	-1
NS21454H	23	-8	-8	-1	-1
NS21454H	25	-8	2	-1	-1
NS21454H	27	800	2	-1	184
NS21463B	4	187	4	2	93
NS21463B	6	62	1	-1	62
NS21463B	7	220	4	4	55
NS21463B	21	82	4	4	20
NS21463B	23	63	1	-1	63
NS21463B	28	85	1	-1	85
NS21463B	29	-8	-8	-1	-1
NS21476Z	4	-9	-9	-1	-1
NS21479C	2	115	4	2	57
NS21479C	21	34	1	-1	34
NS21479C	23	116	1	-1	116
NS21479C	28	196	4	2	98
NS21479C	29	5	2	-1	1
NS21480M	21	20	1	-1	20
NS21480M	23	56	1	-1	56
NS21494L	21	188	2	-1	43
NS21503L	21	47	1	-1	47
NS21503L	22	100	1	-1	100
NS21511D	21	80	2	-1	18
NS21511D	22	80	1	-1	80
NS21511D	23	-8	-8	-1	-1
NS21515H	4	146	4	4	36
NS21515H	7	394	4	4	98
NS21516J	21	82	4	4	20
NS21519M	21	115	2	-1	26
NS21519M	25	154	2	-1	35
NS21520X	21	93	4	4	23
NS21520X	23	80	4	4	20
NS21537Z	21	80	2	-1	18
NS21542N	21	47	4	1	47
NS21542N	28	400	4	4	100
NS21542N	29	100	4	9	19
NS21547T	2	0	4	1	0
NS21547T	7	0	4	3	0
NS21552H	21	82	2	-1	18
NS21552H	23	21	1	-1	21
NS21553J	4	250	4	2	125
NS21556M	21	130	4	4	32
NS21556M	22	50	2	-1	11
NS21556M	23	400	2	-1	92
NS21567H	1	146	4	2	73
NS21567H	28	160	4	2	80
NS21567H	29	120	2	-1	27
NS21569K	21	-8	-8	-1	-1
NS21580P	13	100	4	12	1
NS21589Z	21	20	1	-1	20
NS21589Z	22	-8	-8	-1	-1
NS21589Z	23	-9	-9	-1	-1
NS21590J	21	60	2	-1	13
NS21590J	23	60	2	-1	13
NS21590J	28	60	2	-1	13
NS21613H	21	169	1	-1	169
NS21613H	23	1520	1	-1	1520
NS21616L	21	-9	-9	-1	-1
NS21621A	21	80	2	-1	18
NS21623C	28	-8	-8	-1	-1
NS21623C	29	-9	-8	-1	-1
NS21629J	21	135	4	4	33
NS21640N	7	357	2	-1	82
NS21648X	21	24	1	-1	24
NS21648X	22	50	1	-1	50
NS21648X	23	0	1	-1	0
NS21652K	21	130	2	-1	30
NS21657Q	21	20	1	-1	20
NS21658R	21	20	1	-1	20
NS21697T	21	20	4	1	20
NS21697T	22	-8	-8	-1	-1
NS21697T	23	-8	-8	-1	-1
NS21719R	2	58	4	2	29
NS21719R	21	81	4	5	18
NS21719R	23	120	4	1	120
NS21719R	28	-8	-8	-1	-1
NS21719R	29	-8	-8	-1	-1
NS21719R	30	60	4	1	60
NS21731X	1	70	4	2	35
NS21731X	21	20	4	1	20
NS21731X	23	50	1	-1	50
NS21731X	28	110	1	-1	110
NS21738E	4	210	4	2	105
NS21738E	21	21	1	-1	21
NS21738E	23	64	1	-1	64
NS21738E	28	412	4	4	103
NS21738E	29	-8	-8	-1	-1
NS21748Z	21	20	1	-1	20
NS21748Z	22	77	1	-1	77
NS21748Z	23	90	1	-1	90
NS21748Z	28	10	1	-1	10
NS21748Z	29	265	3	-1	5
NS21793R	21	20	1	-1	20
NS21796V	2	115	4	2	57
NS21796V	21	34	4	1	34
NS21796V	23	115	1	-1	115
NS21796V	28	149	1	-1	149
NS21796V	29	80	4	4	20
NS21801Q	21	82	2	-1	18
NS21802R	21	84	4	4	21
NS21822F	2	-9	-9	-1	-1
NS21822F	7	-9	-9	-1	-1
NS21829N	4	220	4	2	110
NS21829N	7	250	4	4	62
NS21831Z	21	20	1	-1	20
NS21831Z	22	500	4	4	125
NS21831Z	23	240	4	4	60
NS21831Z	28	390	2	-1	90
NS21831Z	29	90	2	-1	20
NS21834C	2	180	4	2	90
NS21834C	21	84	2	-1	19
NS21834C	23	127	1	-1	127
NS21834C	28	366	4	4	91
NS21834C	29	80	1	-1	80
NS21845Y	1	220	4	2	110
NS21845Y	21	34	1	-1	34
NS21845Y	23	105	1	-1	105
NS21852P	21	137	2	-1	31
NS21872D	21	80	2	-1	18
NS21872D	22	45	1	-1	45
NS21872D	23	92	1	-1	92
NS21902T	21	81	2	-1	18
NS21909B	2	-9	4	2	-1
NS21909B	21	-9	-9	-1	-1
NS21909B	23	-9	-9	-1	-1
NS21909B	28	-9	-9	-1	-1
NS21909B	29	-9	-9	-1	-1
NS21947C	7	84	2	-1	19
NS21947C	21	80	2	-1	18
NS21950P	21	130	2	-1	30
NS21950P	23	10	1	-1	10
NS21961K	21	86	2	-1	19
NS21982A	2	100	1	-1	100
NS21982A	21	20	1	-1	20
NS21982A	23	60	1	-1	60
NS21986E	4	-8	-8	-1	-1
NS21994X	21	38	4	2	19
NS21999C	21	80	2	-1	18
NS22013Q	21	20	1	-1	20
NS22013Q	23	63	1	-1	63
NS22013Q	28	290	2	-1	66
NS22013Q	29	-8	-8	-1	-1
NS22020G	21	80	2	-1	18
NS22025M	21	0	1	-1	0
NS22025M	23	0	4	4	0
NS22027P	21	38	4	1	38
NS22027P	23	130	4	2	65
NS22027P	28	1100	4	5	254
NS22027P	29	150	4	9	28
NS22027P	30	150	4	9	28
NS22063N	21	32	4	1	32
NS22064P	2	140	4	2	70
NS22064P	21	130	4	4	32
NS22064P	23	400	4	4	100
NS22067S	21	190	2	-1	43
NS22067S	22	7	1	-1	7
NS22067S	23	112	1	-1	112
NS22067S	28	640	4	4	160
NS22067S	29	17	1	-1	17
NS22082B	1	149	4	2	74
NS22086F	21	80	2	-1	18
NS22100V	21	84	2	-1	19
NS22102X	21	82	4	4	20
NS22102X	23	117	1	-1	117
NS22103Y	21	34	4	1	34
NS22113S	21	34	1	-1	34
NS22138M	21	110	2	-1	25
NS22142A	2	146	4	2	73
NS22142A	21	82	4	4	20
NS22142A	23	256	4	4	64
NS22163Q	21	130	2	-1	30
NS22175M	21	496	2	-1	114
NS22175M	22	250	2	-1	57
NS22175M	23	246	2	-1	56
NS22176N	21	136	4	4	34
NS22176N	22	40	1	-1	40
NS22176N	23	160	1	-1	160
NS22204B	13	220	4	4	55
NS22204B	21	82	4	4	20
NS22204B	22	109	4	1	109
NS22204B	23	64	4	1	64
NS22204B	28	86	4	1	86
NS22204B	29	105	4	5	24
NS22211S	2	100	4	2	50
NS22211S	21	34	1	-1	34
NS22211S	23	117	1	-1	117
NS22222N	2	50	1	-1	50
NS22222N	21	20	1	-1	20
NS22222N	23	60	1	-1	60
NS22223P	1	229	4	2	114
NS22223P	29	887	3	-1	17
NS22225R	21	20	4	1	20
NS22225R	22	150	4	1	150
NS22225R	23	0	4	1	0
NS22231G	21	20	1	-1	20
NS22231G	22	0	1	-1	0
NS22231G	23	110	1	-1	110
NS22231G	28	0	1	-1	0
NS22231G	29	0	1	-1	0
NS22239Q	7	-8	-8	-1	-1
NS22254Z	21	80	4	4	20
NS22254Z	23	377	4	4	94
NS22284H	21	-8	-8	-1	-1
NS22284H	22	-8	-8	-1	-1
NS22284H	23	-8	-8	-1	-1
NS22285J	21	34	4	1	34
NS22285J	22	209	4	4	52
NS22285J	23	0	4	4	0
NS22285J	28	360	4	5	83
NS22293B	21	80	1	-1	80
NS22293B	22	100	1	-1	100
NS22293B	23	-8	-8	-1	-1
NS22305E	21	81	2	-1	18
NS22310T	2	-8	-8	-1	-1
NS22313X	21	34	4	1	34
NS22313X	22	8	4	1	8
NS22313X	23	80	4	1	80
NS22317B	21	82	4	4	20
NS22317B	22	92	1	-1	92
NS22317B	23	60	1	-1	60
NS22318C	8	-9	-9	-1	-1
NS22318C	21	-9	3	-1	-1
NS22318C	23	-9	-9	-1	-1
NS22327W	21	84	2	-1	19
NS22327W	23	350	2	-1	80
NS22336P	4	0	-8	-1	-8
NS22336P	6	-8	2	-1	-1
NS22336P	7	55	1	-1	55
NS22346J	21	138	2	-1	31
NS22346J	22	44	1	-1	44
NS22346J	23	118	1	-1	118
NS22346J	28	58	1	-1	58
NS22346J	29	443	3	-1	8
NS22367Z	21	20	1	-1	20
NS22376S	21	20	1	-1	20
NS22386M	7	80	4	1	80
NS22386M	21	20	4	1	20
NS22399K	21	192	2	-1	44
NS22399K	22	64	2	-1	14
NS22399K	23	168	2	-1	38
NS22425W	1	210	4	2	105
NS22426X	29	31	2	-1	7
NS22432M	1	117	1	-1	117
NS22432M	2	117	1	-1	117
NS22432M	28	114	1	-1	114
NS22444J	21	60	4	1	60
NS22444J	22	38	4	1	38
NS22444J	23	50	4	1	50
NS22447M	1	142	4	2	71
NS22447M	28	65	4	1	65
NS22447M	29	-8	-8	-1	-1
NS22459J	29	-8	-8	-1	-1
NS22466A	2	136	4	2	68
NS22466A	21	21	4	1	21
NS22466A	23	256	4	4	64
NS22466A	28	526	4	4	131
NS22466A	29	0	4	5	0
NS22467B	21	30	4	1	30
NS22467B	22	-8	4	4	-1
NS22467B	23	-8	4	4	-1
NS22467B	28	-8	4	5	-1
NS22482K	2	60	1	-1	60
NS22482K	21	0	-8	-1	-8
NS22490C	21	20	1	-1	20
NS22490C	23	63	1	-1	63
NS22492E	21	-9	-9	-1	-1
NS22492E	22	-9	-9	-1	-1
NS22492E	23	-9	-9	-1	-1
NS22497K	21	20	4	1	20
NS22510Y	21	82	2	-1	18
NS22510Y	22	-8	-8	-1	-1
NS22510Y	23	250	2	-1	57
NS22512A	21	140	4	5	32
NS22519H	7	6718	4	12	129
NS22525Y	1	141	4	2	70
NS22525Y	28	166	4	2	83
NS22525Y	29	-8	-8	-1	-1
NS22531N	2	138	4	2	69
NS22531N	21	38	1	-1	38
NS22531N	23	166	1	-1	166
NS22531N	28	110	2	-1	25
NS22531N	29	25	2	-1	5
NS22532P	21	81	4	4	20
NS22532P	23	61	1	-1	61
NS22532P	28	85	4	2	42
NS22532P	29	0	2	-1	0
NS22538W	2	140	4	2	70
NS22538W	21	34	1	-1	34
NS22538W	23	112	1	-1	112
NS22538W	28	385	4	4	96
NS22538W	29	640	3	-1	12
NS22540G	21	80	4	4	20
NS22540G	22	30	4	2	15
NS22545M	21	84	4	4	21
NS22545M	23	150	1	-1	150
NS22558K	2	228	4	2	114
NS22558K	21	20	1	-1	20
NS22558K	23	63	1	-1	63
NS22558K	28	366	4	4	91
NS22558K	29	72	2	-1	16
NS22573T	21	34	4	1	34
NS22573T	22	100	1	-1	100
NS22573T	23	90	1	-1	90
NS22573T	28	290	4	5	66
NS22574V	21	80	2	-1	18
NS22588T	21	255	4	4	63
NS22588T	22	8	1	-1	8
NS22588T	23	255	4	4	63
NS22611B	4	243	4	2	121
NS22642L	21	72	1	-1	72
NS22642L	22	68	1	-1	68
NS22642L	23	18	1	-1	18
NS22642L	28	200	2	-1	46
NS22643M	22	116	1	-1	116
NS22644N	21	20	4	1	20
NS22644N	22	139	4	1	139
NS22644N	23	0	1	-1	0
NS22644N	28	360	4	5	83
NS22644N	29	200	4	5	46
NS22649T	21	81	2	-1	18
NS22659N	2	130	4	2	65
NS22659N	21	20	1	-1	20
NS22659N	23	63	1	-1	63
NS22659N	28	190	4	2	95
NS22659N	29	25	4	5	5
NS22678B	6	41	1	-1	41
NS22678B	7	212	4	4	53
NS22678B	21	190	4	4	47
