NSID	Designweight	SampPSU	SampStratum	IndSchool	W1FinWt	w1intmonthMP	w1intyearMP	w1intmonthSP	w1intyearSP	W1InCarHH	W1InTypHH	W1hous12HH	W1usevcHH	W1vehnoHH	W1condur4MP	W1condur5MP	W1condur6MP	W1englangHH	W1mainres	W1secores	W1InfoN	W1hrefPer	W1qfhhno	W1fammealMP	W1faminMP	W1fammusMP	W1paroutMP	W1parbackMP	W1partimdMP	W1patwkMP	W1partmewMP	W1carehhMP	W1carehhtMP	W1carenhhMP	W1carenhtMP	W1ben1MP0a	W1ben1MP0b	W1ben1MP0c	W1ben1MP0d	W1ben1MP0e	W1ben1MP0f	W1ben1MP0g	W1ben1MP0h	W1ben1MP0i	W1benchMP	W1ben2MP0a	W1ben2MP0b	W1ben2MP0c	W1ben2MP0d	W1ben2MP0e	W1ben2MP0f	W1ben2MP0g	W1ben2MP0h	W1ben2MP0i	W1ben2MP0j	W1ben2MP0k	W1ben2MP0l	W1ben2MP0m	W1ben2MP0n	W1ben2MP0o	W1ben3MP0a	W1ben3MP0b	W1ben3MP0c	W1ben3MP0d	W1ben3MP0e	W1benamMP	W1benchildMP	W1benunempMP	W1benlowincMP	W1bendisMP	W1benberMP	W1benothMP	W1inc1estMP	W1inc2estMP	W1managhhMP	W1whopresMP0a	W1whopresMP0b	W1whopresMP0c	W1whopresMP0d	W1whopresMP0e	W1whopresMP0f	W1Ed1MP	W1ed1aMP	W1Ed1bMP	W1QualMP0a	W1QualMP0b	W1QualMP0c	W1QualMP0d	W1QualMP0e	W1QualMP0f	W1QualMP0g	W1QualMP0h	W1QualMP0i	W1QualMP0j	W1QualMP0k	W1QualMP0l	W1QualMP0m	W1QualMP0n	W1QualMP0o	W1QualMP0p	W1QualMP0q	W1QualMP0r	W1QualMP0s	W1QualMP0t	W1QualMP0u	W1QualMP0v	W1QualMP0w	W1QualMP0x	W1QualMP0y	W1QualMP0z	W1QualMPaa	W1QualMPab	W1QualMPac	W1QualMPad	W1QualMPae	W1QualMPaf	W1QualMPag	W1QualMPah	W1QualMPai	W1QualMPaj	W1QualMPak	W1QualMPal	W1QualMPam	W1QualMPan	W1QualMPao	W1QualMPap	W1QualMPaq	W1QualMPar	W1QualMPas	W1QualMPat	W1QualMPau	W1QualMPav	W1QualMPaw	W1ApprentMP	W1oversMP	W1otypeMP	W1ed3MP	W1ed4MP	W1wrk1aMP	W1WrkYMP	W1wrkmMP	W1wrk2MP	W1Wrk3MP	W1wrk4MP	W1wrkStatMP	W1wrk10MP	W1wrk11MP	W1fixhrMP	W1FixraMP	W1Fixra2MP	W1Salar1MP	W1salar2MP	W1Salar3MP	W1salar4MP	W1JJBHrsMP	W1HRsOverMP	W1PaidovrMP	W1wrk12aMP	W1wrk12bMP	W1SeiInc1MP	W1SeiInc2MP	W1SeiInc3MP	W1hea1MP	W1hea2MP	W1hea2aMP	W1pethniCMP	W1prelig1MP	W1prelig2MP	W1prelig3MP	W1ppresMP0a	W1ppresMP0b	W1ppresMP0c	W1ppresMP0d	W1ppresMP0e	W1ppresMP0f	W1ppresMP0g	W1NoldsibHS	W1NoldBroHS	W1NresSibHS	W1Ed1SP	W1ed1aSP	W1Ed1bSP	W1QualSP0a	W1QualSP0b	W1QualSP0c	W1QualSP0d	W1QualSP0e	W1QualSP0f	W1QualSP0g	W1QualSP0h	W1QualSP0i	W1QualSP0j	W1QualSP0k	W1QualSP0l	W1QualSP0m	W1QualSP0n	W1QualSP0o	W1QualSP0p	W1QualSP0q	W1QualSP0r	W1QualSP0s	W1QualSP0t	W1QualSP0u	W1QualSP0v	W1QualSP0w	W1QualSP0x	W1QualSP0y	W1QualSP0z	W1QualSPaa	W1QualSPab	W1QualSPac	W1QualSPad	W1QualSPae	W1QualSPaf	W1QualSPag	W1QualSPah	W1QualSPai	W1QualSPaj	W1QualSPak	W1QualSPal	W1QualSPam	W1QualSPan	W1QualSPao	W1QualSPap	W1QualSPaq	W1QualSPar	W1QualSPas	W1QualSPat	W1QualSPau	W1QualSPav	W1QualSPaw	W1apprentSP	W1oversSP	W1otypeSP	W1ed3SP	W1ed4SP	W1wrk1aSP	W1wrkYSP	W1wrkmSP	W1Wrk2SP	W1wrk3SP	W1wrk4SP	W1wrkStatSP	W1wrk10SP	W1wrk11SP	W1fixhrSP	W1FixraSP	W1Fixra2SP	W1salar1SP	W1Salar2SP	W1salar3SP	W1salar4SP	W1JJBhrsSP	W1HrsOveSP	W1PaidovrSP	W1wrk12aSP	W1wrk12bSP	W1SeiInc1SP	W1SeiInc2SP	W1SeiInc3SP	W1hea1SP	W1hea2SP	W1hea2aSP	W1pethnicSP	W1prelig1SP	W1prelig2SP	W1prelig3SP	W1ppresSP0a	W1ppresSP0b	W1ppresSP0c	W1ppresSP0d	W1ppresSP0e	W1ppresSP0f	W1ppresSP0g	W1motherID	W1fatherID	W1sexMP	W1sexSP	W1ageMP	W1ageSP	W1agemum	W1agedad	W1agebd5MP	W1agebd5SP	W1agebd5mum	W1agebd5dad	W1agebd10MP	W1agebd10SP	W1agebd10mum	W1agebd10dad	W1marstatMP	W1marstatSP	W1marstatmum	W1marstatdad	W1wrkageMP	W1wrkageSP	W1wrkagemum	W1wrkagedad	W1empsMP	W1empsSP	W1empsmum	W1empsdad	W1depkids	W1ch0_2HH	W1ch3_11HH	W1ch12_15HH	W1ch16_17HH	W1stepfam	W1famtyp	W1famtyp2	W1singlepar	W1empszMP	W1empszSP	W1empszmum	W1empszdad	W1louneMP	W1louneSP	W1SOCMajorSP	W1SOCMajorMP	W1nssecMP	W1nssecSP	W1nsseccatSP	W1nsseccatMP	W1nsseccatmum	W1nsseccatdad	W1nsseccatfam	W1nssecmum	W1nssecdad	W1nssecfam	W1emplenMP	W1emplenSP	W1emplenmum	W1emplendad	W1disabMP	W1disabSP	W1disabmum	W1disabdad	W1sibs	W1sibs2	W1hiqualgMP	W1hiqualgSP	W1hiqualgmum	W1hiqualgdad	W1hiqualMP	W1hiqualSP	W1hiqualmum	W1hiqualdad	W1wrkfullMP	W1wrkfullSP	W1wrkfulldad	W1wrkfullmum	W1wrkcurMP	W1wrkcurSP	W1wrkcurdad	W1wrkcurmum	W1empmonMP	W1empmonSP	W1empmonmum	W1empmondad	W1LangHom1	W1LangHom2	W1LangHom3	W1ethgrpMP	W1ethgrpSP	W1ethgrpmum	W1ethgrpdad	W1ethgrpYP	W1GrssyrMP	W1flagIncEditMP	W1GrsswkMP	W1GrssmnMP	W1GrssyrSP	W1flagIncEditSP	W1GrsswkSP	W1GrssmnSP	W1GrssyrHH	W1GrsswkHH	W1GrssmnHH	W1GrssyrHHbands	W1inc1est
NS22208F	1.36628717976343	10602	106	0	1.24444811894266	6	2004	6	2004	1	-91	2	1	2	3	1	1	1	2	3	2	3	6	1	1	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	1	0	1	0	0	0	17	-91	1	0	0	0	1	0	0	16	2	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1985	2	-91	-91	-91	1	2	1	1	5	15	-91	-91	-91	-91	24	8	0	-91	-91	-91	-91	-91	2	2	-91	-91	2	2	3	0	0	0	0	1	0	0	2	1	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	3	2	-91	2	2	1	1980	7	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	-91	-91	-91	2	2	-91	1	2	2	3	0	1	0	0	0	0	0	2	3	2	1	40	40	40	40	5	5	5	5	3	3	3	3	2	2	2	2	1	1	1	1	2	1	2	1	3	0	0	2	1	0	1	0	0	7	3	7	3	-91	-91	7	4	3	4	9.1	7.1	7.1	9.1	9.1	3	4	4	232	287	232	287	3	3	3	3	3	3	4	7	4	7	15	20	15	20	2	1	1	2	1	1	1	1	232	287	232	287	-91	-91	-91	1	1	1	1	1	6427.2	0	123.6	535.6	-999	0	-999	-999	-999	-999	-999	-999	17
NS22209G	1.36628717976343	10441	104	0	1.13928840847095	6	2004	-91	-91	1	-91	1	2	-91	3	1	1	1	2	-98	2	2	3	1	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	1	0	1	0	0	0	12	-91	2	1	0	0	0	0	0	15	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	2003	10	1	2003	10	1	2	1	1	4	20	-91	-91	-91	-91	16	12	12	-91	-91	-91	-91	-91	2	2	-91	-997	1	-91	-91	1	0	0	0	0	0	0	3	0	2	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	54	-98	54	-98	7	-98	7	-98	4	-98	4	-98	5	-98	5	-98	1	-98	1	-98	6	-98	6	-98	2	0	0	1	1	0	4	1	1	5	-98	5	-98	-91	-98	-98	1	2	-98	-98	5	5	-98	5	2	-98	2	8	-98	8	-98	3	-98	3	-98	1	3	7	-98	7	-98	20	-98	20	-98	3	-98	-98	3	2	-98	-98	2	-91	-98	-91	-98	-91	-91	-91	1	-98	1	-98	1	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	12
NS22210R	1.36628717976343	11721	117	0	1.27367948603221	4	2004	4	2004	1	-91	2	1	2	3	1	1	1	2	3	2	3	5	3	6	6	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	1	0	0	0	0	0	27	-91	2	0	0	0	1	0	0	16	2	-91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1997	-1	-91	-91	-91	1	2	-1	1	4	66	-91	-91	-91	-91	25	0	-91	-91	-91	-91	-91	-91	3	2	-91	-997	1	-91	-91	0	0	0	1	0	0	0	2	0	0	15	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1968	7	-91	-91	-91	1	2	3	1	-1	-1	-91	-91	-91	-91	43	10	10	-91	-91	-91	-91	-91	2	2	-91	1	1	-91	-91	0	1	0	1	0	0	0	2	3	2	1	42	50	42	50	5	7	5	7	3	4	3	4	2	2	2	2	1	1	1	1	2	1	2	1	1	0	0	1	0	0	1	0	0	7	7	7	7	-91	-91	8	7	6	7	13.3	12.1	12.1	13.3	13.3	6	7	7	82	429	82	429	3	3	3	3	2	2	5	7	5	7	16	20	16	20	2	1	1	2	1	1	1	1	82	429	82	429	-91	-91	-91	1	1	1	1	1	6058	0	116.5	504.833333333333	-1	0	-1	-1	-1	-1	-1	-1	27
NS22211S	1.36628717976343	12003	120	0	1.44966352218864	4	2004	-91	-91	1	-91	4	2	-91	2	2	2	1	2	-98	2	2	4	3	1	1	6	-91	-91	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	17	1	0	1	0	0	0	17	-91	3	1	0	0	0	0	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	1998	-1	1	1998	2	1	2	-1	1	-1	-1	-91	-91	-91	-91	-1	-1	-91	-91	-91	-91	-91	-91	3	1	2	-997	1	-91	-91	1	0	0	0	0	0	0	0	2	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	1	-98	56	-98	-98	56	8	-98	-98	8	5	-98	-98	5	5	-98	-98	5	1	-98	-98	1	6	-98	-98	6	3	0	1	2	0	0	3	1	1	7	-98	-98	7	-91	-98	-98	9	7	-98	-98	13.4	-98	13.4	13.4	-98	7	7	70	-98	-98	70	2	-98	-98	2	2	2	7	-98	-98	7	20	-98	-98	20	3	-98	3	-98	2	-98	2	-98	-91	-98	-98	-91	-91	-91	-91	1	-98	-98	1	1	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	17
NS22212T	1.36628717976343	10852	108	0	1.30574574886327	5	2004	-91	-91	1	-91	2	1	2	3	1	1	1	2	3	2	3	5	1	2	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-92	1	0	0	0	0	0	-92	-91	1	0	0	1	0	0	0	16	1	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1993	4	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	-91	-91	-91	1	2	-91	-91	2	2	3	0	0	1	0	0	0	0	1	1	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	2	3	2	1	43	45	43	45	5	6	5	6	3	4	3	4	2	2	2	2	1	1	1	1	2	1	2	1	3	0	1	1	1	0	1	0	0	2	-99	2	-99	-91	-99	-99	4	4	-99	-99	8.1	8.1	-99	-99	4	-99	-99	133	-99	133	-99	3	-99	3	-99	2	2	1	-99	1	-99	2	-99	2	-99	2	1	1	2	1	1	1	1	133	-99	133	-99	-91	-91	-91	1	1	1	1	1	-999	0	-999	-999	-99	0	-99	-99	-99	-99	-99	-99	-92
NS22213V	1.36628717976343	11743	117	0	1.31250474417373	7	2004	7	2004	1	-91	2	1	4	3	1	1	1	2	3	2	3	4	2	1	4	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	30	-91	1	1	0	0	0	0	0	15	1	24	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	2002	3	-91	-91	-91	1	2	1	1	7	70	-91	-91	-91	-91	15	1	0	-91	-91	-91	-91	-91	3	1	1	-997	2	2	2	1	0	0	0	0	0	0	1	0	0	15	2	-91	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	-91	2	2	3	1975	7	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-91	-91	-91	40000	2	1	1	1	2	2	2	1	0	0	0	0	0	0	2	3	2	1	49	51	49	51	6	7	6	7	4	4	4	4	2	2	2	2	1	1	1	1	2	1	2	1	2	0	0	1	1	0	1	0	0	7	3	7	3	-91	-91	5	4	3	4	9.1	7.1	7.1	9.1	9.1	3	4	4	28	348	28	348	1	1	1	1	1	1	3	3	3	3	9	9	9	9	2	1	1	2	1	1	1	1	28	348	28	348	-91	-91	-91	1	1	1	1	1	6006	0	115.5	500.5	40000	0	769.230769230769	3333.33333333333	46006	884.730769230769	3833.83333333333	7	30
NS22214W	.370173169347943	11017	110	0	.402179835783896	4	2004	4	2004	1	-91	2	1	1	1	2	2	3	2	3	2	3	4	3	1	3	6	-91	-91	5	-91	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	1	0	1	0	0	0	-1	-91	1	1	0	0	0	0	0	16	1	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1996	-1	-91	-91	-91	1	2	3	1	5	24	-91	-91	-91	-91	20	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	4	-91	1	1	0	0	0	0	0	0	2	0	2	16	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	2	1	1977	11	-91	-91	-91	1	2	1	2	-91	-91	20000	12	1200	5	40	0	-91	-91	-91	-91	-91	-91	1	2	-91	8	4	-91	2	1	0	0	0	0	0	0	2	3	2	1	46	50	46	50	6	7	6	7	4	4	4	4	2	2	2	2	1	1	1	1	2	1	2	1	1	0	0	1	0	0	1	0	0	7	7	7	7	-91	-91	4	9	7	3	7.2	13.4	13.4	7.2	7.2	7	3	3	94	317	94	317	3	3	3	3	0	2	5	7	5	7	16	20	16	20	2	1	1	2	1	1	1	1	232	317	232	317	27	0	0	3	3	3	3	3	5449.6	0	104.8	454.133333333333	20000	0	384.615384615385	1666.66666666667	25449.6	489.415384615385	2120.8	5	-1
NS22215X	1.36628717976343	10438	104	0	1.2076360467222	7	2004	-91	-91	1	-91	2	1	1	1	1	1	1	4	-98	4	3	4	1	1	1	3	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	-1	1	0	1	0	0	0	31	-91	1	0	1	0	0	0	0	15	1	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1998	9	-91	-91	-91	1	1	1	1	5	0	-91	-91	-91	-91	-1	-1	-91	-91	-91	-91	-91	-91	2	2	-91	-91	2	1	3	0	1	0	0	0	0	0	0	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	4	3	2	-98	33	-98	33	38	3	-98	3	4	2	-98	2	3	2	-98	2	2	1	-98	1	1	2	-98	2	-99	2	0	1	1	0	1	2	0	0	6	-98	6	-99	-91	-98	-98	5	5	-98	-98	10	10	-99	-99	5	-98	-99	70	-98	70	-99	3	-98	3	-99	1	1	5	-98	5	-99	17	-98	17	-99	2	-98	-99	2	1	-98	-99	1	70	-98	70	-99	-91	-91	-91	1	-98	1	-99	1	-1	0	-1	-1	-98	0	-98	-98	-1	-1	-1	-1	31
NS22216Y	.370173169347943	10418	104	0	.294035421308337	4	2004	4	2004	1	-91	2	1	1	3	1	1	3	3	2	6	2	6	1	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	9	1	0	1	0	0	0	16	-91	2	0	1	1	0	1	0	17	2	-91	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1995	-1	-91	-91	-91	1	2	3	1	5	37	-91	-91	-91	-91	20	0	-91	-91	-91	-91	-91	-91	2	1	1	-997	4	-91	1	0	1	1	0	1	0	0	0	2	0	18	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-1	-91	2	2	1	1990	2	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	-91	-91	-91	1	2	-91	8	4	-91	1	0	1	0	0	1	0	0	3	2	2	1	37	38	37	38	4	4	4	4	3	3	3	3	2	2	2	2	1	1	1	1	2	1	2	1	3	0	2	1	0	0	1	0	0	7	2	7	2	-91	-91	6	3	6	4	8.1	12.1	12.1	8.1	8.1	6	4	4	106	170	106	170	1	3	1	3	2	2	5	7	5	7	16	20	16	20	2	1	1	2	1	1	1	1	228	170	228	170	38	0	0	3	3	3	3	3	5584.8	0	107.4	465.4	-999	0	-999	-999	-999	-999	-999	-999	16
NS22217Z	.196456906931692	12811	128	0	.304409103956123	5	2004	5	2004	1	-91	4	2	-91	3	1	1	2	2	3	2	3	7	2	1	1	1	1	4	1	1	1	5	2	-91	1	0	0	0	1	1	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	1	0	1	1	0	0	18	-91	2	1	0	0	0	0	0	16	1	39	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	2	5	2002	-1	1	2002	-1	1	2	2	2	-91	-91	20000	12	-1	-91	40	0	-91	-91	-91	-91	-91	-91	2	1	2	-997	2	3	1	1	0	0	0	0	0	0	4	0	2	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	2	1	2002	-1	-91	-91	-91	1	2	3	2	-91	-91	-1	-91	-92	-91	50	0	-91	-91	-91	-91	-91	-91	3	2	-91	13	2	3	3	1	0	0	0	0	0	0	2	3	2	1	44	66	44	66	5	10	5	10	3	6	3	6	2	2	2	2	1	0	1	0	3	1	3	1	3	0	0	2	1	0	1	0	0	7	7	7	7	1	-91	9	4	8	6	12.2	14.2	14.2	12.2	12.2	8	6	6	23	23	23	23	2	3	2	3	4	6	2	7	2	7	3	20	3	20	3	1	1	3	2	1	1	2	-91	23	-91	23	-91	-91	-91	7	7	7	7	7	-91	0	-91	-91	-1	0	-1	-1	-1	-1	-1	-1	18
NS22218A	.296052729323898	10435	104	0	.280582483636407	9	2004	-91	-91	1	-91	5	2	-91	3	1	1	2	2	-98	2	2	2	2	1	1	1	1	1	3	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	0	1	0	0	0	11	-91	2	1	0	0	0	0	0	16	1	21	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	1990	1	-91	-91	-91	1	2	1	2	-91	-91	14	1	14	1	6	0	-91	-91	-91	-91	-91	-91	1	2	-91	-91	2	2	3	1	0	0	0	0	0	0	0	0	-92	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	40	-98	40	-98	5	-98	5	-98	3	-98	3	-98	1	-98	1	-98	1	-98	1	-98	2	-98	2	-98	1	0	0	1	0	0	4	1	1	7	-98	7	-98	-91	-98	-98	7	6	-98	-98	12.1	12.1	-98	12.1	6	-98	6	176	-98	176	-98	3	-98	3	-98	0	-94	4	-98	4	-98	15	-98	15	-98	2	-98	-98	2	1	-98	-98	1	176	-98	176	-98	27	0	0	6	-98	6	-98	6	728	0	14	60.6666666666667	-98	0	-98	-98	728	14	60.6666666666667	1	11
