NSID	Designweight	SampPSU	SampStratum	IndSchool	W1FinWt	w1intmonthMP	w1intyearMP	w1intmonthSP	w1intyearSP	W1InCarHH	W1InTypHH	W1hous12HH	W1usevcHH	W1vehnoHH	W1condur4MP	W1condur5MP	W1condur6MP	W1englangHH	W1mainres	W1secores	W1InfoN	W1hrefPer	W1qfhhno	W1fammealMP	W1faminMP	W1fammusMP	W1paroutMP	W1parbackMP	W1partimdMP	W1patwkMP	W1partmewMP	W1carehhMP	W1carehhtMP	W1carenhhMP	W1carenhtMP	W1ben1MP0a	W1ben1MP0b	W1ben1MP0c	W1ben1MP0d	W1ben1MP0e	W1ben1MP0f	W1ben1MP0g	W1ben1MP0h	W1ben1MP0i	W1benchMP	W1ben2MP0a	W1ben2MP0b	W1ben2MP0c	W1ben2MP0d	W1ben2MP0e	W1ben2MP0f	W1ben2MP0g	W1ben2MP0h	W1ben2MP0i	W1ben2MP0j	W1ben2MP0k	W1ben2MP0l	W1ben2MP0m	W1ben2MP0n	W1ben2MP0o	W1ben3MP0a	W1ben3MP0b	W1ben3MP0c	W1ben3MP0d	W1ben3MP0e	W1benamMP	W1benchildMP	W1benunempMP	W1benlowincMP	W1bendisMP	W1benberMP	W1benothMP	W1inc1estMP	W1inc2estMP	W1managhhMP	W1whopresMP0a	W1whopresMP0b	W1whopresMP0c	W1whopresMP0d	W1whopresMP0e	W1whopresMP0f	W1Ed1MP	W1ed1aMP	W1Ed1bMP	W1QualMP0a	W1QualMP0b	W1QualMP0c	W1QualMP0d	W1QualMP0e	W1QualMP0f	W1QualMP0g	W1QualMP0h	W1QualMP0i	W1QualMP0j	W1QualMP0k	W1QualMP0l	W1QualMP0m	W1QualMP0n	W1QualMP0o	W1QualMP0p	W1QualMP0q	W1QualMP0r	W1QualMP0s	W1QualMP0t	W1QualMP0u	W1QualMP0v	W1QualMP0w	W1QualMP0x	W1QualMP0y	W1QualMP0z	W1QualMPaa	W1QualMPab	W1QualMPac	W1QualMPad	W1QualMPae	W1QualMPaf	W1QualMPag	W1QualMPah	W1QualMPai	W1QualMPaj	W1QualMPak	W1QualMPal	W1QualMPam	W1QualMPan	W1QualMPao	W1QualMPap	W1QualMPaq	W1QualMPar	W1QualMPas	W1QualMPat	W1QualMPau	W1QualMPav	W1QualMPaw	W1ApprentMP	W1oversMP	W1otypeMP	W1ed3MP	W1ed4MP	W1wrk1aMP	W1WrkYMP	W1wrkmMP	W1wrk2MP	W1Wrk3MP	W1wrk4MP	W1wrkStatMP	W1wrk10MP	W1wrk11MP	W1fixhrMP	W1FixraMP	W1Fixra2MP	W1Salar1MP	W1salar2MP	W1Salar3MP	W1salar4MP	W1JJBHrsMP	W1HRsOverMP	W1PaidovrMP	W1wrk12aMP	W1wrk12bMP	W1SeiInc1MP	W1SeiInc2MP	W1SeiInc3MP	W1hea1MP	W1hea2MP	W1hea2aMP	W1pethniCMP	W1prelig1MP	W1prelig2MP	W1prelig3MP	W1ppresMP0a	W1ppresMP0b	W1ppresMP0c	W1ppresMP0d	W1ppresMP0e	W1ppresMP0f	W1ppresMP0g	W1NoldsibHS	W1NoldBroHS	W1NresSibHS	W1Ed1SP	W1ed1aSP	W1Ed1bSP	W1QualSP0a	W1QualSP0b	W1QualSP0c	W1QualSP0d	W1QualSP0e	W1QualSP0f	W1QualSP0g	W1QualSP0h	W1QualSP0i	W1QualSP0j	W1QualSP0k	W1QualSP0l	W1QualSP0m	W1QualSP0n	W1QualSP0o	W1QualSP0p	W1QualSP0q	W1QualSP0r	W1QualSP0s	W1QualSP0t	W1QualSP0u	W1QualSP0v	W1QualSP0w	W1QualSP0x	W1QualSP0y	W1QualSP0z	W1QualSPaa	W1QualSPab	W1QualSPac	W1QualSPad	W1QualSPae	W1QualSPaf	W1QualSPag	W1QualSPah	W1QualSPai	W1QualSPaj	W1QualSPak	W1QualSPal	W1QualSPam	W1QualSPan	W1QualSPao	W1QualSPap	W1QualSPaq	W1QualSPar	W1QualSPas	W1QualSPat	W1QualSPau	W1QualSPav	W1QualSPaw	W1apprentSP	W1oversSP	W1otypeSP	W1ed3SP	W1ed4SP	W1wrk1aSP	W1wrkYSP	W1wrkmSP	W1Wrk2SP	W1wrk3SP	W1wrk4SP	W1wrkStatSP	W1wrk10SP	W1wrk11SP	W1fixhrSP	W1FixraSP	W1Fixra2SP	W1salar1SP	W1Salar2SP	W1salar3SP	W1salar4SP	W1JJBhrsSP	W1HrsOveSP	W1PaidovrSP	W1wrk12aSP	W1wrk12bSP	W1SeiInc1SP	W1SeiInc2SP	W1SeiInc3SP	W1hea1SP	W1hea2SP	W1hea2aSP	W1pethnicSP	W1prelig1SP	W1prelig2SP	W1prelig3SP	W1ppresSP0a	W1ppresSP0b	W1ppresSP0c	W1ppresSP0d	W1ppresSP0e	W1ppresSP0f	W1ppresSP0g	W1motherID	W1fatherID	W1sexMP	W1sexSP	W1ageMP	W1ageSP	W1agemum	W1agedad	W1agebd5MP	W1agebd5SP	W1agebd5mum	W1agebd5dad	W1agebd10MP	W1agebd10SP	W1agebd10mum	W1agebd10dad	W1marstatMP	W1marstatSP	W1marstatmum	W1marstatdad	W1wrkageMP	W1wrkageSP	W1wrkagemum	W1wrkagedad	W1empsMP	W1empsSP	W1empsmum	W1empsdad	W1depkids	W1ch0_2HH	W1ch3_11HH	W1ch12_15HH	W1ch16_17HH	W1stepfam	W1famtyp	W1famtyp2	W1singlepar	W1empszMP	W1empszSP	W1empszmum	W1empszdad	W1louneMP	W1louneSP	W1SOCMajorSP	W1SOCMajorMP	W1nssecMP	W1nssecSP	W1nsseccatSP	W1nsseccatMP	W1nsseccatmum	W1nsseccatdad	W1nsseccatfam	W1nssecmum	W1nssecdad	W1nssecfam	W1emplenMP	W1emplenSP	W1emplenmum	W1emplendad	W1disabMP	W1disabSP	W1disabmum	W1disabdad	W1sibs	W1sibs2	W1hiqualgMP	W1hiqualgSP	W1hiqualgmum	W1hiqualgdad	W1hiqualMP	W1hiqualSP	W1hiqualmum	W1hiqualdad	W1wrkfullMP	W1wrkfullSP	W1wrkfulldad	W1wrkfullmum	W1wrkcurMP	W1wrkcurSP	W1wrkcurdad	W1wrkcurmum	W1empmonMP	W1empmonSP	W1empmonmum	W1empmondad	W1LangHom1	W1LangHom2	W1LangHom3	W1ethgrpMP	W1ethgrpSP	W1ethgrpmum	W1ethgrpdad	W1ethgrpYP	W1GrssyrMP	W1flagIncEditMP	W1GrsswkMP	W1GrssmnMP	W1GrssyrSP	W1flagIncEditSP	W1GrsswkSP	W1GrssmnSP	W1GrssyrHH	W1GrsswkHH	W1GrssmnHH	W1GrssyrHHbands	W1inc1est
NS22220L	.246782112898629	13710	137	0	.306637014111432	8	2004	8	2004	1	-91	2	2	-91	1	1	1	3	2	3	2	3	4	1	2	2	1	5	-91	5	-91	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	1	0	1	0	0	0	-1	-91	2	0	1	1	0	0	0	16	2	-91	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	1997	-1	1	1981	-1	1	2	3	2	-91	-91	-92	-91	-92	-91	40	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	4	-91	1	0	1	1	0	0	0	0	1	0	0	15	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	-92	-91	-91	-91	-91	1	2	1	2	-91	-91	-1	-91	-92	-91	17	0	-91	-91	-91	-91	-91	-91	1	2	-91	8	4	-91	1	0	1	1	0	0	0	0	2	3	2	1	43	49	43	49	5	6	5	6	3	4	3	4	2	2	2	2	1	1	1	1	6	1	6	1	1	0	0	1	0	0	1	0	0	7	7	7	7	-91	-91	8	8	7	7	13.2	13.2	13.2	13.2	13.2	7	7	7	86	-94	86	-94	3	3	3	3	1	1	4	7	4	7	15	20	15	20	3	1	1	3	2	1	1	2	-91	-94	-91	-94	-94	-94	-94	3	3	3	3	3	-91	0	-91	-91	-1	0	-1	-1	-1	-1	-1	-1	-1
NS22221M	.370173169347943	11205	112	0	.402179835783896	4	2004	4	2004	1	-91	2	1	1	3	1	1	3	3	2	2	2	4	3	1	4	5	4	-91	4	-91	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	1	0	0	0	0	0	12	-91	2	0	1	0	0	0	0	17	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	2	2	10	1987	10	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-997	4	-91	1	0	1	0	0	0	0	0	0	1	0	20	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1993	9	-91	-91	-91	1	2	1	2	-91	-91	600	5	550	5	30	0	-91	-91	-91	-91	-91	-91	1	2	-91	8	4	-91	1	0	1	0	0	0	0	0	3	2	2	1	34	41	34	41	3	5	3	5	2	3	2	3	2	2	2	2	1	1	1	1	6	1	6	1	2	0	1	1	0	0	1	0	0	-91	7	-91	7	-91	-91	7	-91	8	6	12.1	14.1	14.1	12.1	12.1	8	6	6	198	127	198	127	3	3	3	3	1	1	7	7	7	7	20	20	20	20	3	1	1	3	2	1	1	2	-91	127	-91	127	38	0	0	3	3	3	3	3	-91	0	-91	-91	7200	0	138.461538461538	600	7200	138.461538461538	600	2	12
NS22222N	1.36628717976343	12545	125	0	1.18389741671058	5	2004	5	2004	1	-91	2	1	1	3	1	1	1	2	3	2	3	4	2	1	1	2	1	1	2	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	1	0	0	0	26	-91	2	0	0	0	0	1	0	16	1	33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	2	2002	7	-91	-91	-91	1	2	2	1	-92	-92	-91	-91	-91	-91	21	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	2	2	4	0	0	0	0	1	0	0	0	2	0	16	2	-91	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1984	5	-91	-91	-91	1	2	3	1	8	0	-91	-91	-91	-91	40	0	-91	-91	-91	-91	-91	-91	3	1	1	1	2	1	3	1	0	0	0	0	0	0	2	3	2	1	42	35	42	35	5	4	5	4	3	3	3	3	2	2	2	2	1	1	1	1	2	1	2	1	2	1	0	1	0	1	1	0	0	7	7	7	7	-91	-91	8	4	3	6	12.4	7.1	7.1	12.4	12.4	3	6	6	22	240	22	240	3	1	3	1	1	1	4	5	4	5	15	16	15	16	2	1	1	2	1	1	1	1	322	240	322	240	-91	-91	-91	1	1	1	1	1	-92	0	-92	-92	16640	0	320	1386.66666666667	-92	-92	-92	-92	26
NS22223P	1.36628717976343	11742	117	0	1.23223259486854	7	2004	7	2004	1	-91	2	1	1	3	1	1	1	2	3	2	3	5	1	2	5	5	5	-91	5	-91	1	2	2	-91	1	0	0	0	1	1	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-92	1	0	1	1	0	0	-92	-91	2	1	0	0	0	0	0	16	1	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	1998	2	1	1998	1	1	2	4	1	-1	-1	-91	-91	-91	-91	10	0	-91	-91	-91	-91	-91	-91	2	2	-91	-997	2	5	1	1	0	0	0	0	0	0	2	0	0	16	1	16	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	9	1999	1	1	2002	4	1	1	3	2	-91	-91	-92	-91	-92	-91	39	16	16	-91	-91	-91	-91	-91	3	1	1	1	2	5	1	0	1	0	0	0	0	0	2	3	2	1	39	42	39	42	4	5	4	5	3	3	3	3	2	2	2	2	1	1	1	1	6	8	6	8	3	0	0	1	2	0	1	0	0	7	6	7	6	-91	-91	8	6	3	5	10	7.3	7.3	10	10	3	5	5	77	66	77	66	3	1	3	1	2	2	5	2	5	2	16	4	16	4	3	3	3	3	2	2	2	2	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	1	-91	0	-91	-91	-91	0	-91	-91	-91	-91	-91	-91	-92
NS22224Q	1.36628717976343	12040	120	0	.98692897398122	4	2004	4	2004	1	-91	2	1	3	3	1	1	1	2	3	2	3	5	2	1	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	0	0	0	0	30	-91	1	0	1	0	0	0	0	16	1	18	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	1	2	2	2002	10	-91	-91	-91	1	2	4	2	-91	-91	8500	12	600	5	20	4	4	-91	-91	-91	-91	-91	2	2	-91	-91	2	2	3	0	1	0	1	0	0	0	1	1	2	15	1	20	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	2	2	1	1984	5	-91	-91	-91	1	1	4	2	-91	-91	21000	12	19000	12	35	0	-91	-91	-91	-91	-91	-91	1	2	-91	1	2	2	3	1	0	0	0	0	0	0	2	3	2	1	45	35	45	35	6	4	6	4	4	3	4	3	3	3	3	3	1	1	1	1	2	1	2	1	3	0	1	1	1	1	2	0	0	7	6	7	6	-91	-91	2	4	3	2	4.1	7.1	7.1	4.1	4.1	3	2	2	18	239	18	239	3	3	3	3	2	4	2	2	2	2	4	3	4	3	2	1	1	2	1	1	1	1	57	239	57	239	-91	-91	-91	1	1	1	1	1	8500	0	163.461538461538	708.333333333333	21000	0	403.846153846154	1750	29500	567.307692307692	2458.33333333333	5	30
NS22225R	.365572593787429	10907	109	0	.436784660312599	6	2004	-91	-91	1	-91	4	1	1	1	2	2	1	2	-98	2	2	2	1	1	1	6	-91	-91	5	-91	2	-91	2	-91	1	0	0	0	1	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	0	1	1	0	0	11	-91	3	1	0	0	0	0	0	12	2	-91	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	-92	-1	10	2001	10	1	2001	8	1	1	1	2	-91	-91	-92	-91	-92	-91	-92	-92	-91	-91	-91	-91	-91	-91	3	1	1	-91	2	5	1	1	0	0	0	0	0	0	-92	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	45	-98	45	-98	6	-98	6	-98	4	-98	4	-98	1	-98	1	-98	1	-98	1	-98	6	-98	6	-98	1	0	0	1	0	0	4	1	1	5	-98	5	-98	-91	-98	-98	1	2	-98	-98	5	5	-98	5	2	-98	2	32	-98	32	-98	1	-98	1	-98	0	0	2	-98	2	-98	3	-98	3	-98	3	-98	-98	3	2	-98	-98	2	-91	-98	-91	-98	-91	-91	-91	2	-98	2	-98	2	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	11
NS22226S	1.36628717976343	11030	110	0	1.59862036381246	7	2004	-91	-91	1	-91	4	2	-91	1	1	1	1	2	-98	2	2	3	1	1	1	2	1	2	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-92	1	0	1	0	0	0	-92	-91	3	0	0	1	0	0	0	15	1	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	10	1980	3	1	-1	-91	1	2	2	1	-1	-1	-91	-91	-91	-91	-1	-1	-91	-91	-91	-91	-91	-91	1	2	-91	-997	2	1	1	0	0	1	0	0	0	0	0	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	37	-98	37	-98	4	-98	4	-98	3	-98	3	-98	5	-98	5	-98	1	-98	1	-98	6	-98	6	-98	2	0	1	1	0	0	4	1	1	7	-98	7	-98	-91	-98	-98	6	6	-98	-98	12.7	12.7	-98	12.7	6	-98	6	292	-98	292	-98	3	-98	3	-98	1	1	5	-98	5	-98	16	-98	16	-98	3	-98	-98	3	2	-98	-98	2	-91	-98	-91	-98	-91	-91	-91	1	-98	1	-98	1	-91	0	-91	-91	-98	0	-98	-98	-91	-91	-91	-91	-92
NS22227T	1.36628717976344	11444	114	0	1.20823795132152	7	2004	-91	-91	1	-91	5	2	-91	3	1	1	1	2	-98	2	2	4	1	1	1	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1	0	1	0	0	0	13	-91	1	0	0	1	0	1	0	16	2	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	-1	-1	2	1996	8	-91	-91	-91	1	2	1	1	4	60	-91	-91	-91	-91	8	0	-91	-91	-91	-91	-91	-91	2	2	-91	-997	2	2	2	0	0	1	0	1	0	0	1	1	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	37	-98	37	-98	4	-98	4	-98	3	-98	3	-98	5	-98	5	-98	1	-98	1	-98	2	-98	2	-98	2	0	1	1	1	0	4	1	1	7	-98	7	-98	-91	-98	-98	7	6	-98	-98	12.1	12.1	-98	12.1	6	-98	6	95	-98	95	-98	3	-98	3	-98	2	2	7	-98	7	-98	20	-98	20	-98	2	-98	-98	2	1	-98	-98	1	95	-98	95	-98	-91	-91	-91	1	-98	1	-98	1	1913.6	0	36.8	159.466666666667	-98	0	-98	-98	1913.6	36.8	159.466666666667	1	13
NS22228V	1.36628717976343	10837	108	0	1.22531346501583	7	2004	7	2004	-999	-91	-999	-91	-91	3	1	1	-91	-999	-999	-999	-999	-999	3	1	2	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	0	0	0	0	32	19	1	1	0	0	0	0	0	16	1	19	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	-91	2	2	2	1994	9	-91	-91	-91	1	2	2	1	15	-1	-91	-91	-91	-91	25	0	-91	-91	-91	-91	-91	-91	1	2	-91	-91	2	2	3	1	0	0	0	0	0	0	0	2	0	18	1	18	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	2002	5	-91	-91	-91	1	1	2	2	-91	-91	4166	5	2916	5	40	5	0	-91	-91	-91	-91	-91	2	1	1	-91	1	-91	-91	1	0	0	0	0	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7	5	-999	-999	-91	-91	1	4	3	2	5	7.2	-999	-999	-999	-999	-999	-999	118	26	-999	-999	3	1	-999	-999	-999	-999	-92	2	-999	-999	9	4	-999	-999	2	1	-999	-999	1	1	-999	-999	118	26	-999	-999	-91	-91	-91	-999	-999	-999	-999	1	19500	0	375	1625	49992	0	961.384615384615	4166	69492	1336.38461538462	5791	8	32
NS22229W	1.36628717976343	11310	113	0	1.20643132874803	4	2004	4	2004	1	-91	2	1	3	3	1	1	1	2	3	2	3	4	4	1	3	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	0	0	0	0	32	15	1	0	1	1	0	0	0	15	2	-91	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1999	6	-91	-91	-91	1	2	1	1	7	2	-91	-91	-91	-91	35	0	-91	-91	-91	-91	-91	-91	1	2	-91	-997	2	2	4	0	1	1	0	0	0	0	1	0	0	15	2	-91	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	2	2	1	1972	1	-91	-91	-91	1	2	1	2	-91	-91	37000	12	19000	12	39	8	0	-91	-91	-91	-91	-91	1	2	-91	1	2	1	4	0	1	1	0	0	0	0	2	3	2	1	43	48	43	48	5	6	5	6	3	4	3	4	2	2	2	2	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	7	5	7	5	-91	-91	1	7	3	2	5	7.2	7.2	5	5	3	2	2	58	387	58	387	3	3	3	3	1	1	4	2	4	2	15	4	15	4	1	1	1	1	1	1	1	1	181	387	181	387	-91	-91	-91	1	1	1	1	1	12776.4	0	245.7	1064.7	37000	0	711.538461538462	3083.33333333333	49776.4	957.238461538462	4148.03333333333	7	32
NS22230F	1.050387705694	10208	102	1	1.6698369142369	7	2004	-91	-91	1	-91	2	1	1	3	1	1	1	2	-98	2	2	3	3	6	6	1	1	1	1	1	2	-91	2	-91	1	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	0	0	0	0	32	15	2	1	0	0	0	0	0	18	1	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	-91	1	2	2	2004	3	-91	-91	-91	1	2	2	2	-91	-91	360	1	240	1	18	0	-91	-91	-91	-91	-91	-91	1	2	-91	-91	2	2	4	1	0	0	0	0	0	0	1	0	0	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	-98	2	-98	2	-98	49	-98	49	-98	6	-98	6	-98	4	-98	4	-98	4	-98	4	-98	1	-98	1	-98	2	-98	2	-98	2	0	0	1	1	0	4	1	1	7	-98	7	-98	-91	-98	-98	2	2	-98	-98	4.1	4.1	-98	4.1	2	-98	2	4	-98	4	-98	3	-98	3	-98	1	1	2	-98	2	-98	5	-98	5	-98	2	-98	-98	2	1	-98	-98	1	334	-98	334	-98	-91	-91	-91	1	-98	1	-98	1	18720	0	360	1560	-98	0	-98	-98	18720	360	1560	4	32
