NSID	Samppsu	Sampstratum	W5finwt_cross	W5Mode	W5IntMonth	W5IntYear	W5SameaddHH	W5AnystayHH	W5HHNumHH	W5Hous12HH	W5Hous12BHH	W5Hous12CHH	W5IncarHH	W5FemployYP	W5FempstatYP	W5FsuperYP	W5FmanyYP	W5Fmany2YP	W5FselfYP	W5FmanysYP	W5Fmanys2YP	W5SOCDad	W5SICDad	W5MemployYP	W5MempstatYP	W5MsuperYP	W5MmanyYP	W5Mmany2YP	W5MselfYP	W5MmanysYP	W5Mmanys2YP	W5SOCMum	W5SICMum	W5mopres	W5fapres	W5agebd5mum	W5agebd5dad	W5agebd10mum	W5agebd10dad	w5wrkagemum	w5wrkagedad	W5empsmum	W5empsdad	W5Cempszmum	W5Cempszdad	w5Cnsseccatmum	w5Cnsseccatdad	W5Cnssecmum	W5Cnssecdad
NS25403R	11701	117	1.49790702710626	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	2	3	-91	-91	-91	-91	41	-95	1	1	-1	3	-91	-91	-91	-91	41	-95	1	1	5	7	2	3	1	1	1	1	7	7	7.1	7.2	3	3
NS25404S	12344	123	1.15807459556388	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	1	-91	-91	-91	-91	53	20	1	1	1	1	-91	-91	-91	-91	32	85	1	1	5	5	2	2	1	1	1	1	6	6	4.1	10	2	5
NS25406V	12016	120	.380273224887943	1	7	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	8	-91	4	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25407W	11434	114	.997786388615717	2	10	2008	1	-91	-91	1	1	-91	-91	1	1	2	-1	2	-91	-91	-91	52	35	1	1	1	2	-91	-91	-91	-91	72	-95	1	1	7	7	3	3	1	1	1	1	6	7	6	11.1	2	5
NS25408X	12908	129	1.01456041652071	1	7	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	2	-91	-91	-91	-91	61	-95	1	-98	6	-91	3	-91	1	-91	1	-98	6	-98	10	-98	5	-98
NS25410H	10701	107	1.09123364755338	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	2	-91	-91	-91	-91	35	75	1	1	2	1	-91	-91	-91	-91	-95	-95	1	1	7	8	3	4	1	1	1	1	-94	6	16	3.1	-94	1
NS25411J	11449	114	1.00010912698722	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	-1	2	-91	-91	-91	11	35	1	1	1	-1	2	-91	-91	-91	35	15	1	1	5	6	2	3	1	1	1	1	6	5	4.1	5	2	2
NS25412K	12535	125	1.21800659888193	3	6	2008	1	-91	-91	2	-91	1	-91	1	2	-91	-91	-91	1	2	-91	91	45	1	1	1	1	-91	-91	-91	-91	23	80	1	2	4	-91	2	-91	1	-91	1	2	6	3	4.1	9.1	2	4
NS25413L	12014	120	1.16881980717963	3	6	2008	2	2	5	2	-91	3	8	-91	-91	-91	-91	-91	-91	-91	-91	24	67	-91	-91	-91	-91	-91	-91	-91	-91	24	74	-98	-98	6	8	3	4	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS25418R	13102	131	1.0316497839131	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	54	36	1	1	1	3	-91	-91	-91	-91	35	64	1	1	6	7	3	3	1	1	1	1	6	7	4.1	11.1	2	5
NS25419S	11810	118	.951860599200646	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	72	64	1	1	2	2	-91	-91	-91	-91	61	80	1	1	6	6	3	3	1	1	1	1	7	7	12.7	7.2	6	3
NS25420C	12002	120	1.09027914043156	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	1	1	-91	-91	-91	-91	42	85	1	1	6	7	3	3	1	1	1	2	6	3	10	9.1	5	4
NS25421D	10854	108	2.08102209942498	2	8	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25422E	10206	102	1.71684090030424	2	10	2008	2	2	2	2	-91	3	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	6	6	3	3	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS25424G	13802	138	.300786549077422	2	8	2008	1	-91	-91	2	-91	2	-91	1	1	2	2	-91	-91	-91	-91	82	64	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	5	4	2	1	1	0	1	-91	7	14.3	13.3	8	7
NS25425H	10832	108	1.04840521928075	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	52	29	1	1	2	2	-91	-91	-91	-91	92	80	1	1	7	7	3	3	1	1	1	1	7	7	13.1	11.1	7	5
NS25426J	10427	104	1.21209780637667	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	35	21	1	1	2	2	-91	-91	-91	-91	61	80	1	1	7	7	3	3	1	1	1	1	7	6	12.7	4.2	6	2
NS25427K	10838	108	1.0726095443725	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	1	2	-91	-91	-91	-91	12	70	1	1	2	1	-91	-91	-91	-91	62	63	1	1	6	8	3	4	1	1	1	1	7	4	7.2	2	3	1
NS25428L	10312	103	2.19231103168337	1	9	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	11	85	1	1	1	2	-91	-91	-91	-91	11	85	1	1	5	7	2	3	1	1	1	1	4	4	5	5	2	2
NS25431Y	11805	118	1.17240463274854	1	6	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	-91	-91	-91	-91	-91	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS25433A	12202	122	1.12498728948287	1	8	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	22	85	1	1	1	3	-91	-91	-91	-91	32	85	1	1	5	5	2	2	1	1	1	2	6	2	4.1	3.3	2	1
NS25435C	11036	110	.321621821111126	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	-1	2	-91	-91	-91	41	75	1	1	1	1	-91	-91	-91	-91	-95	-95	1	1	5	6	2	3	1	1	1	1	-94	7	16	7.1	-94	3
NS25436D	10902	109	.296098651421882	1	7	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	61	80	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	12.7	-98	6	-98
NS25438F	12507	125	1.05025608726782	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	52	10	1	1	2	2	-91	-91	-91	-91	61	80	1	1	5	7	2	3	1	1	1	1	7	7	12.7	11.1	6	5
NS25439G	11807	118	1.03048214893977	3	6	2008	1	-91	-91	2	-91	1	-91	1	1	2	2	-91	-91	-91	-91	82	60	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	7	2	3	1	1	0	1	-91	7	14.3	11.2	8	5
NS25441S	11038	110	1.4486172698315	1	7	2008	2	1	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	-95	92	1	2	-91	-91	-91	1	1	-91	62	63	1	1	5	5	2	2	1	1	2	1	3	-94	9.1	16	4	-94
NS25442T	11805	118	.37302067125347	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	54	55	1	1	2	2	-91	-91	-91	-91	-95	-95	1	1	5	6	2	3	1	1	1	1	-94	6	16	10	-94	5
NS25443V	11418	114	1.19023075509527	2	10	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	9	-91	4	-91	1	-98	0	-98	-91	-98	14.3	-98	8
NS25445X	11721	117	1.42131255950113	1	8	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	5	3	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25446Y	12509	125	1.27105952804394	1	7	2008	2	1	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	-1	2	-91	-91	-91	-95	-95	1	-98	5	-91	2	-91	1	-91	1	-98	-94	-98	16	-98	-94	-98
NS25448A	11425	114	1.09507947657921	3	6	2008	1	-91	-91	2	-91	1	-91	1	1	2	2	-91	-91	-91	-91	82	64	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	1	-91	7	14.3	13.3	8	7
NS25450L	13606	136	.161355584657369	1	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25451M	11201	112	1.22726721607461	3	6	2008	1	-91	-91	1	4	-91	-91	1	1	-1	1	-91	-91	-91	-91	24	91	1	1	-1	-1	2	-91	-91	-91	41	75	1	1	7	7	3	3	1	1	1	1	7	7	7.1	3.1	3	1
NS25452N	11701	117	1.12453793501568	1	8	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	1	1	-91	12	52	1	1	1	2	-91	-91	-91	-91	41	65	1	1	6	7	3	3	1	1	1	2	6	3	6	9.1	2	4
NS25453P	11451	114	.384775499570882	1	7	2008	3	-91	-91	1	-1	-91	-91	1	1	2	2	-91	-91	-91	-91	52	34	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	-91	3	-91	1	-91	0	1	-91	7	14.3	11.1	8	5
NS25457T	10820	108	1.06438804735708	3	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	92	55	1	1	6	6	3	3	1	1	1	0	7	-91	12.2	14.3	6	8
NS25458V	10423	104	1.22543629630951	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	12	74	1	1	2	1	-91	-91	-91	-91	61	80	1	1	5	7	2	3	1	1	1	1	7	4	12.7	5	6	2
NS25459W	11430	114	1.38371526038412	3	6	2008	2	2	1	2	-91	3	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	6	-91	3	-91	1	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS25460F	11734	117	1.13717931763608	3	6	2008	-999	-999	-999	-999	-999	-999	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-999	-999	-999	-999	-999	-999	-999	-999	-98	-98	-98	-98	17	17	-94	-94
NS25462H	11038	110	1.36253468879418	3	6	2008	1	-91	-91	-1	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25463J	13003	130	.351343407070043	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	82	60	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	2	-91	3	14.3	9.1	8	4
NS25464K	12027	120	1.38008632650804	1	7	2008	1	-91	-91	2	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	-1	-1	-91	-91	-91	92	55	1	-98	4	-91	2	-91	1	-91	1	-98	7	-98	12.2	-98	6	-98
NS25466M	11448	114	1.46360299020226	1	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	82	60	1	2	-91	-91	-91	1	2	-91	41	60	1	1	5	5	2	2	1	1	2	2	3	2	9.1	8.1	4	4
NS25467N	12538	125	1.45747635001924	3	6	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	-1	2	-91	-91	-91	41	60	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	7.1	-98	3	-98
NS25471B	12808	128	.189573567314803	1	6	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	9	11	4	5	0	0	0	0	-91	-91	14.3	14.3	8	8
NS25472C	13401	134	.316807994459277	1	8	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	8	-91	4	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25474E	13002	130	.917124501081692	2	10	2008	1	-91	-91	1	-1	-91	-91	1	1	1	2	-91	-91	-91	-91	11	64	1	1	2	2	-91	-91	-91	-91	71	52	1	1	6	6	3	3	1	1	1	1	7	4	12.1	5	6	2
NS25476G	10302	103	3.18176804225231	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	33	75	1	1	1	2	-91	-91	-91	-91	24	75	1	1	7	7	3	3	1	1	1	1	6	7	3.1	7.2	1	3
NS25477H	10309	103	2.36644237752231	1	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	2	-91	12	55	1	2	-91	-91	-91	2	2	-91	-95	-95	1	1	6	6	3	3	1	1	2	2	2	2	16	8.1	-94	4
NS25479K	12022	120	1.10362262349363	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	51	12	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	8	3	4	1	1	0	1	-91	7	14.3	6	8	2
NS25480V	12329	123	1.12174665552984	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	11	74	1	1	1	3	-91	-91	-91	-91	11	74	1	1	6	7	3	3	1	1	1	1	4	4	5	2	2	1
NS25481W	11205	112	.321339332937833	3	6	2008	1	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	2	-91	-91	-91	-91	42	75	1	-98	5	-91	2	-91	1	-91	1	-98	6	-98	6	-98	2	-98
NS25483Y	12825	128	1.15945548462057	1	6	2008	1	-91	-91	2	-91	3	-91	1	1	2	2	-91	-91	-91	-91	61	85	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	7	4	3	1	1	0	1	-91	7	14.3	7.3	8	3
NS25484Z	12029	120	1.77223069883699	3	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	8	-91	4	-91	1	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS25485A	11203	112	1.26030127346751	3	7	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	-1	2	12	55	1	1	1	-1	-1	-91	-91	-91	35	85	1	1	7	8	3	4	1	1	1	2	6	1	4.1	1	2	1
NS25486B	10424	104	1.20506544544087	3	7	2008	1	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	6	-91	3	-91	1	-91	-1	-94	-94	-94	17	17	-94	-94
NS25488D	10903	109	.351224472552567	3	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	2	-1	-1	-91	-91	-91	61	85	1	1	6	6	3	3	1	1	1	2	7	3	12.7	9.1	6	4
NS25489E	13110	131	.274631527838345	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	-1	-1	2	-91	-91	-91	81	18	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	1	-91	7	14.3	13.2	8	7
NS25492R	10854	108	.262579157307621	2	9	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	3	-91	-91	-91	-91	41	75	1	-98	6	5	3	2	1	1	1	-98	6	-98	10	-98	5	-98
NS25493S	10856	108	2.78084068522274	1	7	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	4	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25495V	11049	110	.3813378441599	2	9	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	71	15	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	7.2	-98	3	-98
NS25496W	13707	137	.167078537883387	3	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	7	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25497X	11402	114	1.3271525738571	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	23	80	1	1	1	-1	2	-91	-91	-91	41	93	1	1	7	7	3	3	1	1	1	1	6	6	6	4.1	2	2
NS25498Y	12703	127	.537538202900966	1	7	2008	1	-91	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25501R	10839	108	.978423622323955	1	7	2008	3	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	11	45	1	1	1	1	-91	-91	-91	-91	92	55	1	1	5	5	2	2	1	1	1	1	6	4	10	2	5	1
NS25502S	13109	131	.977384908136432	3	6	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS25505W	13710	137	.333996081856684	3	7	2008	1	-91	-91	2	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	6	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25506X	13512	135	1.91786849944017	1	7	2008	3	-91	-91	1	2	-91	-91	1	1	2	-1	2	-91	-91	-91	82	90	1	1	2	1	-91	-91	-91	-91	92	55	1	1	6	7	3	3	1	1	1	1	7	7	12.2	13.3	6	7
NS25507Y	10418	104	.291062250482138	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	82	-95	1	1	2	2	-91	-91	-91	-91	61	85	1	1	6	5	3	2	1	1	1	1	7	7	12.2	12.3	6	6
NS25509A	10410	104	1.18144814286535	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	-1	2	-91	-91	-91	24	74	1	1	2	1	-91	-91	-91	-91	61	85	1	1	5	5	2	2	1	1	1	1	7	6	7.2	3.1	3	1
NS25511L	12306	123	1.52969048537522	2	8	2008	2	2	3	2	-91	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	7	-91	3	-91	1	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS25513N	10307	103	2.51367424033594	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	-1	-1	-91	-91	-91	11	-95	1	2	-91	-91	-91	2	2	-91	53	70	1	1	6	6	3	3	1	1	2	1	2	5	8.1	2	4	1
NS25514P	13711	137	.272157160889431	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	41	67	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	1	-91	7	14.3	7.1	8	3
NS25515Q	12347	123	1.49185847761198	2	10	2008	1	-91	-91	1	1	-91	-91	1	1	1	-1	-1	-91	-91	-91	21	34	1	2	-91	-91	-91	2	2	-91	92	93	1	1	5	5	2	2	1	1	2	1	2	6	8.1	4.1	4	2
NS25517S	11046	110	.359523349516888	1	8	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	92	85	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	13.4	-98	7	-98
NS25518T	11408	114	.994629480894576	1	6	2008	1	-91	-91	1	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	71	52	1	-98	7	-91	3	-91	1	-91	1	-98	7	-98	12.1	-98	6	-98
NS25519V	11719	117	1.30006551287997	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	82	55	1	1	1	1	-91	-91	-91	-91	32	85	1	1	6	7	3	3	1	1	1	1	6	7	4.1	13.3	2	7
NS25521F	12544	125	1.26213532428092	1	8	2008	1	-91	-91	1	2	-91	-91	1	1	1	-1	1	-91	-91	-91	-95	-95	1	1	1	2	-91	-91	-91	-91	-95	-95	1	1	6	6	3	3	1	1	1	1	-94	-94	16	16	-94	-94
NS25522G	11452	114	1.75978498167866	2	9	2008	1	-91	-91	2	-91	1	-91	1	1	2	-1	2	-91	-91	-91	82	60	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	1	-91	7	14.3	13.3	8	7
NS25524J	11807	118	.95378366096303	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	52	63	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	8	4	4	1	1	0	1	-91	7	14.3	11.1	8	5
NS25526L	10815	108	.285812769193562	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	82	60	1	1	1	2	-91	-91	-91	-91	42	51	1	1	7	5	3	2	1	1	1	1	6	7	10	13.3	5	7
NS25527M	12325	123	.286729292502371	1	7	2008	3	-91	-91	1	1	-91	-91	1	1	-1	1	-91	-91	-91	-91	-95	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	7	4	3	1	1	0	1	-91	-94	14.3	16	8	-94
NS25528N	11313	113	1.1428801184274	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	11	74	1	1	2	2	-91	-91	-91	-91	61	80	1	1	6	6	3	3	1	1	1	2	7	2	12.7	3.3	6	1
NS25530Z	12505	125	1.08714137089578	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	41	34	1	1	-1	-1	2	-91	-91	-91	92	60	1	1	5	5	2	2	1	1	1	1	7	6	12.6	6	6	2
NS25534D	10851	108	1.06078219528405	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	-1	-1	-1	-91	-91	-91	11	25	1	1	2	2	-91	-91	-91	-91	71	52	1	1	6	8	3	4	1	1	1	1	7	5	12.1	5	6	2
NS25535E	12804	128	.295828843726073	3	6	2008	1	-91	-91	2	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	6	6	3	3	1	1	0	-98	-91	-98	14.3	-98	8	-98
NS25536F	13502	135	.505130526742474	1	7	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	-1	-1	-1	71	52	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	8	4	4	1	1	0	2	-91	3	14.3	9.1	8	4
NS25537G	10402	104	1.1042457342501	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	-1	3	-91	-91	-91	-91	23	80	1	1	-1	-1	2	-91	-91	-91	-95	75	1	1	7	8	3	4	1	1	1	1	-94	7	16	3.1	-94	1
NS25538H	11043	110	1.67300114556252	1	7	2008	1	-91	-91	1	1	-91	-91	1	1	2	-1	2	-91	-91	-91	82	60	1	1	1	3	-91	-91	-91	-91	12	55	1	1	6	8	3	4	1	1	1	1	4	7	5	13.3	2	7
NS25539J	12506	125	1.07492879962716	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	1	-91	-91	-91	-91	82	51	1	1	2	2	-91	-91	-91	-91	71	52	1	1	6	6	3	3	1	1	1	1	7	7	12.1	13.3	6	7
NS25541V	10913	109	.340694964148301	3	7	2008	1	-91	-91	1	4	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	3	-91	-91	-91	-91	-95	75	1	-98	7	-91	3	-91	1	-91	1	-98	-94	-98	16	-98	-94	-98
NS25543X	10440	104	1.0964378134167	3	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	-1	-1	-91	-91	-91	61	85	1	1	5	5	2	2	1	1	1	0	7	-91	12.2	14.3	6	8
NS25546A	11760	117	1.00209608993734	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	2	-91	-91	-91	1	1	-91	61	85	1	1	6	6	3	3	1	1	2	2	3	3	9.1	9.1	4	4
NS25547B	12017	120	2.14434860700012	2	10	2008	2	1	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	7	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS25548C	13402	134	.205979683744931	1	6	2008	1	-91	-91	2	-91	2	-91	1	1	2	1	-91	-91	-91	-91	54	55	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	1	-91	7	14.3	12.2	8	6
NS25549D	12024	120	1.22245105242767	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	61	80	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	12.7	-98	6	-98
NS25550N	11021	110	1.27091559551238	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	41	75	1	1	1	2	-91	-91	-91	-91	32	85	1	1	5	7	2	3	1	1	1	1	6	7	4.1	7.1	2	3
NS25551P	11742	117	.28830606318582	3	6	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	1	-91	34	74	1	1	2	2	-91	-91	-91	-91	23	80	1	1	7	6	3	3	1	1	1	2	7	3	3.1	4.3	1	2
NS25552Q	10801	108	1.52746097081986	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	2	1	-91	-91	-91	-91	61	85	1	1	5	6	2	3	1	1	1	2	7	3	13.1	9.1	7	4
NS25553R	10416	104	1.13719948544197	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	2	2	-91	-91	-91	-91	41	80	1	1	5	5	2	2	1	1	1	2	7	3	7.1	9.1	3	4
NS25554S	10807	108	1.24142879330267	3	6	2008	1	-91	-91	1	4	-91	-91	1	1	-1	2	-91	-91	-91	-91	-95	-95	1	1	1	2	-91	-91	-91	-91	23	80	1	1	6	5	3	2	1	1	1	1	6	-94	4.1	16	2	-94
