NSID	Samppsu	Sampstratum	W5finwt_cross	W5Mode	W5IntMonth	W5IntYear	W5SameaddHH	W5AnystayHH	W5HHNumHH	W5Hous12HH	W5Hous12BHH	W5Hous12CHH	W5IncarHH	W5FemployYP	W5FempstatYP	W5FsuperYP	W5FmanyYP	W5Fmany2YP	W5FselfYP	W5FmanysYP	W5Fmanys2YP	W5SOCDad	W5SICDad	W5MemployYP	W5MempstatYP	W5MsuperYP	W5MmanyYP	W5Mmany2YP	W5MselfYP	W5MmanysYP	W5Mmanys2YP	W5SOCMum	W5SICMum	W5mopres	W5fapres	W5agebd5mum	W5agebd5dad	W5agebd10mum	W5agebd10dad	w5wrkagemum	w5wrkagedad	W5empsmum	W5empsdad	W5Cempszmum	W5Cempszdad	w5Cnsseccatmum	w5Cnsseccatdad	W5Cnssecmum	W5Cnssecdad
NS10033D	11745	117	.92213012963492	1	7	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	2	-1	2	11	52	1	1	1	1	-91	-91	-91	-91	23	80	1	1	6	6	3	3	1	1	1	2	6	1	4.1	1	2	1
NS10035F	12325	123	1.89837009531818	1	6	2008	1	-91	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	10	-91	5	-91	0	-91	0	-98	-91	-98	14.3	-98	8	-98
NS10036G	10428	104	1.46264279111336	2	9	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	1	-91	6	-91	3	-91	1	0	0	-91	-91	14.3	14.3	8	8
NS10038J	12022	120	1.17241069970769	1	7	2008	1	-91	-91	1	1	-91	-91	1	2	-91	-91	-91	1	1	-91	51	14	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	2	-91	3	14.3	9.2	8	4
NS10039K	10208	102	2.13865189377988	1	7	2008	1	-91	-91	-1	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	12	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	1	-91	5	14.3	5	8	2
NS10040V	10501	105	2.49752150053142	2	8	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	3	-91	1	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS10041W	11323	113	1.12457560488886	3	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	61	85	1	1	6	7	3	3	1	1	1	0	7	-91	12.7	14.3	6	8
NS10042X	11756	117	.900118239917653	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	-1	2	-91	-91	-91	82	55	1	1	2	1	-91	-91	-91	-91	61	80	1	1	6	7	3	3	1	1	1	1	7	7	12.7	13.3	6	7
NS10044Z	12512	125	1.08017144139507	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	21	74	1	1	2	1	-91	-91	-91	-91	32	85	1	1	6	6	3	3	1	1	1	1	7	6	4.1	3.1	2	1
NS10045A	10404	104	1.38983393690577	1	6	2008	1	-91	-91	1	4	-91	-91	1	2	-91	-91	-91	1	1	-91	82	14	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	2	-91	3	14.3	9.2	8	4
NS10047C	10849	108	1.07756213747266	3	6	2008	1	-91	-91	-1	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS10048D	12353	123	1.17208374872277	3	6	2008	1	-91	-91	-92	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	7	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS10050P	10834	108	.986072164732007	3	6	2008	1	-91	-91	3	-91	-91	-91	1	-1	2	2	-91	-91	-91	-91	-95	-95	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	3	-91	-94	14.3	16	8	-94
NS10051Q	12909	129	1.31574282951348	1	8	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	71	52	1	-98	4	6	2	3	1	1	1	-98	7	-98	12.1	-98	6	-98
NS10052R	12003	120	1.11112835690654	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	91	63	1	1	1	1	-91	-91	-91	-91	11	64	1	1	7	6	3	3	1	1	1	1	5	6	5	10	2	5
NS10054T	11423	114	1.23618380874565	1	7	2008	1	-91	-91	2	-91	1	-91	1	1	2	1	-91	-91	-91	-91	-95	-95	1	1	2	2	-91	-91	-91	-91	92	74	1	1	7	8	3	4	1	1	1	1	7	-94	13.4	16	7	-94
NS10055V	12541	125	1.06468696882997	3	7	2008	1	-91	-91	1	-1	-91	-91	1	-1	2	-1	-1	-91	-91	-91	-95	-95	1	1	-1	-1	2	-91	-91	-91	-95	-95	1	1	6	7	3	3	1	1	1	3	-94	-94	16	16	-94	-94
NS10056W	11450	114	1.01836193179852	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	-1	-1	-1	-91	-91	-91	-95	75	1	1	1	2	-91	-91	-91	-91	23	80	1	1	6	6	3	3	1	1	1	1	6	-94	4.1	16	2	-94
NS10059Z	11035	110	.333026325392539	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	11	85	1	2	-91	-91	-91	2	3	-91	11	85	1	1	6	6	3	3	1	1	2	2	1	2	1	8.1	1	4
NS10060J	12526	125	1.03728470974442	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	1	2	-91	-91	-91	-91	54	26	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	7	3	3	1	1	0	1	-91	6	14.3	10	8	5
NS10062L	12033	120	1.14426374704233	3	6	2008	1	-91	-91	2	-91	2	-91	1	1	2	2	-91	-91	-91	-91	81	36	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	1	-91	7	14.3	12.4	8	6
NS10063M	11451	114	.369403614305669	1	6	2008	1	-91	-91	1	-1	-91	-91	1	1	2	-1	2	-91	-91	-91	61	85	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	1	-91	7	14.3	12.2	8	6
NS10064N	13708	137	1.61473588363065	1	7	2008	1	-91	-91	1	-1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	11	4	5	1	0	0	0	-91	-91	14.3	14.3	8	8
NS10065P	12349	123	1.17765045261607	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	91	34	1	1	2	1	-91	-91	-91	-91	61	80	1	1	6	6	3	3	1	1	1	1	7	7	12.7	13.4	6	7
NS10067R	10852	108	1.30455314158846	1	7	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	2	1	-91	82	60	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	5	5	2	2	1	1	-98	2	-98	3	-98	9.1	-98	4
NS10072F	13704	137	.165483120157049	1	7	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS10074H	10702	107	1.19133518840583	3	6	2008	2	1	-91	2	-91	3	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	7	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS10076K	12037	120	1.1416560494538	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	2	-91	-91	-91	-91	35	51	1	1	2	2	-91	-91	-91	-91	61	80	1	1	5	5	2	2	1	1	1	1	7	7	12.7	4.2	6	2
NS10078M	12538	125	1.24647890059649	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	53	45	1	1	1	3	-91	-91	-91	-91	41	75	1	1	5	5	2	2	1	1	1	2	6	2	6	8.1	2	4
NS10079N	12906	129	1.57935087635054	1	6	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	1	-91	-91	-91	-91	92	55	1	-98	6	-91	3	-91	1	-91	1	-98	6	-98	10	-98	5	-98
NS10086E	11603	116	.338697324149968	3	6	2008	1	-91	-91	-1	-91	-91	-91	1	-1	-1	-1	-1	-91	-91	-91	53	36	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	4	2	2	1	1	0	3	-91	-94	14.3	16	8	-94
NS10087F	10702	107	1.0957188593494	1	8	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	11	74	1	1	2	1	-91	-91	-91	-91	23	80	1	1	6	6	3	3	1	1	1	2	7	3	4.1	9.1	2	4
NS10088G	10306	103	1.66820028830088	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	22	85	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	6	7	3	3	1	1	-98	1	-98	6	-98	3.1	-98	1
NS10089H	12822	128	1.07661184206154	1	7	2008	1	-91	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	-1	2	-91	-91	-91	11	66	1	-98	6	-91	3	-91	1	-91	1	-98	5	-98	5	-98	2	-98
NS10090S	12331	123	1.27740604508353	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	1	2	-91	-91	-91	-91	-95	75	1	1	1	2	-91	-91	-91	-91	32	85	1	1	5	5	2	2	1	1	1	1	6	-94	4.1	16	2	-94
NS10091T	11427	114	.285197601310064	1	6	2008	1	-91	-91	3	-91	-91	-91	1	1	2	-1	2	-91	-91	-91	81	15	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	1	-91	7	14.3	12.4	8	6
NS10092V	10823	108	1.84483702372661	1	8	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	1	-91	-91	-91	-91	32	85	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	4.1	-98	2	-98
NS10093W	12538	125	1.18943072304095	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	91	12	1	1	2	-1	2	-91	-91	-91	92	55	1	1	5	5	2	2	1	1	1	2	7	3	12.2	9.2	6	4
NS10094X	10416	104	1.15410104901902	3	7	2008	1	-91	-91	1	2	-91	-91	1	1	1	1	-91	-91	-91	-91	92	85	1	1	-1	1	-91	-91	-91	-91	32	85	1	1	5	7	2	3	1	1	1	1	7	6	4.1	10	2	5
NS10095Y	10833	108	1.0590528419369	3	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	41	74	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	7.1	-98	3	-98
NS10096Z	12302	123	.432874442188832	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	92	64	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	1	-91	7	14.3	12.6	8	6
NS10097A	10805	108	.314086827481604	2	8	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS10100T	12350	123	1.07215121889091	2	9	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	52	34	1	1	1	3	-91	-91	-91	-91	11	85	1	1	7	7	3	3	1	1	1	1	4	6	2	10	1	5
NS10101V	13603	136	.194380215172808	1	7	2008	1	-91	-91	1	-1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	5	6	2	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS10102W	11451	114	.283650673104355	3	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	1	-1	-1	-91	-91	-91	61	85	1	-98	7	-91	3	-91	1	-91	1	-98	6	-98	10	-98	5	-98
NS10103X	12341	123	1.19185209207833	1	7	2008	1	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	2	2	-91	11	65	1	1	1	-1	-1	-91	-91	-91	35	22	1	1	5	7	2	3	1	1	1	2	6	2	4.1	8.1	2	4
NS10108C	11033	110	1.31202911564089	1	6	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	9	3	4	1	1	0	0	-91	-91	14.3	14.3	8	8
NS10110N	12504	125	2.36789402771983	2	8	2008	1	-91	-91	2	-91	3	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	4	3	2	1	1	0	0	-91	-91	14.3	14.3	8	8
NS10114S	12523	125	1.13088429553445	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	2	-1	-1	-91	-91	-91	54	-95	1	1	1	2	-91	-91	-91	-91	23	80	1	2	6	-91	3	-91	1	-91	1	1	6	7	4.1	12.2	2	6
NS10115T	12101	121	1.45621461737098	1	7	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	4	2	2	1	1	-94	-94	-94	-94	17	17	-94	-94
NS10120H	656	48	.689392909903582	3	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	53	45	1	1	2	1	-91	-91	-91	-91	35	80	1	1	6	6	3	3	1	1	1	2	7	3	4.1	9.1	2	4
NS10121J	13710	137	.181176815579604	1	7	2008	1	-91	-91	2	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	7	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS10123L	11011	110	2.42457828562288	1	6	2008	2	2	3	2	-91	1	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	6	-91	3	-91	1	-91	-98	-98	-98	-98	-98	-98	-98	-98
NS10124M	11602	116	.989725288002079	3	6	2008	3	-91	-91	1	-1	-91	-91	1	2	-91	-91	-91	2	2	-91	11	51	1	-1	-1	1	-91	-91	-91	-91	-95	-95	1	1	5	7	2	3	1	1	3	2	-94	2	16	8.1	-94	4
NS10126P	11313	113	1.28815198205838	3	6	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	71	52	1	1	4	5	2	2	1	1	1	0	7	-91	12.1	14.3	6	8
NS10128R	11802	118	1.89218565788689	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	82	60	1	1	-1	2	-91	-91	-91	-91	42	74	1	1	5	6	2	3	1	1	1	1	7	7	7.1	13.3	3	7
NS10129S	11758	117	.986265813329945	1	8	2008	1	-91	-91	1	1	-91	-91	1	1	1	3	-91	-91	-91	-91	11	62	1	2	-91	-91	-91	2	2	-91	54	52	1	1	6	8	3	4	1	1	2	1	2	4	8.1	5	4	2
NS10130C	10804	108	1.04881122963875	3	6	2008	3	-91	-91	1	-1	-91	-91	1	1	1	3	-91	-91	-91	-91	-95	-95	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	1	-91	6	-91	3	-91	1	-98	1	-98	-94	-98	16	-98	-94
NS10131D	657	48	.394806237496709	3	6	2008	3	-91	-91	-92	-91	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	-1	-1	-94	-94	17	17	-94	-94
NS10134G	11027	110	.329482030754539	2	9	2008	1	-91	-91	1	-1	-91	-91	1	1	1	1	-91	-91	-91	-91	35	51	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	7	8	3	4	1	1	0	1	-91	6	14.3	4.2	8	2
NS10137K	657	48	.394806237496709	3	6	2008	1	-91	-91	2	-91	3	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	4	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS10138L	13602	136	.166792194596212	2	9	2008	1	-91	-91	1	1	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	8	11	4	5	1	0	0	0	-91	-91	14.3	14.3	8	8
NS10139M	11043	110	1.65238138243925	3	6	2008	1	-91	-91	2	-91	2	-91	1	2	-91	-91	-91	2	3	-91	11	60	1	1	-1	1	-91	-91	-91	-91	41	-95	1	1	4	4	2	2	1	1	1	2	7	1	7.2	1	3	1
NS10140X	13702	137	.25366126709802	1	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	2	-91	51	14	1	1	1	1	-91	-91	-91	-91	23	80	1	2	6	-91	3	-91	1	-91	1	2	6	3	3.1	9.1	1	4
NS10141Y	10430	104	1.11502103332848	1	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	2	-91	-91	-91	1	1	-91	32	85	1	-98	7	7	3	3	1	1	2	-98	3	-98	4.3	-98	2	-98
NS10143A	12337	123	1.14754751963286	1	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	53	45	1	1	1	1	-91	-91	-91	-91	92	55	1	1	5	5	2	2	1	1	1	1	6	6	10	10	5	5
NS10144B	11320	113	1.33606566638941	3	6	2008	3	-91	-91	-1	-91	-91	-91	1	1	2	-1	2	-91	-91	-91	91	31	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	4	5	2	2	1	1	0	1	-91	7	14.3	13.4	8	7
NS10145C	12323	123	.296428907181764	1	7	2008	1	-91	-91	1	1	-91	-91	1	1	2	3	-91	-91	-91	-91	52	36	1	1	2	2	-91	-91	-91	-91	92	80	1	1	6	6	3	3	1	1	1	1	7	7	13.1	11.1	7	5
NS10146D	10439	104	1.14328653157137	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	3	-91	-91	-91	-91	24	64	1	1	1	1	-91	-91	-91	-91	42	91	1	1	4	4	2	2	1	1	1	1	6	6	6	3.1	2	1
NS10147E	11729	117	1.46232656180841	3	6	2008	1	-91	-91	2	-91	1	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	2	-91	-91	-91	-91	71	52	1	1	4	5	2	2	1	1	1	0	7	-91	12.1	14.3	6	8
NS10149G	10104	101	1.23776694950764	1	8	2008	2	1	-91	1	4	-91	-91	1	2	-91	-91	-91	2	2	-91	11	64	1	1	2	1	-91	-91	-91	-91	41	85	1	1	7	7	3	3	1	1	1	2	7	2	7.1	8.1	3	4
NS10150R	13105	131	1.69761935533724	2	8	2008	1	-91	-91	2	-91	2	-91	1	1	-1	-1	-1	-91	-91	-91	91	52	1	1	2	2	-91	-91	-91	-91	61	55	1	1	4	5	2	2	1	1	1	1	7	7	7.3	13.4	3	7
NS10151S	10830	108	1.2727637170013	3	6	2008	2	2	2	1	2	-91	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	5	7	2	3	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS10152T	11445	114	1.23479162957268	1	6	2008	1	-91	-91	1	-1	-91	-91	1	1	2	2	-91	-91	-91	-91	52	-95	1	1	2	-1	2	-91	-91	-91	92	55	1	1	6	7	3	3	1	1	1	1	7	7	12.2	11.1	6	5
NS10154W	12329	123	1.08707210518365	3	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	11	-95	1	1	-1	-1	1	-91	-91	-91	41	75	1	1	6	6	3	3	1	1	1	2	7	2	7.1	3.3	3	1
NS10155X	11703	117	.403613796308165	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	-1	-1	-91	-91	-91	24	74	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	3.1	-98	1	-98
NS10158A	11754	117	.933407602185507	3	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	2	-91	53	45	1	1	2	2	-91	-91	-91	-91	42	80	1	1	6	6	3	3	1	1	1	2	7	3	7.1	9.1	3	4
NS10160L	11101	111	.330926252148026	3	6	2008	1	-91	-91	2	-91	1	-91	1	1	1	3	-91	-91	-91	-91	82	60	1	1	1	1	-91	-91	-91	-91	23	80	1	1	4	4	2	2	1	1	1	1	6	6	4.1	10	2	5
NS10161M	13705	137	.209272169099085	1	7	2008	3	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	8	-91	4	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS10164Q	11906	119	.259794439400856	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	2	-91	12	52	1	2	-91	-91	-91	2	2	-91	12	55	1	1	5	6	2	3	1	1	2	2	2	2	8.1	8.1	4	4
NS10165R	12023	120	.306845130825438	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	32	85	1	1	1	2	-91	-91	-91	-91	32	85	1	1	7	6	3	3	1	1	1	1	6	6	4.1	4.1	2	2
NS10167T	13710	137	.290470899287101	2	10	2008	1	-91	-91	1	2	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	6	3	3	1	1	0	0	-91	-91	14.3	14.3	8	8
NS10168V	13104	131	.906150460094351	1	7	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	71	52	1	-98	6	6	3	3	1	1	1	-98	7	-98	12.1	-98	6	-98
NS10170F	10835	108	.264429300294587	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	3	-91	-91	-91	-91	81	34	1	1	2	2	-91	-91	-91	-91	71	51	1	1	7	7	3	3	1	1	1	1	7	6	12.1	10	6	5
NS10171G	11444	114	.655714305019599	2	10	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	6	-91	3	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
NS10172H	13412	134	.224937708572637	1	7	2008	1	-91	-91	1	2	-91	-91	1	1	2	3	-91	-91	-91	-91	91	51	1	1	2	1	-91	-91	-91	-91	41	75	1	1	5	5	2	2	1	1	1	1	7	7	7.1	13.4	3	7
NS10173J	10105	101	2.02443493057573	3	6	2008	1	-91	-91	1	2	-91	-91	1	1	1	2	-91	-91	-91	-91	23	80	1	1	2	2	-91	-91	-91	-91	23	80	1	1	6	6	3	3	1	1	1	1	7	6	4.1	4.1	2	2
NS10174K	12034	120	1.24755685014135	3	6	2008	1	-91	-91	1	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	-1	-1	2	-91	-91	-91	71	52	1	-98	5	-91	2	-91	1	-91	1	-98	7	-98	12.1	-98	6	-98
NS10176M	10433	104	1.16598956848643	1	7	2008	2	2	4	1	2	-91	8	1	1	-1	-1	-1	-91	-91	-91	-95	-95	1	-1	-1	-1	-1	-91	-91	-91	-95	-95	1	1	-91	8	-91	4	-91	1	3	1	-94	-94	16	16	-94	-94
NS10179Q	13002	130	.919281650257235	1	8	2008	2	2	1	2	-91	3	8	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-98	-98	6	7	3	3	1	1	-98	-98	-98	-98	-98	-98	-98	-98
NS10180A	10307	103	2.4852705995166	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	92	-95	1	2	-91	-91	-91	2	2	-91	41	74	1	1	6	7	3	3	1	1	2	2	2	3	8.1	9.1	4	4
NS10181B	13101	131	.89444715981929	3	6	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	-1	-1	82	60	1	1	2	1	-91	-91	-91	-91	81	15	1	1	6	6	3	3	1	1	1	2	7	3	12.4	9.1	6	4
NS10182C	656	48	.510764144334105	2	9	2008	1	-91	-91	1	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	-91	-91	-91	-91	-91	-91	-1	-98	-94	-98	17	-98	-94	-98
NS10186G	10101	101	1.38928955299056	3	6	2008	1	-91	-91	1	-1	-91	-91	1	1	-1	-1	2	-91	-91	-91	11	52	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	1	-91	5	14.3	5	8	2
NS10187H	11305	113	1.62336598018168	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	52	50	1	1	2	3	-91	-91	-91	-91	71	52	1	1	4	6	2	3	1	1	1	2	7	3	12.1	9.1	6	4
NS10188J	10204	102	1.34405825090541	3	6	2008	1	-91	-91	1	-1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	2	1	-91	-91	-91	-91	71	52	1	-98	6	-91	3	-91	1	-91	1	-98	7	-98	12.1	-98	6	-98
NS10189K	11012	110	.273876752885878	1	7	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	1	1	-91	34	92	1	1	1	2	-91	-91	-91	-91	34	22	1	1	5	7	2	3	1	1	1	2	6	3	4.1	4.3	2	2
NS10190V	11728	117	.552768985219512	2	10	2008	1	-91	-91	1	2	-91	-91	1	2	-91	-91	-91	2	3	-91	82	60	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	1	6	7	3	3	1	1	0	2	-91	1	14.3	1	8	1
NS10192X	11715	117	1.12357108291052	3	6	2008	1	-91	-91	1	1	-91	-91	1	1	1	1	-91	-91	-91	-91	12	45	1	1	1	1	-91	-91	-91	-91	41	15	1	1	5	5	2	2	1	1	1	1	6	5	6	5	2	2
NS10193Y	12532	125	.364802715979355	1	7	2008	1	-91	-91	2	-91	1	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	-91	2	-91	-91	-91	-91	-91	-91	-91	-91	-91	1	-98	5	-91	2	-91	1	-91	0	-98	-91	-98	14.3	-98	8	-98
