idacirscore_y,w2sexyp,w4ghq12scr,w2ethnicyp,w2fat5yp,bullied,truant,w2hiqualgmp,w3outschbyp,w7heflag,w9danvqh,w9dvnvqh,w9drussell,imdrscore_y,gor_x,marital_status_MP,w4lnpar,w3parqualmp,w4readsyp,w4concenyp,w4noconfyp,drugs,job_attd,w6univyp,w9_income_above_median
0.06,0.0,4.0,3.0,2.0,0.05263,0,2.0,1.0,1,5.0,5.0,3.0,9,6,3.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0
0.19,0.0,1.0,1.0,1.0,0.10526,1,4.0,2.0,2,2.0,3.0,3.0,17,4,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
0.21,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,2,4.0,2.0,3.0,27,4,2.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
0.2,1.0,6.0,1.0,3.0,0.05263,0,3.0,1.0,1,4.0,6.0,1.0,20,8,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0
0.28,1.0,2.0,1.0,4.0,0.05263,0,4.0,1.0,2,5.0,4.0,2.0,30,5,2.0,2.0,4.0,6.0,2.0,1.0,1.0,3.0,0.0,0.0
0.29,0.0,8.0,1.0,,0.21053,0,4.0,1.0,2,2.0,6.0,3.0,23,6,3.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,0.0,1.0
0.06,0.0,4.0,1.0,2.0,0.05263,1,2.0,1.0,2,2.0,2.0,3.0,8,8,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,0.0,0.0
0.11,0.0,12.0,1.0,2.0,0.10526,0,3.0,2.0,1,5.0,6.0,1.0,11,6,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,0.0,1.0
0.38,1.0,0.0,2.0,2.0,0.05263,0,2.0,1.0,1,4.0,3.0,3.0,43,2,1.0,1.0,4.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0
0.04,1.0,0.0,3.0,3.0,0.05263,0,3.0,2.0,1,5.0,6.0,1.0,3,9,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
0.05,0.0,0.0,1.0,2.0,0.36842,0,1.0,2.0,1,5.0,4.0,3.0,6,9,4.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.26,0.0,1.0,1.0,,0.15789,1,2.0,2.0,2,2.0,,3.0,29,4,3.0,1.0,2.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0
0.23,0.0,6.0,3.0,2.0,0.05263,1,5.0,2.0,1,5.0,6.0,1.0,17,1,2.0,2.0,4.0,1.0,3.0,3.0,0.0,3.0,1.0,0.0
0.24,0.0,,3.0,2.0,0.05263,0,3.0,2.0,1,4.0,4.0,2.0,39,4,3.0,1.0,,1.0,1.0,3.0,0.0,3.0,1.0,0.0
0.04,1.0,0.0,2.0,3.0,0.05263,1,3.0,2.0,2,3.0,6.0,3.0,3,4,2.0,2.0,3.0,5.0,2.0,1.0,0.0,2.0,0.0,1.0
0.4,1.0,0.0,3.0,1.0,0.0,0,5.0,1.0,1,3.0,6.0,3.0,56,3,2.0,2.0,,4.0,1.0,1.0,0.0,2.0,0.0,0.0
0.07,0.0,0.0,1.0,2.0,0.05263,0,4.0,2.0,1,4.0,6.0,2.0,14,2,2.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0
0.11,1.0,9.0,1.0,3.0,0.05263,0,2.0,1.0,2,4.0,6.0,2.0,12,5,3.0,1.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0
0.03,1.0,0.0,1.0,3.0,0.05263,0,2.0,2.0,2,5.0,5.0,2.0,4,8,3.0,1.0,4.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0
0.11,0.0,2.0,1.0,2.0,0.05263,0,3.0,2.0,2,5.0,4.0,3.0,16,4,3.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0
0.36,1.0,,3.0,,0.0,1,5.0,2.0,1,4.0,6.0,3.0,29,7,2.0,2.0,,,2.0,1.0,1.0,3.0,1.0,1.0
0.16,0.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,5.0,6.0,2.0,15,3,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.06,0.0,0.0,1.0,3.0,0.10526,0,2.0,2.0,2,3.0,3.0,3.0,9,5,2.0,2.0,4.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0
0.55,1.0,3.0,1.0,1.0,0.05263,1,5.0,1.0,2,1.0,3.0,3.0,65,2,2.0,2.0,5.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0
0.33,0.0,0.0,1.0,2.0,0.05263,0,5.0,2.0,1,4.0,2.0,2.0,31,3,1.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0
0.14,1.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,5.0,6.0,1.0,20,4,2.0,2.0,5.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0
0.08,0.0,0.0,1.0,3.0,0.15789,0,2.0,2.0,2,2.0,3.0,3.0,5,8,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0
0.4,0.0,0.0,4.0,2.0,0.10526,0,3.0,1.0,1,4.0,6.0,2.0,36,7,2.0,2.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0
0.26,0.0,10.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,6.0,3.0,22,6,2.0,2.0,4.0,2.0,4.0,3.0,0.0,3.0,1.0,1.0
0.24,1.0,2.0,1.0,1.0,0.05263,0,2.0,2.0,1,5.0,6.0,2.0,27,2,1.0,1.0,4.0,3.0,2.0,1.0,0.0,3.0,,1.0
0.11,1.0,2.0,5.0,3.0,0.05263,0,2.0,1.0,2,5.0,6.0,2.0,10,8,3.0,1.0,4.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0
0.05,0.0,12.0,1.0,3.0,0.05263,0,3.0,2.0,1,4.0,5.0,2.0,9,4,3.0,1.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,1.0
0.03,1.0,3.0,1.0,2.0,0.31579,1,2.0,1.0,1,4.0,6.0,2.0,4,6,3.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0
0.17,0.0,11.0,1.0,2.0,0.26316,0,3.0,1.0,2,2.0,2.0,3.0,20,8,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,0.0,0.0
0.39,0.0,4.0,3.0,1.0,0.05263,0,5.0,1.0,1,4.0,4.0,2.0,44,5,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0
0.15,1.0,1.0,1.0,2.0,0.05263,1,3.0,2.0,2,2.0,1.0,3.0,16,5,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0
0.46,0.0,1.0,1.0,3.0,0.05263,1,5.0,2.0,2,6.0,6.0,3.0,38,6,2.0,2.0,5.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0
0.1,0.0,2.0,2.0,1.0,0.05263,1,3.0,1.0,1,5.0,6.0,2.0,8,7,1.0,1.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0
0.39,0.0,0.0,1.0,3.0,0.10526,0,3.0,1.0,2,1.0,3.0,3.0,36,1,2.0,2.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0
0.46,1.0,1.0,2.0,2.0,0.05263,0,5.0,2.0,1,5.0,3.0,3.0,42,7,2.0,2.0,2.0,4.0,1.0,1.0,0.0,3.0,0.0,1.0
0.06,0.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,2,3.0,6.0,3.0,12,3,3.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0
0.61,0.0,3.0,3.0,2.0,0.05263,0,5.0,2.0,1,4.0,6.0,1.0,59,7,2.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.37,1.0,3.0,1.0,2.0,0.31579,0,3.0,2.0,2,3.0,3.0,3.0,36,4,3.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0
0.09,0.0,6.0,5.0,2.0,0.05263,0,2.0,1.0,2,4.0,6.0,1.0,26,3,3.0,2.0,3.0,5.0,3.0,3.0,0.0,3.0,1.0,1.0
0.44,0.0,4.0,3.0,3.0,0.05263,0,5.0,2.0,1,5.0,6.0,2.0,47,2,2.0,2.0,5.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0
0.17,1.0,1.0,3.0,,0.05263,0,5.0,1.0,2,4.0,3.0,2.0,23,4,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0
0.13,0.0,0.0,3.0,2.0,0.36842,0,3.0,1.0,1,5.0,6.0,2.0,18,3,4.0,1.0,3.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0
0.46,1.0,5.0,1.0,2.0,0.05263,0,1.0,1.0,1,5.0,2.0,2.0,43,6,2.0,2.0,3.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0
0.19,0.0,6.0,1.0,3.0,0.05263,0,5.0,1.0,2,3.0,6.0,3.0,24,4,3.0,1.0,,2.0,3.0,3.0,0.0,1.0,0.0,0.0
0.4,0.0,0.0,3.0,,0.0,0,5.0,2.0,1,4.0,3.0,2.0,38,4,2.0,2.0,,4.0,2.0,1.0,0.0,4.0,1.0,0.0
0.32,0.0,0.0,4.0,2.0,0.05263,0,4.0,2.0,1,,,3.0,31,7,3.0,1.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0
0.45,1.0,0.0,3.0,2.0,0.05263,0,5.0,1.0,2,4.0,3.0,3.0,61,3,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0
0.51,1.0,2.0,2.0,1.0,0.05263,1,1.0,1.0,2,5.0,5.0,2.0,42,5,1.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,0.0,1.0
0.62,0.0,2.0,2.0,2.0,0.26316,0,2.0,2.0,1,5.0,5.0,2.0,62,2,1.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.32,0.0,0.0,3.0,,0.0,0,5.0,2.0,1,4.0,5.0,1.0,30,7,2.0,2.0,,4.0,2.0,2.0,0.0,3.0,1.0,1.0
0.6,0.0,3.0,1.0,4.0,0.10526,1,4.0,2.0,1,5.0,5.0,3.0,65,2,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
0.11,1.0,0.0,1.0,2.0,0.15789,0,4.0,2.0,2,4.0,2.0,3.0,9,8,3.0,1.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0
0.01,0.0,0.0,1.0,,0.05263,0,2.0,1.0,1,4.0,5.0,2.0,11,2,2.0,2.0,2.0,5.0,1.0,1.0,0.0,2.0,1.0,1.0
0.45,1.0,0.0,1.0,3.0,0.05263,1,4.0,2.0,2,6.0,6.0,3.0,56,8,2.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0
0.57,1.0,,3.0,,0.0,0,5.0,2.0,2,3.0,3.0,3.0,55,7,2.0,2.0,,3.0,3.0,1.0,0.0,2.0,0.0,1.0
0.24,0.0,2.0,1.0,1.0,0.10526,0,3.0,2.0,1,4.0,6.0,2.0,25,4,3.0,2.0,5.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
0.08,1.0,1.0,1.0,3.0,0.10526,0,5.0,2.0,2,6.0,6.0,3.0,12,9,2.0,2.0,4.0,5.0,2.0,1.0,0.0,4.0,0.0,0.0
0.53,0.0,12.0,3.0,2.0,0.0,0,5.0,1.0,1,5.0,6.0,2.0,55,7,2.0,2.0,,1.0,4.0,4.0,0.0,2.0,1.0,1.0
0.18,1.0,3.0,3.0,4.0,0.05263,0,1.0,2.0,1,5.0,6.0,1.0,16,7,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0
0.09,1.0,0.0,1.0,4.0,0.05263,0,5.0,2.0,2,6.0,3.0,3.0,15,9,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0
0.89,0.0,5.0,1.0,3.0,0.10526,1,2.0,2.0,2,4.0,6.0,3.0,80,3,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0
0.05,1.0,4.0,1.0,2.0,0.05263,0,5.0,2.0,2,3.0,3.0,3.0,13,8,2.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0
0.14,0.0,0.0,1.0,3.0,0.21053,1,2.0,1.0,2,2.0,6.0,3.0,23,6,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.31,0.0,0.0,3.0,2.0,0.05263,1,2.0,2.0,1,4.0,5.0,2.0,48,2,2.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.15,1.0,2.0,3.0,2.0,0.05263,0,2.0,2.0,1,4.0,5.0,1.0,11,7,2.0,2.0,,2.0,2.0,2.0,0.0,3.0,1.0,1.0
0.21,0.0,0.0,3.0,2.0,0.05263,0,5.0,2.0,1,5.0,5.0,2.0,18,7,2.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0
0.42,0.0,5.0,1.0,1.0,0.0,0,5.0,2.0,1,4.0,5.0,2.0,43,7,2.0,2.0,,1.0,2.0,3.0,0.0,2.0,1.0,1.0
0.05,1.0,1.0,1.0,4.0,0.05263,0,3.0,1.0,1,4.0,2.0,2.0,7,6,2.0,2.0,3.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0
0.3,1.0,0.0,1.0,,0.05263,0,5.0,2.0,2,2.0,2.0,3.0,50,3,2.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0
0.08,0.0,,1.0,2.0,0.10526,0,3.0,2.0,2,1.0,3.0,3.0,5,8,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0
0.03,1.0,3.0,1.0,2.0,0.05263,0,2.0,2.0,1,5.0,6.0,3.0,12,5,3.0,2.0,4.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0
0.05,0.0,3.0,1.0,2.0,0.05263,1,2.0,2.0,1,5.0,6.0,1.0,8,9,2.0,2.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0
0.16,1.0,0.0,3.0,3.0,0.05263,0,3.0,1.0,1,4.0,2.0,2.0,12,8,2.0,2.0,5.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0
0.48,1.0,0.0,1.0,3.0,0.05263,0,2.0,1.0,1,4.0,5.0,2.0,59,1,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
0.1,1.0,6.0,3.0,3.0,0.05263,0,4.0,2.0,1,4.0,6.0,2.0,13,7,2.0,2.0,5.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0
0.07,1.0,3.0,1.0,4.0,0.05263,0,2.0,2.0,1,4.0,5.0,2.0,9,2,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0
0.42,1.0,0.0,1.0,2.0,0.05263,0,2.0,1.0,1,5.0,5.0,2.0,40,5,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0
0.41,0.0,9.0,3.0,2.0,0.0,1,5.0,1.0,1,4.0,6.0,2.0,44,2,2.0,2.0,,3.0,4.0,3.0,0.0,2.0,0.0,0.0
0.45,1.0,1.0,3.0,2.0,0.0,0,2.0,2.0,1,4.0,6.0,1.0,47,2,2.0,2.0,,5.0,1.0,2.0,0.0,3.0,1.0,1.0
0.45,0.0,7.0,1.0,3.0,0.15789,0,3.0,1.0,1,5.0,6.0,2.0,45,9,3.0,1.0,4.0,4.0,3.0,3.0,0.0,4.0,0.0,1.0
0.59,0.0,,1.0,2.0,0.10526,0,2.0,1.0,2,4.0,2.0,3.0,46,8,3.0,1.0,4.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0
0.32,1.0,0.0,1.0,2.0,0.05263,1,2.0,2.0,1,4.0,4.0,2.0,29,9,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0
0.66,0.0,0.0,2.0,2.0,0.05263,1,2.0,1.0,2,4.0,3.0,2.0,47,7,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
0.74,1.0,5.0,1.0,3.0,0.15789,0,3.0,1.0,2,2.0,3.0,3.0,64,2,2.0,2.0,4.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0
0.22,1.0,3.0,3.0,2.0,0.05263,1,5.0,2.0,1,4.0,6.0,2.0,22,7,2.0,2.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0
0.03,1.0,2.0,1.0,4.0,0.05263,0,1.0,1.0,1,5.0,2.0,1.0,7,9,2.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.12,1.0,2.0,1.0,,0.21053,0,1.0,2.0,2,2.0,6.0,3.0,23,2,3.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0
0.07,0.0,0.0,1.0,,0.05263,0,4.0,1.0,2,3.0,3.0,3.0,10,8,3.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
0.36,1.0,3.0,3.0,2.0,0.05263,0,5.0,2.0,1,5.0,5.0,3.0,56,4,2.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0
0.49,1.0,12.0,3.0,1.0,0.05263,1,4.0,2.0,1,5.0,6.0,3.0,55,3,2.0,2.0,4.0,2.0,3.0,4.0,1.0,3.0,0.0,1.0
0.09,1.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,2,3.0,6.0,3.0,18,8,3.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0
0.29,0.0,6.0,1.0,2.0,0.05263,1,5.0,2.0,1,4.0,3.0,2.0,20,3,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0
0.33,1.0,2.0,2.0,,0.05263,0,4.0,2.0,1,5.0,6.0,2.0,20,8,2.0,2.0,4.0,3.0,4.0,2.0,0.0,3.0,1.0,1.0
0.2,0.0,3.0,1.0,2.0,0.05263,0,3.0,1.0,1,5.0,4.0,2.0,10,8,2.0,2.0,4.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0
0.24,1.0,0.0,1.0,3.0,0.05263,0,3.0,1.0,2,3.0,3.0,3.0,28,6,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0
0.53,0.0,10.0,1.0,3.0,0.10526,1,4.0,1.0,2,3.0,4.0,3.0,71,3,2.0,2.0,1.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0
0.04,0.0,0.0,3.0,,0.05263,0,3.0,2.0,1,5.0,5.0,1.0,7,2,2.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0
0.42,1.0,0.0,1.0,2.0,0.05263,0,5.0,2.0,2,1.0,3.0,3.0,38,2,3.0,1.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0
0.3,0.0,0.0,1.0,2.0,0.05263,0,4.0,1.0,2,6.0,3.0,3.0,30,3,2.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0
0.14,0.0,3.0,1.0,2.0,0.05263,1,2.0,2.0,1,5.0,4.0,2.0,19,7,2.0,2.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0
0.3,0.0,0.0,1.0,,0.05263,0,3.0,2.0,1,5.0,3.0,2.0,31,5,3.0,1.0,4.0,5.0,2.0,1.0,0.0,3.0,1.0,0.0
0.26,0.0,11.0,1.0,1.0,0.10526,0,3.0,1.0,1,4.0,3.0,2.0,15,6,2.0,2.0,4.0,1.0,3.0,4.0,0.0,4.0,0.0,1.0
0.03,0.0,1.0,1.0,,0.10526,1,4.0,1.0,2,5.0,3.0,2.0,3,8,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0
0.07,1.0,1.0,1.0,1.0,0.10526,0,3.0,1.0,1,4.0,5.0,3.0,10,3,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0
0.06,0.0,0.0,1.0,,0.31579,1,2.0,1.0,2,1.0,3.0,3.0,11,3,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0
0.43,1.0,1.0,4.0,3.0,0.10526,0,2.0,,1,5.0,6.0,3.0,41,7,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0
0.05,0.0,1.0,1.0,3.0,0.05263,0,3.0,1.0,2,4.0,3.0,2.0,10,3,3.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0
0.58,0.0,2.0,3.0,2.0,0.05263,1,5.0,2.0,1,4.0,3.0,2.0,64,5,2.0,2.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0
0.31,1.0,0.0,1.0,3.0,0.10526,0,2.0,2.0,2,1.0,6.0,3.0,26,9,3.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0
0.22,0.0,3.0,1.0,2.0,0.05263,1,4.0,1.0,1,4.0,6.0,2.0,21,9,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0
0.56,1.0,6.0,4.0,3.0,0.05263,1,2.0,1.0,1,4.0,5.0,2.0,49,7,2.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0
0.02,0.0,0.0,1.0,3.0,0.05263,0,3.0,2.0,2,4.0,5.0,3.0,4,4,2.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0
0.36,0.0,2.0,3.0,,0.05263,0,5.0,1.0,1,5.0,1.0,2.0,30,6,2.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0
0.26,0.0,6.0,1.0,,0.10526,1,5.0,2.0,2,6.0,2.0,3.0,28,1,4.0,2.0,,1.0,2.0,3.0,1.0,2.0,0.0,0.0
0.08,1.0,7.0,1.0,1.0,0.31579,0,2.0,1.0,1,5.0,5.0,2.0,7,5,2.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0
0.38,0.0,0.0,3.0,2.0,0.05263,0,3.0,2.0,1,5.0,6.0,2.0,44,2,2.0,2.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0
0.44,0.0,1.0,1.0,3.0,0.05263,1,5.0,2.0,2,2.0,2.0,3.0,50,4,2.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0
0.51,0.0,2.0,4.0,,0.05263,0,3.0,1.0,1,5.0,4.0,2.0,40,6,3.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,1.0
0.11,0.0,1.0,1.0,2.0,0.05263,0,1.0,2.0,1,4.0,6.0,2.0,11,7,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0
0.12,1.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,1,4.0,6.0,2.0,13,1,2.0,2.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0
0.83,0.0,0.0,4.0,2.0,0.05263,0,5.0,2.0,1,4.0,3.0,3.0,58,3,1.0,1.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0
0.41,0.0,7.0,1.0,2.0,0.05263,0,3.0,2.0,2,3.0,6.0,3.0,46,3,2.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0
0.02,1.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,1,4.0,1.0,2.0,10,2,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
0.09,1.0,0.0,1.0,1.0,0.10526,1,4.0,2.0,2,6.0,6.0,3.0,13,9,2.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0
0.16,0.0,8.0,3.0,,0.05263,0,2.0,2.0,1,5.0,2.0,2.0,20,6,2.0,2.0,2.0,5.0,3.0,4.0,1.0,3.0,0.0,0.0
0.71,0.0,0.0,1.0,,0.05263,1,2.0,2.0,2,2.0,2.0,3.0,74,3,3.0,1.0,4.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0
0.39,1.0,0.0,3.0,3.0,0.05263,0,4.0,1.0,1,5.0,6.0,2.0,27,7,2.0,2.0,5.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
0.16,1.0,0.0,1.0,2.0,0.05263,0,3.0,2.0,2,2.0,3.0,3.0,14,3,2.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0
0.1,0.0,0.0,1.0,1.0,0.05263,0,3.0,1.0,2,6.0,3.0,3.0,12,1,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0
0.06,0.0,0.0,1.0,2.0,0.15789,1,1.0,2.0,1,5.0,6.0,1.0,6,7,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0
0.38,0.0,0.0,4.0,,0.36842,1,1.0,2.0,1,5.0,5.0,2.0,24,7,1.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0
0.47,1.0,9.0,3.0,3.0,0.0,0,4.0,2.0,1,4.0,6.0,2.0,52,2,2.0,2.0,,2.0,3.0,2.0,0.0,2.0,1.0,0.0
0.02,1.0,0.0,1.0,2.0,0.05263,1,1.0,1.0,1,4.0,6.0,2.0,4,4,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
0.02,1.0,,2.0,,0.10526,0,2.0,2.0,2,2.0,6.0,3.0,4,8,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0
0.59,0.0,1.0,1.0,,0.05263,1,3.0,1.0,2,2.0,3.0,3.0,69,3,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0
0.09,0.0,0.0,3.0,2.0,0.05263,0,3.0,1.0,1,4.0,5.0,2.0,21,5,2.0,2.0,4.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0
0.36,1.0,1.0,2.0,2.0,0.05263,0,1.0,1.0,2,5.0,5.0,3.0,25,8,3.0,1.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0
0.05,1.0,0.0,1.0,1.0,0.05263,0,3.0,2.0,1,4.0,6.0,1.0,17,2,2.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0
0.08,1.0,3.0,4.0,3.0,0.05263,1,2.0,1.0,1,5.0,5.0,2.0,7,9,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0
0.05,0.0,11.0,1.0,,0.05263,1,1.0,2.0,1,4.0,3.0,2.0,16,7,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0
0.23,1.0,0.0,1.0,2.0,0.05263,1,4.0,1.0,1,3.0,4.0,3.0,28,1,3.0,1.0,5.0,5.0,1.0,1.0,0.0,3.0,0.0,1.0
0.06,1.0,0.0,1.0,2.0,0.05263,0,2.0,2.0,2,4.0,3.0,3.0,13,6,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0
0.05,0.0,0.0,1.0,2.0,0.10526,0,4.0,2.0,2,4.0,3.0,3.0,12,5,2.0,2.0,4.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0
0.21,0.0,1.0,1.0,,0.05263,0,4.0,2.0,2,3.0,1.0,3.0,26,8,3.0,1.0,4.0,4.0,3.0,2.0,0.0,2.0,0.0,1.0
0.29,1.0,6.0,1.0,2.0,0.15789,1,4.0,2.0,2,1.0,1.0,3.0,43,2,3.0,1.0,4.0,6.0,2.0,4.0,1.0,2.0,0.0,0.0
